side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4298.329112010003,4313.476398899712,4288.498241301337,4305.581758718663,4314.123517427326,0.034907750451392335,0.37969328307120076,0.37969328307120076,0.0,0.11531442769039661,0.0,1.1064175788307336,TP2,True,0.0,0.0,4313.476398899712,1.5,0.0,0.0,0.0,150.045,0.03,150.0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4340.101640010003,4296.122324998968,4299.561974578631,4378.038025441369,4417.276050872739,0.034574396330355486,-1.52055826752909,-1.52055826752909,0.0,0.0,0.0,-1.0848465211309035,STOP,False,0.0,0.5,,1.5,0.0,0.0,0.0,150.0563942157317,0.03,150.01139079849213
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.5319930100027,4071.2723674155945,4048.627781490806,4097.992218529194,4122.674437048388,0.036816685705261344,0.36054398237933055,0.36054398237933055,0.0,0.42054828789240556,0.0,0.3780447259992806,STOP,True,0.0,0.08333333333333333,4097.377519696415,1.5,0.0,0.0,0.0,150.01076378268138,0.03,149.96577405046625
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4159.167376010003,4128.1006153021835,4131.405739894099,4184.434260125901,4210.948520241803,0.036070100042708116,-1.1205811667339198,-1.1205811667339198,0.0,0.0,0.0,-1.1190536673745095,STOP,False,0.0,0.16666666666666666,,1.5,0.0,0.0,0.0,150.02158334704862,0.03,149.97659036993764
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4140.371739010003,4137.059441618795,4111.7363214527295,4166.5236785672705,4193.917357124541,0.03622572205622277,0.40237111483160926,0.40237111483160926,0.0,0.4623662971623306,0.0,0.3878878938965002,STOP,True,0.0,1.4166666666666667,4165.898700015486,1.5,0.0,0.0,0.0,149.9879558268161,0.03,149.94297293493563
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.645644010003,3883.536327494795,3831.928887610115,3939.031112409885,3992.5822248097697,0.03859369860814999,0.9394728437362314,0.9394728437362314,0.0,0.9994728559688693,0.0,0.4448847155888103,STOP,True,0.0,2.4166666666666665,3938.4402577430233,1.5,0.0,0.0,0.0,150.00003058160107,0.03,149.95504406838057
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4099.229400010003,4040.2590841479214,4043.4938792513226,4152.506120768678,4207.0122415273545,0.036599128417112416,-2.1582621630339984,-2.1582621630339984,0.0,0.0,0.0,-1.0580383041078416,STOP,False,0.0,3.0,,1.5,0.0,0.0,0.0,150.02822322216878,0.03,149.98322825369266
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4161.127964010003,4191.123057990013,4143.944089633436,4175.815910386564,4191.751820763127,0.03603913583767831,0.7938821207633988,0.7938821207633988,0.0,0.2533834875586434,0.0,1.2819189376201667,TP2,True,0.0,0.25,4191.123057990013,1.5,0.0,0.0,0.0,149.96345593291827,0.03,149.91848038880164
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.800050010002,4309.540331024578,4312.990723603461,4354.009276416538,4374.518552823077,0.034600737706721715,-0.8740049111601585,-0.8740049111601585,0.0,0.0,0.0,-1.1582072052371262,STOP,False,0.0,2.0,,1.5,0.0,0.0,0.0,149.98727954148026,0.03,149.94229685242456
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.504554010004,4376.777792084321,4380.28201769848,4450.077982321521,4484.975964633041,0.03395469192756585,-1.3489099624663086,-1.3489099624663086,0.0,0.0,0.0,-1.0967415860673417,STOP,False,0.0,0.0,,1.5,0.0,0.0,0.0,149.9610515281013,0.03,149.91607670508975
LONG,2017-08-26 23:05:00+00:00,2017-08-26 23:10:00+00:00,2017-08-27 03:25:00+00:00,4331.299000010003,4327.833960809995,4283.357512087994,4376.642487932006,4423.2849758540115,0.03461330471267197,0.7134139987502268,0.7134139987502268,0.0,0.7733822275858349,0.0,0.42991940942535795,STOP,True,0.0,4.25,4375.985991558816,1.5,0.0,0.0,0.0,149.9205720890376,0.03,149.87560940621574
LONG,2017-08-27 15:55:00+00:00,2017-08-27 16:05:00+00:00,2017-08-27 17:10:00+00:00,4326.297500010003,4322.836462009996,4289.395830276265,4360.604169743735,4396.20833947747,0.034658268630250094,0.5231932710457047,0.5231932710457047,0.0,0.5831700634175889,0.0,0.4090809620012849,STOP,True,0.0,1.0833333333333333,4359.950079118274,1.5,0.0,0.0,0.0,149.9419809297261,0.03,149.89701182617824
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 12:15:00+00:00,4118.585205010003,4265.677234242355,4042.8664091051864,4191.833590914814,4266.317181819628,0.03640999857285524,3.9998502512134912,3.9998502512134912,0.0,1.322039963999338,0.0,1.4508395007675312,TP2,True,0.0,2.6666666666666665,4265.677234242355,1.5,0.0,0.0,0.0,149.9576814365969,0.03,149.91270762430963
LONG,2017-09-05 13:10:00+00:00,2017-09-05 13:15:00+00:00,2017-09-05 14:15:00+00:00,4236.160467010003,4232.771538636395,4185.4753014951,4284.3046985249,4333.7193970398,0.035427768638970965,0.7814065108554262,0.7814065108554262,0.0,0.8414375960325403,0.0,0.4351633953285537,STOP,True,0.0,1.0,4283.662052820121,1.5,0.0,0.0,0.0,150.07771294278558,0.03,150.03270313184603
