ts,equity_usdt,note
1970-01-01 00:28:59.754600+00:00,5000.0,
1970-01-01 00:28:59.769600+00:00,5000.0,
1970-01-01 00:28:59.784600+00:00,5000.0,
1970-01-01 00:28:59.799600+00:00,5000.0,
1970-01-01 00:28:59.814600+00:00,5000.0,
1970-01-01 00:28:59.829600+00:00,5000.0,
1970-01-01 00:28:59.844600+00:00,5000.0,
1970-01-01 00:28:59.859600+00:00,5000.0,
1970-01-01 00:28:59.874600+00:00,5000.0,
1970-01-01 00:29:00.039600+00:00,5000.0,
1970-01-01 00:29:00.054600+00:00,5000.0,
1970-01-01 00:29:00.069600+00:00,5000.0,
1970-01-01 00:29:00.084600+00:00,5000.0,
1970-01-01 00:29:00.099600+00:00,5000.0,
1970-01-01 00:29:00.114600+00:00,5000.0,
1970-01-01 00:29:00.129600+00:00,5000.0,
1970-01-01 00:29:00.144600+00:00,5000.0,
1970-01-01 00:29:00.159600+00:00,5000.0,
1970-01-01 00:29:00.174600+00:00,5000.0,
1970-01-01 00:29:00.339600+00:00,5000.0,
1970-01-01 00:29:00.354600+00:00,5000.0,
1970-01-01 00:29:00.369600+00:00,5000.0,
1970-01-01 00:29:00.384600+00:00,5000.0,
1970-01-01 00:29:00.399600+00:00,5000.0,
1970-01-01 00:29:00.414600+00:00,5000.0,
1970-01-01 00:29:00.429600+00:00,5000.0,
1970-01-01 00:29:00.444600+00:00,5000.0,
1970-01-01 00:29:00.459600+00:00,5000.0,
1970-01-01 00:29:00.474600+00:00,5000.0,
1970-01-01 00:29:00.639600+00:00,5000.0,
1970-01-01 00:29:00.654600+00:00,5000.0,
1970-01-01 00:29:00.669600+00:00,5000.0,
1970-01-01 00:29:00.684600+00:00,5000.0,
1970-01-01 00:29:00.699600+00:00,5000.0,
1970-01-01 00:29:00.714600+00:00,5000.0,
1970-01-01 00:29:00.729600+00:00,5000.0,
1970-01-01 00:29:00.744600+00:00,5000.0,
1970-01-01 00:29:00.759600+00:00,5000.0,
1970-01-01 00:29:00.774600+00:00,5000.0,
1970-01-01 00:29:00.939600+00:00,5000.0,
1970-01-01 00:29:00.954600+00:00,5000.0,
1970-01-01 00:29:00.969600+00:00,5000.0,
1970-01-01 00:29:00.984600+00:00,5000.0,
1970-01-01 00:29:00.999600+00:00,5000.0,
1970-01-01 00:29:01.014600+00:00,5000.0,
1970-01-01 00:29:01.029600+00:00,5000.0,
1970-01-01 00:29:01.044600+00:00,5000.0,
1970-01-01 00:29:01.059600+00:00,5000.0,
1970-01-01 00:29:01.074600+00:00,5000.0,
1970-01-01 00:29:01.239600+00:00,5000.0,
