side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4314.01566433939,4288.498241301337,4305.581758718663,4314.123517427326,0.034907750451392335,0.41349919061772467,0.41349919061772467,0.0,0.132208063539245,0.0,1.2600014566407667,TP2,True,0.0,0.0,4314.01566433939,0.25,0.0,0.0,0.0,150.03,0.03,150.0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4298.702062183715,4299.561974578631,4378.038025441369,4417.276050872739,0.03457463007637429,-1.416373848164417,-1.416373848164417,0.0,0.0,0.0,-1.0214411059568353,STOP,False,0.0,0.5,,0.25,0.0,0.0,0.0,150.04240745671368,0.03,150.0124049757185
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4073.3098370775997,4048.627781490806,4097.992218529194,4122.674437048388,0.03681770200645308,0.42248831779451795,0.42248831779451795,0.0,0.437488308568824,0.0,0.45006058219648526,STOP,True,0.0,0.08333333333333333,4097.889768723731,0.25,0.0,0.0,0.0,149.99990774302563,0.03,149.96991376027358
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4130.57945874612,4131.405739894099,4184.434260125901,4210.948520241803,0.03607154260049416,-1.0162120166026012,-1.0162120166026012,0.0,0.0,0.0,-1.0302159678990652,STOP,False,0.0,0.16666666666666666,,0.25,0.0,0.0,0.0,150.01258492748937,0.03,149.9825884098074
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4139.1298344448,4111.7363214527295,4166.5236785672705,4193.917357124541,0.03622792761980104,0.4643278760763807,0.4643278760763807,0.0,0.4793260853233518,0.0,0.4541518657887665,STOP,True,0.0,1.4166666666666667,4166.419515475306,0.25,0.0,0.0,0.0,149.9820924697192,0.03,149.95210204930933
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.257096010002,3885.4798445908,3831.928887610115,3939.031112409885,3992.5822248097697,0.03859652652573315,1.0015468479293852,1.0015468479293852,0.0,1.0165464504385822,0.0,0.47763667099851104,STOP,True,0.0,2.4166666666666665,3938.9326366320747,0.25,0.0,0.0,0.0,149.99602509196873,0.03,149.9660318855916
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4042.6851804754724,4043.4938792513226,4152.506120768678,4207.0122415273545,0.03660226410216288,-2.054646849024446,-2.054646849024446,0.0,0.0,0.0,-1.0146170490824258,STOP,False,0.0,3.0,,0.25,0.0,0.0,0.0,150.02607750668767,0.03,149.9960782910295
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4160.711976010002,4191.647026967608,4143.944089633436,4175.815910386564,4191.751820763127,0.03604297212544553,0.8278095723358616,0.8278095723358616,0.0,0.2703139826537447,0.0,1.3697191436305356,TP2,True,0.0,0.25,4191.647026967608,0.25,0.0,0.0,0.0,149.9644257733359,0.03,149.93443888555876
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.366700010002,4312.128125458741,4312.990723603461,4354.009276416538,4374.518552823077,0.034604655168428006,-0.7695582037837683,-0.7695582037837683,0.0,0.0,0.0,-1.0403536254117673,STOP,False,0.0,2.0,,0.25,0.0,0.0,0.0,149.98926502736336,0.03,149.9592731727288
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.063036010002,4379.4059612949395,4380.28201769848,4450.077982321521,4484.975964633041,0.03395924660518386,-1.2448466400734628,-1.2448466400734628,0.0,0.0,0.0,-1.0244838309494957,STOP,False,0.0,0.0,,0.25,0.0,0.0,0.0,149.9661736639006,0.03,149.93618642661528
LONG,2017-08-26 23:05:00+00:00,2017-08-26 23:10:00+00:00,2017-08-27 03:25:00+00:00,4330.866000010002,4329.99982681,4283.357512087994,4376.642487932006,4423.2849758540115,0.034618669983156325,0.7754737628262971,0.7754737628262971,0.0,0.7904666449058566,0.0,0.4715041524090574,STOP,True,0.0,4.25,4376.533071869808,0.25,0.0,0.0,0.0,149.92882079561855,0.03,149.89884102741308
LONG,2017-08-27 15:55:00+00:00,2017-08-27 16:05:00+00:00,2017-08-27 17:10:00+00:00,4325.8650000100015,4324.9998270099995,4289.395830276265,4360.604169743735,4396.20833947747,0.03466407057571127,0.5852158530960818,0.5852158530960818,0.0,0.6002110620622157,0.0,0.4629250114001479,STOP,True,0.0,1.0833333333333333,4360.495154639491,0.25,0.0,0.0,0.0,149.95208966134592,0.03,149.92210524029787
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 12:15:00+00:00,4118.173470010002,4266.210523890082,4042.8664091051864,4191.833590914814,4266.317181819628,0.03641654503880568,4.034814424055494,4.034814424055494,0.0,1.3393154040374786,0.0,1.4712589781268917,TP2,True,0.0,2.6666666666666665,4266.210523890082,0.25,0.0,0.0,0.0,149.96964964823394,0.03,149.93966171589076
LONG,2017-09-05 13:10:00+00:00,2017-09-05 13:15:00+00:00,2017-09-05 14:15:00+00:00,4235.7369780100025,4234.8898306144,4185.4753014951,4284.3046985249,4333.7193970398,0.03543438109331248,0.8435768408826053,0.8435768408826053,0.0,0.8585859127115967,0.0,0.47365576323061087,STOP,True,0.0,1.0,4284.197590907437,0.25,0.0,0.0,0.0,150.09071828984216,0.03,150.06070614861244
LONG,2017-09-05 15:00:00+00:00,2017-09-05 15:05:00+00:00,2017-09-05 15:20:00+00:00,4242.838398010002,4218.521186138078,4219.365059149907,4264.614940870092,4287.239881730185,0.035381038958952074,-0.860368220613634,-0.860368220613634,0.0,0.0,0.0,-1.0359502760497452,STOP,False,0.0,0.25,,0.25,0.0,0.0,0.0,150.11603065652966,0.03,150.08601345383892
LONG,2017-09-05 20:45:00+00:00,2017-09-05 20:50:00+00:00,2017-09-05 21:15:00+00:00,4388.487522010001,4387.609824505599,4357.312564897106,4417.907435122893,4448.204870235786,0.03420089807591798,0.48619599841969463,0.48619599841969463,0.0,0.5012050198644652,0.0,0.4560033205442854,STOP,True,0.0,0.4166666666666667,4417.796987437015,0.25,0.0,0.0,0.0,150.09021444770192,0.03,150.0602024072205
LONG,2017-09-06 00:20:00+00:00,2017-09-06 00:25:00+00:00,2017-09-06 01:50:00+00:00,4403.880600010002,4514.163527479803,4347.3618078202935,4458.638192199706,4514.276384389413,0.034084666883223314,2.8107759274449733,2.8107759274449733,0.0,0.9312975045875579,0.0,1.4590638557093187,TP2,True,0.0,1.4166666666666667,4514.163527479803,0.25,0.0,0.0,0.0,150.10480324483055,0.03,150.0747882871731
LONG,2017-09-06 11:30:00+00:00,2017-09-06 11:35:00+00:00,2017-09-06 11:55:00+00:00,4515.862992010002,4584.709701013696,4480.027839204132,4549.892160815868,4584.824321621736,0.03325812666439213,1.7088379763280064,1.7088379763280064,0.0,0.5639816920923085,0.0,1.4338173896206405,TP2,True,0.0,0.3333333333333333,4584.709701013696,0.25,0.0,0.0,0.0,150.18914338730949,0.03,150.15911156499646
LONG,2017-09-07 04:35:00+00:00,2017-09-07 04:40:00+00:00,2017-09-07 05:30:00+00:00,4505.890998010002,4560.124580121901,4477.365706971723,4532.6142930482765,4560.238586086553,0.03334310990789167,1.3477878831021821,1.3477878831021821,0.0,0.44362973857431537,0.0,1.4170506040475142,TP2,True,0.0,0.8333333333333334,4560.124580121901,0.25,0.0,0.0,0.0,150.24041877962716,0.03,150.2103767042863
LONG,2017-09-07 15:10:00+00:00,2017-09-07 15:15:00+00:00,2017-09-07 15:50:00+00:00,4677.265266010002,4752.8591259549585,4638.00602481314,4714.653975206859,4752.977950403719,0.032130070020819336,1.8131754017999258,1.8131754017999258,0.0,0.5987573952121958,0.0,1.4374284799148853,TP2,True,0.0,0.5833333333333334,4752.8591259549585,0.25,0.0,0.0,0.0,150.28086050284753,0.03,150.2508103407794
LONG,2017-09-08 10:45:00+00:00,2017-09-08 10:50:00+00:00,2017-09-08 13:00:00+00:00,4644.948804010002,4644.0198142492,4607.066716560883,4680.973283459118,4717.926566908235,0.03236532263050326,0.5660446581870756,0.5660446581870756,0.0,0.5810781848514762,0.0,0.46167552676719803,STOP,True,0.0,2.1666666666666665,4680.856259127031,0.25,0.0,0.0,0.0,150.335266643954,0.03,150.3052056028334
LONG,2017-09-10 16:25:00+00:00,2017-09-10 16:30:00+00:00,2017-09-10 17:10:00+00:00,4100.820000010002,4163.094489905155,4068.400715080299,4131.599284939701,4163.198569869402,0.03666394803468594,1.7039658730363,1.7039658730363,0.0,0.5623515423350802,0.0,1.4335677829458155,TP2,True,0.0,0.6666666666666666,4163.094489905155,0.25,0.0,0.0,0.0,150.35225137996753,0.03,150.322186942579
LONG,2017-09-11 15:35:00+00:00,2017-09-11 15:40:00+00:00,2017-09-11 15:45:00+00:00,4222.704372010002,4238.039752056237,4213.717147165559,4230.00285285444,4238.14570569888,0.03561778598021107,0.40120071485108116,0.40120071485108116,0.0,0.12809457264507323,0.0,1.2533407814584032,TP2,True,0.0,0.08333333333333333,4238.039752056237,0.25,0.0,0.0,0.0,150.40338057995385,0.03,150.3733059187701
