symbol,side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,intended_risk_usd,effective_risk_usd,effective_risk_pct,position_notional,portfolio_risk_budget_hit,entry_fill_type,entry_slippage_bps_applied,entry_slip_bps_implied,exit_fill_type,exit_slippage_bps_applied,exit_slip_bps_implied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
BTCUSDT,LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4313.476398899712,4288.498241301337,4305.581758718663,4314.123517427326,0.23271833634261557,2.631288553808014,1.830076038386491,0.8012125154215232,0.8187628512693153,0.20036750514050775,1.2026966990022536,TP2,True,,,,,,,,,,1.9878238761201272,30.0,1.9878238761201272,0.001987823876120127,1000.0,0,,,,,,,,,
BTCUSDT,LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4297.842149788799,4299.561974578631,4378.038025441369,4417.276050872739,0.23090026644143022,-9.657544544151094,-10.455305879976308,0.7977613358252149,0.0,0.0,-1.0428822119136483,STOP,False,,,,,,,,,,9.060070526738798,30.05490228115159,9.060070526738798,0.00904352019712338,1001.8300760383864,0,,,,,,,,,
BTCUSDT,LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4072.495012145198,4048.627781490806,4097.992218529194,4122.674437048388,0.2433830889757903,2.6313615565943844,1.837050575881793,0.7943109807125913,2.8296761656168634,0.19944647948873512,0.42403634055016487,STOP,True,,,,,,,,,,6.007234585976908,29.741243104752307,6.007234585976908,0.006059499158947753,991.3747701584102,0,,,,,,,,,
BTCUSDT,LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4129.753177598141,4131.405739894099,4184.434260125901,4210.948520241803,0.2388722776609226,-6.926915388138494,-7.718872992461989,0.7919576043234957,0.0,0.0,-1.0604319357981304,STOP,False,,,,,,,,,,6.33352170437952,29.79635462202876,6.33352170437952,0.006376808624465505,993.211820734292,0,,,,,,,,,
BTCUSDT,LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4138.301842879598,4111.7363214527295,4166.5236785672705,4193.917357124541,0.23809180860215776,2.8910167950769456,2.101308351293812,0.7897084437831337,3.0881548043432105,0.19837327118801298,0.430255070664235,STOP,True,,,,,,,,,,6.522210471966682,29.5647884322549,6.522210471966682,0.006618221355020095,985.4929477418301,0,,,,,,,,,
ETHUSDT,LONG,2017-08-21 14:50:00+00:00,2017-08-21 14:55:00+00:00,2017-08-21 18:50:00+00:00,335.79714601000205,327.65194390882834,327.783057131681,343.67694288831905,351.62388576663807,2.9416324310121453,-23.96019065796085,-24.74084000165314,0.7806493436922899,0.0,0.0,-1.0163603405007569,STOP,False,,,,,,,,,,23.376984898264237,29.62782768279372,23.376984898264237,0.023670636755971506,987.5942560931239,0,,,,,,,,,
BTCUSDT,LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.257096010002,3884.702593171598,3831.928887610115,3939.031112409885,3992.5822248097697,0.24780809992304495,6.273095881163537,5.500149853391321,0.7729460277722167,6.465705078518476,0.1951954793863452,0.46595185434757114,STOP,True,,,,,,,,,,13.270399412580892,28.885602482744122,13.270399412580892,0.013782367275020612,962.8534160914708,0,,,,,,,,,
ETHUSDT,LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 04:40:00+00:00,316.323252010002,324.1839973910051,312.273683872076,320.246316147924,324.232632285848,3.0606657402756974,17.95963852263304,17.1779268750003,0.7817116476327404,5.9300814822997525,0.19600398064884167,1.4490153235837766,TP2,True,,,,,,,,,,12.200781233252139,29.03898441150596,12.200781233252139,0.012604553651419595,967.9661470501987,0,,,,,,,,,
BTCUSDT,LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4041.876481699622,4043.4938792513226,4152.506120768678,4207.0122415273545,0.23629906440763765,-13.45560558119605,-14.225061128290012,0.7694555470939624,0.0,0.0,-1.0292340981648513,STOP,False,,,,,,,,,,12.879745339765162,29.050606978345858,12.879745339765162,0.013300663923510076,968.353565944862,0,,,,,,,,,
ETHUSDT,LONG,2017-08-23 06:20:00+00:00,2017-08-23 06:25:00+00:00,2017-08-23 07:25:00+00:00,318.593706010002,318.466268527598,314.59301857564157,322.4669814443584,326.4039628787168,3.049340506894418,5.637419327426348,4.857963805313049,0.779455522113299,5.831719466021915,0.1966328263819909,0.462104071537749,STOP,True,,,,,,,,,,12.005196962680403,29.13919295074717,12.005196962680403,0.012359845020044632,971.3064316915722,0,,,,,,,,,
