side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps
SHORT,2022-01-07 05:25:00+00:00,2022-01-07 05:40:00+00:00,2022-01-07 06:40:00+00:00,139.856012990001,136.74696512105896,141.4383540890601,138.30164589093988,136.73329179187976,1.5940277782282721,3.705783666935047,3.650050074520468,0.044586873931663135,1.2278293334675328,0.0,1.4692106544470174,TP2,True,0.011146718482915784,1.0,136.74696512105896,1.0
SHORT,2022-01-07 10:15:00+00:00,2022-01-07 10:20:00+00:00,2022-01-07 12:05:00+00:00,140.385959990001,140.414037181999,141.69449980103425,139.10550017896574,137.81100036793148,1.9382970192800606,1.2002633599209234,1.1050195269980814,0.08163834853297258,1.2274743287006562,0.0,0.4732267442598621,STOP,True,0.013605484389869442,1.75,139.11941072898364,1.0
LONG,2022-01-08 23:35:00+00:00,2022-01-08 23:40:00+00:00,2022-01-08 23:55:00+00:00,143.514350010001,141.73434067063366,141.7626932092755,145.2373068107245,146.974613611449,1.4458515173924846,-2.5736292042970823,-2.6768646988210008,0.08248545045096303,0.0,0.0,-1.0161861265460859,STOP,False,0.02075004407295561,0.25,,1.0
SHORT,2022-01-09 15:40:00+00:00,2022-01-09 15:45:00+00:00,2022-01-09 16:00:00+00:00,139.54604399000098,140.39428623452082,140.36621299192242,138.75378698807756,137.94757398615513,3.1073618340104403,-2.6357955766162964,-2.853132761322455,0.1739751795879917,0.0,0.0,-1.0342286071926972,STOP,False,0.0433620051181671,0.25,,1.0
SHORT,2022-01-10 00:30:00+00:00,2022-01-10 00:35:00+00:00,2022-01-10 02:40:00+00:00,140.975900990001,141.004096170199,142.6727579657637,139.3072420142363,137.6244840384726,1.484505030629679,1.207298263463656,1.134046275898949,0.06278801585384676,1.2282262068853744,0.0,0.47927818743656847,STOP,True,0.010463971710860403,2.0833333333333335,139.32117273843772,1.0
LONG,2022-01-11 04:30:00+00:00,2022-01-11 04:35:00+00:00,2022-01-11 04:45:00+00:00,136.73367201000102,136.1439467056462,136.17118094183456,137.26881907816545,137.8176381463309,4.556871182342525,-2.687302244912695,-2.9983036492828363,0.24869363140631684,0.0,0.0,-1.0484171886980402,STOP,False,0.06230777296382484,0.16666666666666666,,1.0
LONG,2022-01-11 15:50:00+00:00,2022-01-11 15:55:00+00:00,2022-01-11 16:10:00+00:00,136.683667010001,138.88603584660117,135.55503709540744,137.78496292459255,138.8999258391851,2.2363093913586853,3.6786017641665802,3.602185022121628,0.06113339363596171,1.2160127079042309,0.0,1.4574690128092562,TP2,True,0.015283348408990427,0.25,138.88603584660117,1.0
LONG,2022-01-12 05:55:00+00:00,2022-01-12 06:00:00+00:00,2022-01-12 06:05:00+00:00,140.304029010001,140.275968204199,139.75852573424507,140.82147428575493,141.35294856150986,4.7084263785312,1.1189629965730707,0.8877622918751814,0.19817014513764455,1.1850241156935581,0.0,0.43565487472529096,STOP,True,0.033030559560244775,0.08333333333333333,140.80739213832635,1.0
LONG,2022-01-13 09:20:00+00:00,2022-01-13 09:25:00+00:00,2022-01-13 09:50:00+00:00,151.38513701000102,151.354859982599,150.8265209281918,151.91347909180823,152.45695817361644,4.608506544303049,1.1126633182293613,0.8684964832999724,0.20928386519834863,1.1824292576914588,0.0,0.4322053394274823,STOP,True,0.03488296973104017,0.4166666666666667,151.89828774389903,1.0
LONG,2022-01-14 21:15:00+00:00,2022-01-14 21:30:00+00:00,2022-01-14 23:20:00+00:00,147.504749010001,146.074739189809,146.10395998180536,148.87604003819467,150.26208006638933,1.8086044381260564,-2.5863221073630913,-2.7191937147936973,0.10619383306019053,0.0,0.0,-1.0208602376290674,STOP,False,0.026677774370415786,1.8333333333333333,,1.0
