side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd
LONG,2025-02-20 16:05:00+00:00,2025-02-20 16:10:00+00:00,2025-02-20 18:00:00+00:00,97316.17934401,98228.39832764184,96823.51260108424,97769.92739893576,98243.13479786152,0.0015416758139430043,1.041634458063658,1.041634458063658,0.0,0.33846148602121723,0.0,1.371415433303738,TP2,True,0.0,1.8333333333333333,98228.39832764184,1.5,0.0,0.0,0.0,150.03,0.03,150.0
LONG,2025-02-21 05:20:00+00:00,2025-02-21 05:25:00+00:00,2025-02-21 06:00:00+00:00,98320.23011401,98280.9020219644,98181.42682397555,98419.71317604446,98538.85635207892,0.0015262500414161039,0.0346397808701031,0.0346397808701031,0.0,0.06465203192681115,0.0,0.16351202122506772,STOP,True,0.0,0.5833333333333334,98404.95021906805,1.5,0.0,0.0,0.0,150.06125528354863,0.03,150.0312490337419
LONG,2025-02-21 09:00:00+00:00,2025-02-21 09:10:00+00:00,2025-02-21 09:15:00+00:00,98310.39814801,98565.3481498656,98146.04241494444,98435.43758507556,98580.13517014112,0.0015264132534474023,0.2787414711292382,0.2787414711292382,0.0,0.08416194022982504,0.0,1.1110781366467632,TP2,True,0.0,0.08333333333333333,98565.3481498656,1.5,0.0,0.0,0.0,150.06229468481342,0.03,150.03228822716798
LONG,2025-02-21 09:45:00+00:00,2025-02-21 09:50:00+00:00,2025-02-21 12:20:00+00:00,98373.87084001,98844.4922772815,98101.63941228608,98606.76058773391,98859.32117545782,0.0015255134043211842,0.5253259262726966,0.5253259262726966,0.0,0.16635627081340626,0.0,1.2649534564497644,TP2,True,0.0,2.5,98844.4922772815,1.5,0.0,0.0,0.0,150.07065860139613,0.03,150.04065047130186
LONG,2025-02-28 18:10:00+00:00,2025-02-28 18:15:00+00:00,2025-02-28 18:15:00+00:00,83897.87622001,83478.81797354406,83512.22286268914,84249.97713733086,84618.85427465172,0.001788918007144305,-0.7496608431452333,-0.7496608431452333,0.0,0.0,0.0,-1.0866189507000397,STOP,False,0.0,0.0,,1.5,0.0,0.0,0.0,150.08642153113988,0.03,150.05641024909005
LONG,2025-03-02 19:00:00+00:00,2025-03-02 19:05:00+00:00,2025-03-02 22:55:00+00:00,93014.76923401,94737.66286985631,92118.317174413,93874.022825607,94751.875651204,0.0016133344031671363,2.0715747137443388,2.0715747137443388,0.0,0.6817729258900561,0.0,1.4323499491840683,TP2,True,0.0,3.8333333333333335,94737.66286985631,1.5,0.0,0.0,0.0,150.06392720788045,0.03,150.03392042379568
LONG,2025-03-02 23:35:00+00:00,2025-03-02 23:40:00+00:00,2025-03-03 00:05:00+00:00,94443.63495001,93679.2496209423,93716.73631546849,95132.76368455151,95840.77736909302,0.0015895839561681881,-1.2150546554163681,-1.2150546554163681,0.0,0.0,0.0,-1.0515707317978849,STOP,False,0.0,0.4166666666666667,,1.5,0.0,0.0,0.0,150.12608687874106,0.03,150.096067665208
LONG,2025-03-03 05:35:00+00:00,2025-03-03 05:40:00+00:00,2025-03-03 06:30:00+00:00,93197.30573400999,92695.8622611384,92732.95544331573,93624.38455670426,94070.09911339852,0.001610450288950566,-0.807549785778421,-0.807549785778421,0.0,0.0,0.0,-1.079881897181259,STOP,False,0.0,0.8333333333333334,,1.5,0.0,0.0,0.0,150.08962794875063,0.03,150.05961602554552
LONG,2025-03-06 05:40:00+00:00,2025-03-06 05:45:00+00:00,2025-03-07 00:55:00+00:00,92568.84006601,83428.64424541207,83462.02905703489,101638.63094298511,110726.93188596022,0.0016211221454527063,-14.81737385854558,-14.81737385854558,0.0,0.0,0.0,-1.0036659168165363,STOP,False,0.0,19.166666666666668,,1.5,0.0,0.0,0.0,150.06539660987858,0.03,150.03538953197219
LONG,2025-03-07 04:10:00+00:00,2025-03-07 04:15:00+00:00,2025-03-07 05:20:00+00:00,87209.47840800999,88060.44385628356,86751.23254775537,87632.84745226461,88073.65490451924,0.0017156482210554849,1.0818788171549973,1.0818788171549973,0.0,0.3519001383998856,0.0,1.3761057925428517,TP2,True,0.0,1.0833333333333333,88060.44385628356,1.5,0.0,0.0,0.0,149.62078648987907,0.03,149.59086831621582
