"ts","open","high","low","close","volume"
"1739763000000","96207.95","96254.61","96203.92","96241.04","0.85155"
"1739763300000","96241.04","96241.13","96171.57","96195.12","0.511548"
"1739763600000","96195.12","96212.23","96192.83","96192.88","0.63026"
"1739763900000","96192.88","96247.07","96159.32","96186.88","1.9093"
"1739764200000","96186.88","96267.61","96186.88","96240.17","1.260863"
"1739764500000","96240.17","96295.19","96207.15","96234.94","3.044678"
"1739764800000","96234.94","96235.16","96194.68","96199.44","0.659757"
"1739765100000","96199.44","96202.28","96110.94","96119.31","1.423575"
"1739765400000","96119.31","96119.31","96088.67","96108.48","1.008548"
"1739765700000","96108.48","96113.57","96080.41","96094.42","1.247438"
"1739766000000","96094.42","96166.14","96046.39","96152.17","3.550063"
"1739766300000","96152.17","96235.75","96152.09","96235.75","0.461524"
"1739766600000","96235.75","96269.24","96204.51","96204.52","1.051361"
"1739766900000","96204.52","96233.71","96204.43","96229.83","0.474534"
"1739767200000","96229.83","96231.86","96079.27","96089.52","2.562434"
"1739767500000","96089.52","96100.59","96071.81","96090.25","0.497739"
"1739767800000","96090.25","96171.38","96090.15","96139.29","2.279902"
"1739768100000","96139.29","96139.38","96073.01","96073.01","0.885754"
"1739768400000","96073.01","96073.01","95783.98","95900.02","10.519163"
"1739768700000","95900.02","96166.14","95899.93","96166.07","3.018061"
"1739769000000","96166.07","96316.17","96148.05","96252.48","3.157283"
"1739769300000","96252.48","96320.2","96118.39","96118.39","3.117539"
"1739769600000","96118.39","96166.14","95921.54","95929.58","3.051299"
"1739769900000","95929.58","96063.31","95929.58","96058.52","2.806076"
"1739770200000","96058.52","96131.18","96028.81","96131.18","1.494396"
"1739770500000","96131.18","96236.8","96128.17","96186.93","1.179313"
"1739770800000","96186.93","96208.79","96113.6","96176.81","1.057623"
"1739771100000","96176.81","96267.51","96176.81","96234.87","1.148709"
"1739771400000","96234.87","96294.39","96157.58","96289.22","1.090592"
"1739771700000","96289.22","96297.62","96240.39","96244.43","1.38695"
"1739772000000","96244.43","96337.2","96222.82","96337.07","1.887456"
"1739772300000","96337.07","96435.23","96336.94","96400.59","2.540246"
"1739772600000","96400.59","96405.3","96327.59","96379.97","1.349368"
"1739772900000","96379.97","96407.44","96298.94","96376.25","1.125259"
"1739773200000","96376.25","96376.25","96310.97","96332.35","2.191285"
"1739773500000","96332.35","96379.36","96332.03","96367.53","0.823302"
"1739773800000","96367.53","96438.98","96367.53","96397.83","1.085965"
"1739774100000","96397.83","96424.42","96309.84","96402.98","1.162338"
"1739774400000","96402.98","96459.09","96322.63","96363.48","1.589862"
"1739774700000","96363.48","96380.19","96267.51","96288.71","2.932501"
"1739775000000","96288.71","96361.26","96288.66","96314.79","0.777183"
"1739775300000","96314.79","96401.49","96305.65","96401.41","1.733044"
"1739775600000","96401.41","96422.8","96361.02","96411.71","0.853928"
"1739775900000","96411.71","96483.14","96337.87","96359.93","1.644019"
"1739776200000","96359.93","96392.26","96301.44","96309.54","1.476705"
"1739776500000","96309.54","96320.71","96181.88","96186.67","1.158125"
"1739776800000","96186.67","96217.52","96120.67","96122.57","2.707685"
"1739777100000","96122.57","96192.49","96117.52","96164.19","2.410362"
"1739777400000","96164.19","96175.73","96063.75","96087.8","2.047656"
"1739777700000","96087.8","96144.62","96065.87","96106.43","1.621995"
"1739778000000","96106.43","96106.52","95947.62","95973.22","2.729639"
"1739778300000","95973.22","96008.44","95971.94","95977.95","1.608085"
"1739778600000","95977.95","96022.85","95913.67","96000.01","3.475364"
"1739778900000","96000.01","96109.67","95985.65","96068.78","2.215063"
"1739779200000","96068.78","96089.8","95947.98","95979.61","4.182029"
"1739779500000","95979.61","96163.52","95979.29","96141.69","1.087697"
"1739779800000","96141.69","96229.2","96093","96192.56","2.930771"
"1739780100000","96192.56","96192.64","96097.25","96123.12","1.053112"
"1739780400000","96123.12","96140.28","96061.62","96070.78","0.993951"
"1739780700000","96070.78","96094.03","96043.9","96079.15","1.123165"
"1739781000000","96079.15","96127.77","95996.32","96099.21","2.108518"
"1739781300000","96099.21","96140.28","95999.6","96049.08","1.538192"
"1739781600000","96049.08","96150.58","96000.4","96020.73","2.130021"
"1739781900000","96020.73","96274.74","96020.7","96274.58","3.455435"
"1739782200000","96274.58","96295.47","96136.47","96180.92","3.465432"
"1739782500000","96180.92","96200.22","96096.68","96138.47","0.415558"
"1739782800000","96138.47","96190.49","96076.45","96104.91","3.081481"
"1739783100000","96104.91","96213.5","96081.26","96195.23","0.743065"
"1739783400000","96195.23","96288.86","96195.23","96229.68","0.481471"
"1739783700000","96229.68","96295.75","96210.77","96270.75","2.275803"
"1739784000000","96270.75","96270.75","96176.71","96178.89","0.448654"
"1739784300000","96178.89","96265.73","96178.65","96265.55","0.67805"
"1739784600000","96265.55","96265.71","96193.79","96229.28","2.131795"
"1739784900000","96229.28","96294.89","96215.09","96293.05","2.161713"
"1739785200000","96293.05","96338.62","96274.57","96309.68","4.116752"
"1739785500000","96309.68","96309.83","96215.95","96250.29","1.217177"
"1739785800000","96250.29","96250.29","96150.84","96223.42","4.510922"
"1739786100000","96223.42","96223.42","96177.25","96183.73","1.887107"
"1739786400000","96183.73","96249.64","96146.34","96249.4","3.760455"
"1739786700000","96249.4","96388.85","96244.13","96346.09","4.423423"
"1739787000000","96346.09","96397.99","96285.83","96396.54","3.457953"
"1739787300000","96396.54","96411.69","96321.03","96330.88","5.553439"
"1739787600000","96330.88","96369.25","96322.27","96352.43","1.458231"
"1739787900000","96352.43","96389.77","96254.08","96272.67","1.917302"
"1739788200000","96272.67","96278.39","96152.4","96162.89","1.531561"
"1739788500000","96162.89","96162.89","96089.08","96132.34","2.086388"
"1739788800000","96132.34","96163.88","96087.29","96094.33","2.195423"
"1739789100000","96094.33","96141.86","96058.38","96125.44","1.950421"
"1739789400000","96125.44","96135.63","96058.93","96085.29","1.498733"
"1739789700000","96085.29","96157.66","96085.21","96118.86","1.859177"
"1739790000000","96118.86","96150.46","96068.15","96142.96","2.336698"
"1739790300000","96142.96","96303.87","96125.95","96286.01","2.849094"
"1739790600000","96286.01","96286.01","96203.82","96245.23","2.328258"
"1739790900000","96245.23","96276.9","96195.85","96258.57","1.085696"
"1739791200000","96258.57","96258.97","96211.58","96243.77","0.873206"
"1739791500000","96243.77","96246.26","96166.21","96166.23","1.08386"
"1739791800000","96166.23","96193.87","96128.15","96128.26","0.865283"
"1739792100000","96128.26","96128.48","95989.44","96022.2","3.245274"
"1739792400000","96022.2","96067.44","96008.73","96053.24","1.297816"
"1739792700000","96053.24","96108.16","96040.34","96086.26","1.126454"
"1739793000000","96086.26","96102.22","96035.39","96054.78","3.156552"
"1739793300000","96054.78","96091.91","96023.15","96083.33","2.618444"
"1739793600000","96083.33","96201.69","96068.7","96194.95","3.09833"
"1739793900000","96194.95","96285.01","96166.14","96194.36","2.378662"
"1739794200000","96194.36","96267.51","96194.27","96252.03","3.383347"
"1739794500000","96252.03","96340.14","96229.94","96340.13","2.891317"
"1739794800000","96340.13","96385.3","96302.58","96350.37","3.361185"
"1739795100000","96350.37","96363.17","96241.55","96284.22","2.771831"
"1739795400000","96284.22","96314.64","96207.53","96250.1","2.793304"
"1739795700000","96250.1","96286.7","96220","96274.12","2.36168"
"1739796000000","96274.12","96377.48","96274.06","96322.26","2.817622"
"1739796300000","96322.26","96406.78","96322.07","96390.1","3.33182"
"1739796600000","96390.1","96406.79","96352.7","96366.2","1.72947"
"1739796900000","96366.2","96519.25","96360.53","96469.37","5.069712"
"1739797200000","96469.37","96486.36","96365.9","96366.18","2.177263"
"1739797500000","96366.18","96371.36","96309.4","96349.88","0.729575"
"1739797800000","96349.88","96378.06","96311.71","96339.47","1.734323"
"1739798100000","96339.47","96359.19","96291.31","96318","3.026144"
"1739798400000","96318","96460.92","96317.98","96414.69","2.782585"
"1739798700000","96414.69","96414.69","96301.79","96332.34","1.346678"
"1739799000000","96332.34","96370.42","96267.51","96281.92","0.859533"
"1739799300000","96281.92","96360.22","96263.92","96325.39","1.178699"
"1739799600000","96325.39","96345.13","96279.8","96345.08","2.210759"
"1739799900000","96345.08","96388.76","96337.21","96337.36","1.302868"
"1739800200000","96337.36","96388.85","96318.22","96388.65","0.926435"
"1739800500000","96388.65","96401.54","96330.95","96401.52","1.994532"
"1739800800000","96401.52","96461.55","96383.88","96428.81","1.994083"
"1739801100000","96428.81","96699.82","96428.81","96646.39","5.935304"
"1739801400000","96646.39","96980.73","96646.3","96946.81","11.21414"
"1739801700000","96946.81","97050.45","96804.6","96885.44","9.363868"
"1739802000000","96885.44","96914.48","96686.13","96709.3","4.038096"
"1739802300000","96709.3","96734.17","96595.99","96641.68","2.666686"
"1739802600000","96641.68","96723.47","96615.47","96702.29","2.630967"
"1739802900000","96702.29","96816.53","96693.64","96790.8","2.751825"
"1739803200000","96790.8","96797.68","96663.02","96663.09","2.602475"
"1739803500000","96663.09","96799.06","96615.61","96742.72","3.076619"
"1739803800000","96742.72","96816.63","96710.76","96716.77","1.972853"
"1739804100000","96716.77","96825.72","96700.07","96811.06","2.052151"
"1739804400000","96811.06","96913.43","96739.68","96739.68","4.814634"
"1739804700000","96739.68","96784.69","96670.92","96675.84","2.87743"
"1739805000000","96675.84","96695.97","96628.91","96638.73","2.400085"
"1739805300000","96638.73","96653.24","96583.05","96618.45","2.322577"
"1739805600000","96618.45","96662.53","96592.03","96638.18","1.754231"
"1739805900000","96638.18","96703","96481.62","96544.28","2.512113"
"1739806200000","96544.28","96544.36","96177.28","96279.51","9.8033"
"1739806500000","96279.51","96358.75","96166.14","96229.76","4.902093"
"1739806800000","96229.76","96289.01","96116.09","96141.22","4.367831"
"1739807100000","96141.22","96193.87","95727","95946.13","18.634537"
"1739807400000","95946.13","96033.27","95727","95734.6","8.745367"
"1739807700000","95734.6","95812.69","95567.9","95677.01","16.56666"
"1739808000000","95677.01","95918.58","95578","95898.07","10.664117"
"1739808300000","95898.07","95960.32","95814.72","95841.27","4.322221"
"1739808600000","95841.27","95841.45","95567.66","95616.87","7.878484"
"1739808900000","95616.87","95747.31","95590.44","95684.8","6.784892"
"1739809200000","95684.8","95714.89","95546.39","95708.51","8.772555"
"1739809500000","95708.51","95708.61","95538.47","95538.48","4.477857"
"1739809800000","95538.48","95702.1","95505.29","95632.05","8.180458"
"1739810100000","95632.05","95632.09","95445.77","95468.57","3.996936"
"1739810400000","95468.57","95567.79","95365.44","95548.93","5.983159"
"1739810700000","95548.93","95559.01","95363.29","95401.48","5.942629"
"1739811000000","95401.48","95476.18","95350.36","95451.6","3.929008"
"1739811300000","95451.6","95451.6","95317.8","95332.19","3.178698"
"1739811600000","95332.19","95452.33","95317.8","95441.85","1.770275"
"1739811900000","95441.85","95515.75","95408.74","95485.56","2.863603"
"1739812200000","95485.56","95623.22","95485.3","95605.38","3.844229"
"1739812500000","95605.38","95740.78","95592.35","95629.93","6.039857"
"1739812800000","95629.93","95656.28","95433.33","95433.5","4.394193"
"1739813100000","95433.5","95533.57","95427.57","95428.11","2.38546"
"1739813400000","95428.11","95454.4","95322.53","95445.7","4.166337"
"1739813700000","95445.7","95567.83","95430.79","95495.82","3.023068"
"1739814000000","95495.82","95585.13","95445.77","95565.58","2.648472"
"1739814300000","95565.58","95688.6","95463.49","95642.76","3.218308"
"1739814600000","95642.76","95691.42","95592.89","95647.69","2.45954"
"1739814900000","95647.69","95653.22","95453.22","95468.03","1.540727"
"1739815200000","95468.03","95567.79","95360.75","95542.57","3.708318"
"1739815500000","95542.57","95542.57","95357.16","95474.42","2.503409"
"1739815800000","95474.42","95653.22","95362.03","95651.13","2.257085"
"1739816100000","95651.13","95808.22","95602.87","95754.83","3.785074"
"1739816400000","95754.83","95784.45","95688.6","95740.01","2.112264"
"1739816700000","95740.01","95745.58","95499.2","95538.92","2.326602"
"1739817000000","95538.92","95538.92","95345.33","95461.1","6.919324"
"1739817300000","95461.1","95474","95378.14","95448.12","2.998369"
"1739817600000","95448.12","95448.12","95325.59","95340.98","4.20046"
"1739817900000","95340.98","95464.44","95322.53","95380.12","3.090524"
"1739818200000","95380.12","95380.12","95259.92","95288.99","6.309167"
"1739818500000","95288.99","95382.29","95254.34","95350.74","3.268333"
"1739818800000","95350.74","95350.84","95216.13","95294.04","4.411103"
"1739819100000","95294.04","95493.94","95294.04","95447.97","3.952069"
"1739819400000","95447.97","95476.44","95322.31","95343.23","4.553458"
"1739819700000","95343.23","95365.75","95203.63","95276.95","4.105431"
"1739820000000","95276.95","95412.79","95243.46","95365.89","1.991302"
"1739820300000","95365.89","95465.26","95326.85","95457.76","4.099142"
"1739820600000","95457.76","95517.48","95393.66","95473.03","2.377477"
"1739820900000","95473.03","95556.02","95441.71","95543.38","1.547584"
"1739821200000","95543.38","95567.79","95427.49","95484.32","1.282123"
"1739821500000","95484.32","95536.26","95428.91","95517.15","2.947355"
"1739821800000","95517.15","95629.01","95517.15","95611.91","3.263595"
"1739822100000","95611.91","95613.81","95557.85","95563.03","1.138768"
"1739822400000","95563.03","95583.43","95506.3","95540.42","3.708767"
"1739822700000","95540.42","95708.97","95540.35","95708.61","1.803303"
"1739823000000","95708.61","95750.41","95661.69","95692.93","1.659697"
"1739823300000","95692.93","95692.97","95628.9","95661.06","1.245484"
"1739823600000","95661.06","95775.1","95661.03","95755.85","2.492239"
"1739823900000","95755.85","95855.9","95755.85","95817.49","2.39314"
"1739824200000","95817.49","95844.26","95736.6","95819.06","3.122839"
"1739824500000","95819.06","95944.35","95819.06","95943.77","1.332644"
"1739824800000","95943.77","96043.9","95876.61","96009.51","2.975741"
"1739825100000","96009.51","96266.98","95978.54","96160.98","8.323889"
"1739825400000","96160.98","96190.38","96035.17","96092.31","5.785057"
"1739825700000","96092.31","96122.42","96005.73","96019.36","1.479595"
"1739826000000","96019.36","96095.34","95960.34","96024.98","2.752265"
"1739826300000","96024.98","96075.28","96024.33","96045.9","1.314421"
"1739826600000","96045.9","96115.15","96045.9","96085.48","3.297839"
"1739826900000","96085.48","96124.99","95985.09","95992.95","2.121118"
"1739827200000","95992.95","96062.6","95960.34","95976.53","4.010688"
"1739827500000","95976.53","96116.83","95976.06","96090.75","2.347791"
"1739827800000","96090.75","96199.03","96068.54","96173.01","5.247723"
"1739828100000","96173.01","96211.22","96151.23","96151.32","1.803251"
"1739828400000","96151.32","96221.21","96060.26","96183.12","2.404053"
"1739828700000","96183.12","96183.2","96086.61","96106.09","1.677063"
"1739829000000","96106.09","96292.83","96106.02","96263.02","5.389602"
"1739829300000","96263.02","96453","96263.02","96400.55","3.781917"
"1739829600000","96400.55","96408.68","96181.96","96245.69","3.848923"
"1739829900000","96245.69","96291.15","96181.96","96256.14","1.167627"
"1739830200000","96256.14","96279.26","96150.42","96150.46","1.274176"
"1739830500000","96150.46","96182.86","96093.86","96151.6","1.100755"
"1739830800000","96151.6","96227.77","96128.47","96202.06","1.278365"
"1739831100000","96202.06","96202.06","96116.93","96135.1","1.589205"
"1739831400000","96135.1","96198.48","96122.38","96167.85","0.430065"
"1739831700000","96167.85","96167.99","96042.57","96093.72","3.146624"
"1739832000000","96093.72","96129.59","96026.36","96064.33","0.851127"
"1739832300000","96064.33","96131.78","96064.28","96131.62","0.148705"
"1739832600000","96131.62","96131.7","95886.66","95886.74","3.17601"
"1739832900000","95886.74","95992.64","95855.9","95889.37","1.616176"
"1739833200000","95889.37","96000","95889.29","95961.04","2.2613"
"1739833500000","95961.04","96043.9","95957.77","96028.53","0.872432"
"1739833800000","96028.53","96028.71","95899.14","95924.23","0.856099"
"1739834100000","95924.23","95936.21","95837.2","95866.9","1.490386"
"1739834400000","95866.9","95874.88","95776.66","95868.75","1.169765"
"1739834700000","95868.75","95868.98","95750.41","95793.59","0.812764"
"1739835000000","95793.59","95855.9","95741.7","95855.9","1.095326"
"1739835300000","95855.9","95882.81","95780.66","95850.18","0.970627"
"1739835600000","95850.18","95850.26","95753.08","95763.92","0.868582"
"1739835900000","95763.92","95809.84","95700","95799.17","1.036424"
"1739836200000","95799.17","95846.23","95767.73","95846.21","0.674906"
"1739836500000","95846.21","95846.21","95728.71","95757.78","0.828763"
"1739836800000","95757.78","95869.39","95756.56","95851.92","2.475508"
"1739837100000","95851.92","96063.75","95851.92","96008.97","4.839249"
"1739837400000","96008.97","96009.2","95855.82","95882.34","2.922254"
"1739837700000","95882.34","95891.25","95813.25","95838.94","1.322718"
"1739838000000","95838.94","95838.99","95593.3","95627.19","3.900834"
"1739838300000","95627.19","95627.19","95553.76","95579.26","3.511157"
"1739838600000","95579.26","95709.57","95563.8","95703","2.452199"
"1739838900000","95703","95750.41","95586.92","95649","1.235659"
"1739839200000","95649","95649","95575.37","95613.88","0.454468"
"1739839500000","95613.88","95745.49","95603.23","95642.06","1.553144"
"1739839800000","95642.06","95708.09","95580.95","95582.82","0.724751"
"1739840100000","95582.82","95646.08","95567.65","95631.07","1.00604"
"1739840400000","95631.07","95700.04","95619.69","95626.88","1.091959"
"1739840700000","95626.88","96028.41","95622.91","95899.94","2.870934"
"1739841000000","95899.94","96065.64","95899.82","95960.35","3.165668"
"1739841300000","95960.35","96063.75","95960.01","96054.95","2.34293"
"1739841600000","96054.95","96151.81","95994.93","96074.08","1.93729"
"1739841900000","96074.08","96090.98","95960.92","95972.83","4.156924"
"1739842200000","95972.83","96102.74","95972.83","96082.84","1.710348"
"1739842500000","96082.84","96091.59","96012.53","96036.24","2.377817"
"1739842800000","96036.24","96107.11","96036.24","96079.81","0.328384"
"1739843100000","96079.81","96188.38","96036.95","96188.25","1.893379"
"1739843400000","96188.25","96259.13","96162.66","96236.98","3.107763"
"1739843700000","96236.98","96283.6","96236.83","96256.75","2.632597"
"1739844000000","96256.75","96316.49","96197.54","96206","2.985668"
"1739844300000","96206","96271.15","96159.92","96214.13","2.698258"
"1739844600000","96214.13","96241.12","96184.98","96199.22","1.688136"
"1739844900000","96199.22","96199.22","96063.75","96089.86","1.316478"
"1739845200000","96089.86","96145.21","96063.75","96140.75","1.427855"
"1739845500000","96140.75","96228.66","96140.75","96187.87","1.082409"
"1739845800000","96187.87","96244.19","96121.99","96187.39","2.127924"
"1739846100000","96187.39","96187.44","96063.75","96143.19","1.879119"
"1739846400000","96143.19","96153.5","96063.75","96114.7","2.46194"
"1739846700000","96114.7","96119.27","96065.41","96106.01","0.772119"
"1739847000000","96106.01","96155.06","96084.68","96084.81","0.692725"
"1739847300000","96084.81","96084.95","96028.89","96072.12","1.459856"
"1739847600000","96072.12","96139.87","96013.9","96109.16","0.573732"
"1739847900000","96109.16","96187.45","96105.85","96183.45","1.47955"
"1739848200000","96183.45","96220.01","96160.72","96165","1.328778"
"1739848500000","96165","96182.04","96099.22","96146.31","0.613931"
"1739848800000","96146.31","96230.77","96146.31","96167.4","1.289167"
"1739849100000","96167.4","96267.51","96167.28","96208.87","1.2138"
"1739849400000","96208.87","96267.51","96206.08","96267.41","1.536142"
"1739849700000","96267.41","96284.45","96267.18","96281.71","0.903465"
"1739850000000","96281.71","96295.06","96235.68","96279.06","1.120225"
"1739850300000","96279.06","96294.01","96219.89","96283.37","0.572785"
"1739850600000","96283.37","96295.06","96201.98","96219.18","2.048255"
"1739850900000","96219.18","96238.49","96160","96213.03","0.659369"
"1739851200000","96213.03","96267.51","96186.62","96267.51","0.393033"
"1739851500000","96267.51","96281.3","96248.01","96275.62","0.525448"
"1739851800000","96275.62","96275.72","96208.87","96274.35","0.448569"
"1739852100000","96274.35","96274.45","96088.87","96108.5","0.790306"
"1739852400000","96108.5","96153.28","96080.71","96089.14","0.782622"
"1739852700000","96089.14","96176.33","96089.14","96143.7","0.589569"
"1739853000000","96143.7","96207.04","96051.23","96127.4","1.017566"
"1739853300000","96127.4","96249.25","96124.47","96200.26","0.551553"
"1739853600000","96200.26","96200.36","96199.75","96200.02","0.520732"
"1739853900000","96200.02","96222.85","96100.1","96145.45","0.282677"
"1739854200000","96145.45","96145.45","95959.97","95971.27","0.658703"
"1739854500000","95971.27","96069.32","95971.05","96068.95","0.355565"
"1739854800000","96068.95","96136.57","96012.6","96040.2","0.473275"
"1739855100000","96040.2","96040.2","95961.48","96022.35","0.568666"
"1739855400000","96022.35","96022.35","95947.55","95947.57","0.359774"
"1739855700000","95947.57","95956","95819.58","95840.01","1.282043"
"1739856000000","95840.01","95900.09","95749.8","95814.26","1.718221"
"1739856300000","95814.26","95865.03","95783.88","95860.83","1.262104"
"1739856600000","95860.83","95900","95771.26","95828.97","0.973618"
"1739856900000","95828.97","95829.18","95738.26","95776.26","1.370735"
"1739857200000","95776.26","95855.9","95750.37","95750.37","0.847417"
"1739857500000","95750.37","95750.43","95613.93","95616.83","1.720636"
"1739857800000","95616.83","95747.61","95615.39","95695.22","0.555308"
"1739858100000","95695.22","95733.26","95550.17","95592.69","1.349648"
"1739858400000","95592.69","95628.29","95427.57","95442.29","3.363724"
"1739858700000","95442.29","95536.26","95362.92","95423.66","2.911409"
"1739859000000","95423.66","95445.77","95302.29","95302.29","1.960775"
"1739859300000","95302.29","95467.25","95288.29","95447.77","1.015318"
"1739859600000","95447.77","95451.63","95327.78","95388.19","1.285697"
"1739859900000","95388.19","95494.29","95339.77","95417.7","0.61143"
"1739860200000","95417.7","95458.18","95232.65","95361.49","4.700127"
"1739860500000","95361.49","95366.96","95232.65","95292.55","2.308497"
"1739860800000","95292.55","95565.71","95237.92","95517.17","2.938222"
"1739861100000","95517.17","95595.79","95450.1","95532.64","1.643621"
"1739861400000","95532.64","95532.72","95300","95400.06","2.755653"
"1739861700000","95400.06","95400.35","95266.12","95372.77","2.093227"
"1739862000000","95372.77","95567.79","95355.7","95506.2","2.803268"
"1739862300000","95506.2","95516.2","95399.91","95410.98","2.477497"
"1739862600000","95410.98","95411.08","95296.93","95371.49","1.864675"
"1739862900000","95371.49","95550.06","95371.49","95508.34","1.609367"
"1739863200000","95508.34","95587.86","95487.5","95556.58","1.585941"
"1739863500000","95556.58","95590.83","95500.06","95556.04","3.17677"
"1739863800000","95556.04","95595.89","95494.88","95595.88","1.470941"
"1739864100000","95595.88","95708.61","95563.67","95615.06","2.111177"
"1739864400000","95615.06","95615.43","95481.19","95481.77","0.95226"
"1739864700000","95481.77","95528.82","95456.87","95483.95","0.972305"
"1739865000000","95483.95","95494.43","95427.57","95443","0.562534"
"1739865300000","95443","95510.1","95400","95485.57","0.612231"
"1739865600000","95485.57","95507.5","95328.62","95361.28","2.473559"
"1739865900000","95361.28","95361.71","95242.32","95299.96","1.959707"
"1739866200000","95299.96","95370.45","95249.88","95340.3","1.547648"
"1739866500000","95340.3","95364.13","95273.57","95273.57","0.95969"
"1739866800000","95273.57","95422","95273.46","95394.58","0.683125"
