ts,equity_usdt,note
2017-08-17 05:50:00+00:00,1000.8187628512693,TP1
2017-08-17 05:50:00+00:00,1002.631288553808,TP2
2017-08-17 08:10:00+00:00,1002.631288553808,
2017-08-17 12:20:00+00:00,1002.631288553808,
2017-08-17 16:30:00+00:00,1002.631288553808,
2017-08-17 20:40:00+00:00,1002.631288553808,
2017-08-18 00:50:00+00:00,1002.631288553808,
2017-08-18 05:00:00+00:00,1002.631288553808,
2017-08-18 09:10:00+00:00,1002.631288553808,
2017-08-18 12:45:00+00:00,992.9660203988949,STOP
2017-08-18 13:20:00+00:00,992.9660203988949,
2017-08-18 17:30:00+00:00,992.9660203988949,
2017-08-18 21:40:00+00:00,992.9660203988949,
2017-08-19 01:50:00+00:00,992.9660203988949,
2017-08-19 06:00:00+00:00,992.9660203988949,
2017-08-19 10:10:00+00:00,992.9660203988949,
2017-08-19 14:20:00+00:00,992.9660203988949,
2017-08-19 18:30:00+00:00,992.9660203988949,
2017-08-19 20:45:00+00:00,995.8002384623031,TP1
2017-08-19 20:50:00+00:00,995.6016055395826,STOP
2017-08-19 22:40:00+00:00,995.6016055395826,
2017-08-20 02:50:00+00:00,995.6016055395826,
2017-08-20 07:00:00+00:00,995.6016055395826,
2017-08-20 11:10:00+00:00,995.6016055395826,
2017-08-20 15:20:00+00:00,995.6016055395826,
2017-08-20 19:30:00+00:00,995.6016055395826,
2017-08-20 20:25:00+00:00,988.6580231758841,STOP
2017-08-20 22:05:00+00:00,991.7560961059025,TP1
2017-08-20 22:20:00+00:00,991.5583249549464,STOP
2017-08-20 23:40:00+00:00,991.5583249549464,
2017-08-21 03:50:00+00:00,991.5583249549464,
2017-08-21 08:00:00+00:00,991.5583249549464,
2017-08-21 12:10:00+00:00,991.5583249549464,
2017-08-21 16:20:00+00:00,991.5583249549464,
2017-08-21 20:30:00+00:00,991.5583249549464,
2017-08-22 00:40:00+00:00,991.5583249549464,
2017-08-22 04:50:00+00:00,991.5583249549464,
2017-08-22 09:00:00+00:00,991.5583249549464,
2017-08-22 12:40:00+00:00,998.2167878010703,TP1
2017-08-22 13:10:00+00:00,998.2167878010703,
2017-08-22 13:30:00+00:00,998.0184364737463,STOP
2017-08-22 17:20:00+00:00,998.0184364737463,
2017-08-22 21:30:00+00:00,998.0184364737463,
2017-08-23 01:40:00+00:00,998.0184364737463,
2017-08-23 05:50:00+00:00,998.0184364737463,
2017-08-23 06:00:00+00:00,984.150627321983,STOP
2017-08-23 10:00:00+00:00,984.150627321983,
2017-08-23 14:10:00+00:00,984.150627321983,
2017-08-23 18:20:00+00:00,984.150627321983,
2017-08-23 22:30:00+00:00,984.150627321983,
2017-08-24 02:40:00+00:00,984.150627321983,
2017-08-24 06:50:00+00:00,984.150627321983,
2017-08-24 11:00:00+00:00,984.150627321983,
2017-08-24 14:05:00+00:00,985.8631889481022,TP1
2017-08-24 14:15:00+00:00,989.4605385601218,TP2
2017-08-24 15:10:00+00:00,989.4605385601218,
2017-08-24 19:20:00+00:00,989.4605385601218,
2017-08-24 23:30:00+00:00,989.4605385601218,
2017-08-25 03:40:00+00:00,989.4605385601218,
2017-08-25 07:50:00+00:00,989.4605385601218,
2017-08-25 10:55:00+00:00,984.1858878673597,STOP
2017-08-25 12:00:00+00:00,984.1858878673597,
2017-08-25 16:10:00+00:00,984.1858878673597,
2017-08-25 17:35:00+00:00,975.8193936419103,STOP
2017-08-25 20:20:00+00:00,975.8193936419103,
2017-08-26 00:30:00+00:00,975.8193936419103,
2017-08-26 04:40:00+00:00,975.8193936419103,
2017-08-26 08:50:00+00:00,975.8193936419103,
2017-08-26 13:00:00+00:00,975.8193936419103,
2017-08-26 17:10:00+00:00,975.8193936419103,
2017-08-26 21:20:00+00:00,975.8193936419103,
2017-08-27 01:30:00+00:00,975.8193936419103,
2017-08-27 01:45:00+00:00,980.9035694841956,TP1
2017-08-27 03:25:00+00:00,980.7083665726915,STOP
2017-08-27 05:40:00+00:00,980.7083665726915,
2017-08-27 09:50:00+00:00,980.7083665726915,
2017-08-27 14:00:00+00:00,980.7083665726915,
2017-08-27 17:00:00+00:00,984.5728200127721,TP1
2017-08-27 17:10:00+00:00,984.3766391111229,STOP
2017-08-27 18:10:00+00:00,984.3766391111229,
2017-08-27 22:20:00+00:00,984.3766391111229,
2017-08-28 02:30:00+00:00,984.3766391111229,
2017-08-28 06:40:00+00:00,984.3766391111229,
2017-08-28 10:50:00+00:00,984.3766391111229,
2017-08-28 15:00:00+00:00,984.3766391111229,
2017-08-28 19:10:00+00:00,984.3766391111229,
2017-08-28 23:20:00+00:00,984.3766391111229,
2017-08-29 03:30:00+00:00,984.3766391111229,
2017-08-29 07:40:00+00:00,984.3766391111229,
2017-08-29 11:50:00+00:00,984.3766391111229,
2017-08-29 16:00:00+00:00,984.3766391111229,
2017-08-29 20:10:00+00:00,984.3766391111229,
2017-08-30 00:20:00+00:00,984.3766391111229,
2017-08-30 04:30:00+00:00,984.3766391111229,
2017-08-30 08:40:00+00:00,984.3766391111229,
2017-08-30 12:50:00+00:00,984.3766391111229,
2017-08-30 17:00:00+00:00,984.3766391111229,
2017-08-30 21:10:00+00:00,984.3766391111229,
2017-08-31 01:20:00+00:00,984.3766391111229,
2017-08-31 05:30:00+00:00,984.3766391111229,
2017-08-31 09:40:00+00:00,984.3766391111229,
2017-08-31 13:50:00+00:00,984.3766391111229,
2017-08-31 18:00:00+00:00,984.3766391111229,
2017-08-31 22:10:00+00:00,984.3766391111229,
2017-09-01 02:20:00+00:00,984.3766391111229,
2017-09-01 06:30:00+00:00,984.3766391111229,
2017-09-01 10:40:00+00:00,984.3766391111229,
2017-09-01 14:50:00+00:00,984.3766391111229,
2017-09-01 19:00:00+00:00,984.3766391111229,
2017-09-01 23:10:00+00:00,984.3766391111229,
2017-09-02 03:20:00+00:00,984.3766391111229,
2017-09-02 07:30:00+00:00,984.3766391111229,
2017-09-02 11:40:00+00:00,984.3766391111229,
2017-09-02 15:50:00+00:00,984.3766391111229,
2017-09-02 20:00:00+00:00,984.3766391111229,
2017-09-03 00:10:00+00:00,984.3766391111229,
2017-09-03 04:20:00+00:00,984.3766391111229,
2017-09-03 08:30:00+00:00,984.3766391111229,
2017-09-03 12:40:00+00:00,984.3766391111229,
2017-09-03 16:50:00+00:00,984.3766391111229,
2017-09-03 21:00:00+00:00,984.3766391111229,
2017-09-04 01:10:00+00:00,984.3766391111229,
2017-09-04 05:20:00+00:00,984.3766391111229,
2017-09-04 09:30:00+00:00,984.3766391111229,
