symbol,side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,intended_risk_usd,effective_risk_usd,effective_risk_pct,position_notional,portfolio_risk_budget_hit,entry_fill_type,entry_slippage_bps_applied,entry_slip_bps_implied,exit_fill_type,exit_slippage_bps_applied,exit_slip_bps_implied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
BTCUSDT,LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.469704010001,4313.907811251454,4288.498241301337,4305.581758718663,4314.123517427326,0.23271833634261557,2.831586727389392,2.030374092698436,0.8012126346909558,0.9188622424631108,0.20038754489698526,1.3562383109879037,TP2,True,,,,,,,,,,1.9878238761201272,30.0,1.9878238761201272,0.001987823876120127,1000.0,0,,,,,,,,,
BTCUSDT,LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.2338800100015,4298.702062183715,4299.561974578631,4378.038025441369,4417.276050872739,0.230946430831195,-9.360678662081163,-10.158638852320417,0.7979601902392538,0.0,0.0,-1.021675601047288,STOP,False,,,,,,,,,,9.061881926238412,30.06091122278095,9.061881926238412,0.009043520197123378,1002.0303740926984,0,,,,,,,,,
BTCUSDT,LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4073.7173310100006,4072.9025875437987,4048.627781490806,4097.992218529194,4122.674437048388,0.2435050941956156,2.831385244203645,2.036675952174842,0.7947092920288031,2.9305823364450214,0.19956641741735842,0.4634448383434354,STOP,True,,,,,,,,,,6.010245945473119,29.756152057211338,6.010245945473119,0.006059499158947753,991.871735240378,0,,,,,,,,,
BTCUSDT,LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.335792010001,4130.57945874612,4131.405739894099,4184.434260125901,4210.948520241803,0.23903981105700986,-6.634868659033526,-7.427420953196851,0.7925522941633243,0.0,0.0,-1.0306824934620558,STOP,False,,,,,,,,,,6.337963728421478,29.817252335776587,6.337963728421478,0.006376808624465505,993.9084111925529,0,,,,,,,,,
BTCUSDT,LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.543913010001,4138.716004227399,4111.7363214527295,4166.5236785672705,4193.917357124541,0.23833051637348257,3.091567521121046,2.3010671834418934,0.7905003376791526,3.1902254849549085,0.198592017861658,0.4664828763991756,STOP,True,,,,,,,,,,6.5287495559234765,29.594429707180684,6.5287495559234765,0.006618221355020095,986.4809902393562,0,,,,,,,,,
ETHUSDT,LONG,2017-08-21 14:50:00+00:00,2017-08-21 14:55:00+00:00,2017-08-21 18:50:00+00:00,335.76357301000104,327.71750052025465,327.783057131681,343.67694288831905,351.62388576663807,2.9451703970254264,-23.697054509121745,-24.47868043582093,0.7816259266991837,0.0,0.0,-1.0082145831705505,STOP,False,,,,,,,,,,23.405100912077216,29.663461722683945,23.405100912077216,0.023670636755971506,988.7820574227982,0,,,,,,,,,
BTCUSDT,LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3885.8685480100007,3885.091374300399,3831.928887610115,3939.031112409885,3992.5822248097697,0.24818127412430266,6.47609665949947,5.701986374975929,0.7741102845235406,6.572536640231914,0.19550897612102797,0.4837668493624052,STOP,True,,,,,,,,,,13.290383306177182,28.929101309609315,13.290383306177182,0.013782367275020614,964.3033769869772,0,,,,,,,,,
ETHUSDT,LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 04:40:00+00:00,316.291626010001,324.21642065423373,312.273683872076,320.246316147924,324.232632285848,3.065886683063729,18.186031124735315,17.402985284966512,0.7830458397688025,6.037769941851346,0.1963579648064676,1.4763120098682005,TP2,True,,,,,,,,,,12.221593561743248,29.088519672491813,12.221593561743248,0.012604553651419596,969.6173224163938,0,,,,,,,,,
BTCUSDT,LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.409800010001,4042.6851804754724,4043.4938792513226,4152.506120768678,4207.0122415273545,0.23670213844792243,-13.190136608019829,-13.960942444495252,0.7708058364754236,0.0,0.0,-1.0147261261338751,STOP,False,,,,,,,,,,12.901715342079612,29.10016090085859,12.901715342079612,0.013300663923510076,970.0053633619531,0,,,,,,,,,
ETHUSDT,LONG,2017-08-23 06:20:00+00:00,2017-08-23 06:25:00+00:00,2017-08-23 07:25:00+00:00,318.56185301000096,318.49814063939897,314.59301857564157,322.4669814443584,326.4039628787168,3.0560619287723725,5.845165715876823,5.063991848836037,0.7811738670407863,5.942520190971114,0.19708595826499736,0.48191638854552493,STOP,True,,,,,,,,,,12.0316590758264,29.203422186072732,12.0316590758264,0.012359845020044634,973.4474062024244,0,,,,,,,,,
