side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4313.907811251454,4288.498241301337,4305.581758718663,4314.123517427326,0.034907750451392335,0.4097380091084074,0.4097380091084074,0.0,0.13032933636946595,0.0,1.2485405051130252,TP2,True,0.0,0.0,4313.907811251454,0.5,0.0,0.0,0.0,150.03,0.03,150.0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4296.122324998968,4299.561974578631,4378.038025441369,4417.276050872739,0.034574604070233134,-1.5055661745725681,-1.5055661745725681,0.0,0.0,0.0,-1.0857644238272963,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,150.04229459870132,0.03,150.01229214027327
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4070.865362280394,4048.627781490806,4097.992218529194,4122.674437048388,0.036817017402227654,0.3755953781552692,0.3755953781552692,0.0,0.4355942255872932,0.0,0.40011477410535096,STOP,True,0.0,0.08333333333333333,4097.787318918268,0.5,0.0,0.0,0.0,149.9971185800671,0.03,149.9671251550361
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4128.1006153021835,4131.405739894099,4184.434260125901,4210.948520241803,0.03607053358795263,-1.1055967962786601,-1.1055967962786601,0.0,0.0,0.0,-1.1208638715962278,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,150.008388694984,0.03,149.97839301638072
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4136.645859749194,4111.7363214527295,4166.5236785672705,4193.917357124541,0.03622626617480729,0.4174272973920741,0.4174272973920741,0.0,0.4774173830550768,0.0,0.4082978649448872,STOP,True,0.0,1.4166666666666667,4166.3153523833425,0.5,0.0,0.0,0.0,149.97521415751484,0.03,149.94522511249235
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.257096010002,3883.148090333194,3831.928887610115,3939.031112409885,3992.5822248097697,0.03859439449721223,0.9545948952600808,0.9545948952600808,0.0,1.0145899910524812,0.0,0.45527048125110875,STOP,True,0.0,2.4166666666666665,3938.834160854264,0.5,0.0,0.0,0.0,149.9877394810004,0.03,149.9577479314141
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4040.2590841479214,4043.4938792513226,4152.506120768678,4207.0122415273545,0.03659989892091409,-2.143308961308719,-2.143308961308719,0.0,0.0,0.0,-1.058468196329711,STOP,False,0.0,3.0,,0.5,0.0,0.0,0.0,150.01638305542755,0.03,149.9863857782719
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4160.711976010002,4191.542233172089,4143.944089633436,4175.815910386564,4191.751820763127,0.036040002718605406,0.8239717835458505,0.8239717835458505,0.0,0.26841050757739027,0.0,1.3634813510852857,TP2,True,0.0,0.25,4191.542233172089,0.5,0.0,0.0,0.0,149.95207092673456,0.03,149.92208650943266
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.366700010002,4309.540331024578,4312.990723603461,4354.009276416538,4374.518552823077,0.034601778161438335,-0.8590365121876496,-0.8590365121876496,0.0,0.0,0.0,-1.1614145016471547,STOP,False,0.0,2.0,,0.5,0.0,0.0,0.0,149.97679502407163,0.03,149.94680566293903
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.063036010002,4376.777792084321,4380.28201769848,4450.077982321521,4484.975964633041,0.03395581484044453,-1.3339624687021303,-1.3339624687021303,0.0,0.0,0.0,-1.0979353237979326,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,149.95101877448695,0.03,149.92103456757343
