"ts","open","high","low","close","volume"
"1739754900000","2673.25","2675.15","2669.32","2669.56","47.25593"
"1739755200000","2669.56","2669.62","2664.17","2665","33.02543"
"1739755500000","2665","2666.65","2659.71","2666.53","42.23121"
"1739755800000","2666.53","2670.44","2665.38","2670.27","19.2131"
"1739756100000","2670.27","2675.67","2669.95","2672.48","26.99346"
"1739756400000","2672.48","2675.16","2671.08","2674.14","19.75833"
"1739756700000","2674.14","2677.79","2671.56","2677.59","22.59585"
"1739757000000","2677.59","2681.81","2676.86","2680.75","25.41614"
"1739757300000","2680.75","2683.28","2680.08","2680.68","13.36569"
"1739757600000","2680.68","2683.57","2679.88","2681.83","20.85154"
"1739757900000","2681.83","2681.83","2677.49","2678.03","13.30832"
"1739758200000","2678.03","2679.65","2676.78","2678.6","33.69944"
"1739758500000","2678.6","2679.69","2675.63","2676.19","7.7374"
"1739758800000","2676.19","2679.61","2676.19","2679.21","19.06212"
"1739759100000","2679.21","2680.9","2678.44","2680.46","2.90529"
"1739759400000","2680.46","2681.28","2676.86","2677.25","17.68783"
"1739759700000","2677.25","2678.82","2677.05","2677.55","8.89955"
"1739760000000","2677.55","2677.61","2675.96","2676.06","5.54286"
"1739760300000","2676.06","2676.15","2671.34","2674.06","7.18145"
"1739760600000","2674.06","2674.06","2668.73","2668.73","13.81042"
"1739760900000","2668.73","2669.09","2668.16","2668.75","7.85249"
"1739761200000","2668.75","2669.53","2665.51","2665.69","40.28208"
"1739761500000","2665.69","2666.6","2658.65","2660.35","112.67575"
"1739761800000","2660.35","2665.79","2660.35","2664.99","36.41177"
"1739762100000","2664.99","2665.73","2661.53","2665.57","21.55784"
"1739762400000","2665.57","2668.5","2665.49","2668.45","17.81501"
"1739762700000","2668.45","2671.54","2667.53","2671.5","15.26057"
"1739763000000","2671.5","2673.18","2669.42","2672.23","5.50634"
"1739763300000","2672.23","2672.31","2668.55","2668.61","10.29067"
"1739763600000","2668.61","2669.7","2668.17","2668.66","7.50412"
"1739763900000","2668.66","2673.18","2667.34","2671.38","10.88102"
"1739764200000","2671.38","2673.98","2671.38","2673.96","3.03586"
"1739764500000","2673.96","2674.16","2672.91","2673.02","7.76735"
"1739764800000","2673.02","2673.18","2670.46","2670.64","4.82626"
"1739765100000","2670.64","2670.67","2666.12","2666.14","11.13782"
"1739765400000","2666.14","2666.42","2664.94","2665.03","7.63683"
"1739765700000","2665.03","2665.21","2661.71","2664.6","31.22064"
"1739766000000","2664.6","2664.6","2659.77","2660.89","86.8349"
"1739766300000","2660.89","2667.53","2660.79","2667.53","15.784"
"1739766600000","2667.53","2669.6","2664.17","2664.17","6.35147"
"1739766900000","2664.17","2667.58","2664.09","2665.65","14.53818"
"1739767200000","2665.65","2667.23","2661.89","2662.93","403.86697"
"1739767500000","2662.93","2665.67","2662.38","2664.73","67.49882"
"1739767800000","2664.73","2667.79","2663.47","2665.59","24.09839"
"1739768100000","2665.59","2665.59","2662.79","2663.51","9.1655"
"1739768400000","2663.51","2664.21","2640.76","2651.3","631.92002"
"1739768700000","2651.3","2666.11","2651.3","2663.54","80.83541"
"1739769000000","2663.54","2671.3","2663.07","2666.62","52.10458"
"1739769300000","2666.62","2668.77","2659.59","2659.59","94.63692"
"1739769600000","2659.59","2660.1","2651.5","2653.03","47.48659"
"1739769900000","2653.03","2659","2653.03","2658.86","19.9601"
"1739770200000","2658.86","2660.76","2655.76","2657.12","44.67688"
"1739770500000","2657.12","2661.6","2656.46","2659.42","50.36103"
"1739770800000","2659.42","2659.42","2655.39","2659.07","35.38165"
"1739771100000","2659.07","2664.76","2659.07","2663.91","34.85146"
"1739771400000","2663.91","2670.48","2663.24","2670.06","35.85629"
"1739771700000","2670.06","2672.99","2669.41","2669.98","52.74607"
"1739772000000","2669.98","2679.74","2669.66","2679.31","58.58157"
"1739772300000","2679.31","2683.36","2677.01","2678.82","39.4661"
"1739772600000","2678.82","2680.81","2678.3","2680.78","15.74964"
"1739772900000","2680.78","2681.45","2675.65","2679.24","22.62031"
"1739773200000","2679.24","2679.3","2676.2","2678.9","39.77362"
"1739773500000","2678.9","2682.42","2678.9","2679.47","50.923"
"1739773800000","2679.47","2688.22","2679.46","2684","82.18684"
"1739774100000","2684","2686.06","2682.58","2685.66","48.88527"
"1739774400000","2685.66","2688.36","2682.95","2685","52.43689"
"1739774700000","2685","2685.61","2680.61","2681.24","60.72076"
"1739775000000","2681.24","2684.78","2680.88","2683.47","20.44523"
"1739775300000","2683.47","2686.54","2682.79","2686.22","10.24541"
"1739775600000","2686.22","2687.9","2685.42","2687.4","19.06037"
"1739775900000","2687.4","2694.82","2686.97","2688.99","103.96097"
"1739776200000","2688.99","2693.98","2688.99","2690.87","61.67899"
"1739776500000","2690.87","2692.09","2686.34","2687.22","28.88285"
"1739776800000","2687.22","2687.22","2683.08","2685.17","34.55239"
"1739777100000","2685.17","2692.69","2685.04","2692.34","40.9252"
"1739777400000","2692.34","2692.34","2683.08","2684.25","60.93939"
"1739777700000","2684.25","2685.6","2680.77","2683.43","43.08901"
"1739778000000","2683.43","2683.64","2676.34","2678.52","49.39879"
"1739778300000","2678.52","2684.74","2676.94","2682.39","31.45482"
"1739778600000","2682.39","2682.77","2676.57","2682.26","30.89779"
"1739778900000","2682.26","2686.54","2681.46","2682.63","60.11475"
"1739779200000","2682.63","2682.63","2676.83","2677.59","45.63203"
"1739779500000","2677.59","2686.3","2677.49","2686.09","58.11241"
"1739779800000","2686.09","2699.5","2685.21","2696.75","113.98509"
"1739780100000","2696.75","2699.17","2692.36","2692.99","55.30361"
"1739780400000","2692.99","2693.11","2686.68","2687.8","33.41915"
"1739780700000","2687.8","2689.24","2685.87","2687.54","11.17655"
"1739781000000","2687.54","2691.47","2685.58","2691.32","47.12921"
"1739781300000","2691.32","2696.74","2690.69","2695.91","34.54539"
"1739781600000","2695.91","2705.23","2694.92","2699.76","220.02839"
"1739781900000","2699.76","2716.31","2699.67","2716.31","214.18524"
"1739782200000","2716.31","2717.49","2707.36","2711.3","252.78342"
"1739782500000","2711.3","2714.78","2709.77","2713.35","23.37533"
"1739782800000","2713.35","2719.9","2712.75","2716.76","97.20837"
"1739783100000","2716.76","2718.3","2715.23","2716.79","46.93681"
"1739783400000","2716.79","2722.91","2716.78","2720.72","112.65767"
"1739783700000","2720.72","2721.76","2715.88","2717.99","73.45795"
"1739784000000","2717.99","2720.89","2714.29","2715.25","68.11443"
"1739784300000","2715.25","2719.66","2715.08","2715.8","70.31866"
"1739784600000","2715.8","2717.88","2714.1","2717.42","26.52025"
"1739784900000","2717.42","2720.99","2717.42","2720.14","54.6709"
"1739785200000","2720.14","2740.27","2720.14","2740.04","450.95284"
"1739785500000","2740.04","2741.47","2729.22","2729.74","181.3319"
"1739785800000","2729.74","2732.43","2725.54","2732.29","114.41876"
"1739786100000","2732.29","2734.15","2728.25","2733.78","89.4964"
"1739786400000","2733.78","2747.71","2731.51","2746.13","321.13449"
"1739786700000","2746.13","2766.3","2745.39","2759.81","526.23177"
"1739787000000","2759.81","2761.11","2753.71","2760.87","138.68008"
"1739787300000","2760.87","2769","2758.03","2761.84","225.3061"
"1739787600000","2761.84","2770.79","2761.82","2768.16","104.47859"
"1739787900000","2768.16","2774.89","2759.45","2760.79","173.47623"
"1739788200000","2760.79","2762.48","2747.59","2750.53","136.69478"
"1739788500000","2750.53","2758.27","2749.88","2754.54","75.4565"
"1739788800000","2754.54","2770.63","2753.84","2761.88","130.18565"
"1739789100000","2761.88","2766.56","2759.12","2759.75","95.60935"
"1739789400000","2759.75","2762.03","2747.67","2748.41","204.46637"
"1739789700000","2748.41","2753.6","2748.33","2749.85","107.61457"
"1739790000000","2749.85","2751.69","2742.39","2746.6","147.21007"
"1739790300000","2746.6","2757.86","2746.5","2749.73","92.57177"
"1739790600000","2749.73","2749.95","2743.66","2744.42","72.20957"
"1739790900000","2744.42","2748.35","2742.31","2748.35","34.17872"
"1739791200000","2748.35","2750.66","2746.62","2750.38","53.43287"
"1739791500000","2750.38","2750.42","2743.98","2744.55","19.08263"
"1739791800000","2744.55","2748.62","2744.36","2746.22","19.76042"
"1739792100000","2746.22","2747.34","2742.84","2744.68","63.71399"
"1739792400000","2744.68","2749.6","2744.57","2747.05","27.79168"
"1739792700000","2747.05","2754.82","2746.96","2751.54","63.26414"
"1739793000000","2751.54","2755.7","2751.44","2755.46","41.34742"
"1739793300000","2755.46","2764.11","2751.89","2755.64","179.05353"
"1739793600000","2755.64","2761.19","2754.81","2759.22","66.72201"
"1739793900000","2759.22","2763.28","2756.84","2759.8","101.47464"
"1739794200000","2759.8","2763.66","2759.79","2761.93","78.39896"
"1739794500000","2761.93","2765.52","2759.79","2764.22","61.94452"
"1739794800000","2764.22","2769.54","2762.36","2766.26","133.41796"
"1739795100000","2766.26","2769.76","2764.55","2766.89","63.60399"
"1739795400000","2766.89","2768.45","2763.24","2764.65","89.19268"
"1739795700000","2764.65","2774.03","2764.65","2771.37","117.39579"
"1739796000000","2771.37","2778.16","2769.37","2770.49","86.52383"
"1739796300000","2770.49","2774.71","2768.62","2768.73","58.03534"
"1739796600000","2768.73","2770.89","2763.57","2764.11","86.46017"
"1739796900000","2764.11","2770.7","2764.11","2766.24","89.23411"
"1739797200000","2766.24","2769.1","2762.88","2764.74","115.39603"
"1739797500000","2764.74","2765.6","2759.98","2765.23","101.16906"
"1739797800000","2765.23","2772.11","2765.14","2770.34","121.88703"
"1739798100000","2770.34","2778.03","2768.34","2777.91","101.30596"
"1739798400000","2777.91","2779.74","2771.07","2771.17","104.51537"
"1739798700000","2771.17","2772.07","2767.47","2769.57","54.58446"
"1739799000000","2769.57","2772.93","2766.15","2768.13","40.83133"
"1739799300000","2768.13","2775.31","2768.13","2773.69","31.66144"
"1739799600000","2773.69","2778.84","2772.63","2777.12","71.25448"
"1739799900000","2777.12","2779.49","2773.09","2774.18","103.258"
"1739800200000","2774.18","2780.95","2773.34","2780.67","73.55428"
"1739800500000","2780.67","2782.59","2776.06","2777.33","89.02271"
"1739800800000","2777.33","2785.67","2777.12","2784.72","164.20331"
"1739801100000","2784.72","2790.09","2783.12","2785.98","158.46767"
"1739801400000","2785.98","2817.63","2785.72","2817.38","937.30395"
"1739801700000","2817.38","2817.38","2805.94","2809.03","365.97816"
"1739802000000","2809.03","2817.12","2806.55","2808.21","268.79533"
"1739802300000","2808.21","2808.51","2799.46","2802.25","187.70235"
"1739802600000","2802.25","2813.33","2802.05","2810.22","174.069"
"1739802900000","2810.22","2817.07","2809.06","2816.9","128.72637"
"1739803200000","2816.9","2819.15","2806.37","2809.26","93.09093"
"1739803500000","2809.26","2824.56","2807.48","2816.03","372.5027"
"1739803800000","2816.03","2821.79","2812.91","2815.01","92.96522"
"1739804100000","2815.01","2826.99","2813.9","2826.85","147.3534"
"1739804400000","2826.85","2850.37","2826.62","2832.72","1116.41888"
"1739804700000","2832.72","2833.42","2817.89","2821.14","304.55881"
"1739805000000","2821.14","2821.15","2815.56","2815.68","105.11401"
"1739805300000","2815.68","2824.05","2813","2816.87","95.04543"
"1739805600000","2816.87","2821.48","2816.07","2818.37","82.88514"
"1739805900000","2818.37","2823.43","2815.38","2820.4","74.20271"
"1739806200000","2820.4","2821.79","2793.43","2801.15","731.73376"
"1739806500000","2801.15","2807.78","2788.14","2793.04","402.42354"
"1739806800000","2793.04","2799.52","2772.33","2776.6","425.19947"
"1739807100000","2776.6","2785.79","2757.59","2768.95","1249.09859"
"1739807400000","2768.95","2775.52","2750.27","2751.77","594.89706"
"1739807700000","2751.77","2761.99","2746.7","2756.25","675.5568"
"1739808000000","2756.25","2761.11","2746.18","2759.59","641.30171"
"1739808300000","2759.59","2765.47","2755.71","2758.13","317.11442"
"1739808600000","2758.13","2758.13","2738.57","2745.82","620.33176"
"1739808900000","2745.82","2753.84","2744.25","2749.6","159.14811"
"1739809200000","2749.6","2750.23","2733.82","2746.12","414.06779"
"1739809500000","2746.12","2746.21","2726.62","2728.03","528.38559"
"1739809800000","2728.03","2737.05","2727.82","2730.95","182.35639"
"1739810100000","2730.95","2736.03","2724.41","2731.97","375.43887"
"1739810400000","2731.97","2741.11","2726.08","2736.9","199.01384"
"1739810700000","2736.9","2736.9","2726.08","2732.12","113.14175"
"1739811000000","2732.12","2737.08","2728.79","2729.14","86.09812"
"1739811300000","2729.14","2730.06","2725.95","2727.5","86.76981"
"1739811600000","2727.5","2733.06","2726.42","2731.35","80.61748"
"1739811900000","2731.35","2734.08","2726.88","2732.02","125.52653"
"1739812200000","2732.02","2741.83","2731.93","2741.63","162.39294"
"1739812500000","2741.63","2749.44","2741.04","2742.87","380.73699"
"1739812800000","2742.87","2743.01","2730.03","2734.89","121.30523"
"1739813100000","2734.89","2741.59","2732.73","2734.71","77.05927"
"1739813400000","2734.71","2742.66","2730.3","2740.98","123.88732"
"1739813700000","2740.98","2746.88","2735.52","2735.59","78.2453"
"1739814000000","2735.59","2741.44","2735.5","2736.84","122.83879"
"1739814300000","2736.84","2743.11","2734.77","2739.66","84.81797"
"1739814600000","2739.66","2741.96","2737.93","2741.61","49.61708"
"1739814900000","2741.61","2742.86","2733.14","2733.14","86.79978"
"1739815200000","2733.14","2733.26","2710.02","2722.87","824.49924"
"1739815500000","2722.87","2722.97","2711.16","2719.6","208.86862"
"1739815800000","2719.6","2727.42","2713.44","2727.22","86.91721"
"1739816100000","2727.22","2733.04","2722.17","2731.45","95.73433"
"1739816400000","2731.45","2731.6","2726.97","2729.16","33.10613"
"1739816700000","2729.16","2729.83","2717.44","2719.09","77.12345"
"1739817000000","2719.09","2719.22","2709.2","2714.13","352.21683"
"1739817300000","2714.13","2715.96","2706.33","2712.28","197.45036"
"1739817600000","2712.28","2712.48","2703.47","2703.64","188.26545"
"1739817900000","2703.64","2712.1","2702.35","2709.33","299.67901"
"1739818200000","2709.33","2710.52","2703.16","2704.88","109.73623"
"1739818500000","2704.88","2707.36","2697.46","2702.06","191.9452"
"1739818800000","2702.06","2702.06","2687.43","2698.94","278.85947"
"1739819100000","2698.94","2713.09","2698.17","2708.65","159.37243"
"1739819400000","2708.65","2709.77","2702.72","2703.81","64.419"
"1739819700000","2703.81","2708.55","2700.29","2705.98","201.05684"
"1739820000000","2705.98","2713.78","2703.82","2713.21","93.46693"
"1739820300000","2713.21","2713.21","2706.67","2708.18","45.46783"
"1739820600000","2708.18","2710.92","2703.14","2709.78","111.52231"
"1739820900000","2709.78","2717.29","2708.15","2715.29","61.45136"
"1739821200000","2715.29","2718.69","2708.37","2710.84","56.51403"
"1739821500000","2710.84","2715.21","2708.6","2713.99","49.10106"
"1739821800000","2713.99","2721.81","2713.82","2718.69","52.56033"
"1739822100000","2718.69","2720.96","2717.22","2718.49","70.77795"
"1739822400000","2718.49","2724.01","2716.77","2716.94","49.88635"
"1739822700000","2716.94","2728.44","2716.94","2728.4","92.65072"
"1739823000000","2728.4","2732.25","2726.44","2730.1","68.64678"
"1739823300000","2730.1","2734.6","2726.58","2730.94","61.61033"
"1739823600000","2730.94","2738.3","2730.88","2736.63","100.79718"
"1739823900000","2736.63","2739.88","2736.45","2737.02","65.91105"
"1739824200000","2737.02","2737.22","2729.67","2733.24","62.82124"
"1739824500000","2733.24","2736.66","2731.96","2736.26","35.60471"
"1739824800000","2736.26","2739.41","2733.32","2736.67","42.1595"
"1739825100000","2736.67","2746.32","2736.67","2743.9","131.98856"
"1739825400000","2743.9","2743.98","2737.24","2739.7","101.79854"
"1739825700000","2739.7","2739.7","2733.05","2733.25","90.34049"
"1739826000000","2733.25","2741.67","2732.5","2740.89","103.66897"
"1739826300000","2740.89","2742.38","2739.01","2741.27","25.88741"
"1739826600000","2741.27","2744.46","2740.05","2742.38","21.82862"
"1739826900000","2742.38","2745.64","2740.1","2745.64","31.8948"
"1739827200000","2745.64","2750.09","2742.95","2744.94","97.37597"
"1739827500000","2744.94","2761.77","2744.12","2760.61","232.85731"
"1739827800000","2760.61","2764.74","2752.17","2757.71","131.51747"
"1739828100000","2757.71","2766.52","2755.84","2762.39","179.80122"
"1739828400000","2762.39","2767.02","2758.57","2763.58","95.79114"
"1739828700000","2763.58","2766.28","2761.66","2764.11","48.39287"
"1739829000000","2764.11","2767.85","2763.25","2766.27","109.23643"
"1739829300000","2766.27","2778.29","2766.06","2776.88","116.52736"
"1739829600000","2776.88","2776.98","2765.54","2765.83","278.75064"
"1739829900000","2765.83","2769.82","2761.67","2765.65","61.38125"
"1739830200000","2765.65","2767.36","2761.71","2762.2","94.70766"
"1739830500000","2762.2","2764.68","2758.13","2759.11","116.66376"
"1739830800000","2759.11","2764.1","2757.95","2759.37","66.84543"
"1739831100000","2759.37","2760.58","2751.67","2753.85","77.48554"
"1739831400000","2753.85","2759.58","2753.05","2755.72","47.02375"
"1739831700000","2755.72","2755.86","2747.36","2747.87","54.27137"
"1739832000000","2747.87","2751.58","2747.87","2749.33","26.59582"
"1739832300000","2749.33","2754.84","2747.44","2754.84","86.66497"
"1739832600000","2754.84","2754.84","2733.43","2736.42","153.26883"
"1739832900000","2736.42","2743.34","2736.33","2738.63","40.09118"
"1739833200000","2738.63","2747.37","2738.03","2745.48","54.9769"
"1739833500000","2745.48","2751.01","2744.01","2750.61","27.66447"
"1739833800000","2750.61","2750.86","2743.77","2745.1","22.55788"
"1739834100000","2745.1","2747.44","2742.1","2744.42","13.48055"
"1739834400000","2744.42","2748.48","2744.16","2748","20.62379"
"1739834700000","2748","2749.72","2744.99","2747.27","16.26471"
"1739835000000","2747.27","2749.1","2743.7","2747.56","45.9384"
"1739835300000","2747.56","2750.7","2744.98","2745.09","14.68157"
"1739835600000","2745.09","2745.09","2736.17","2736.17","48.66684"
"1739835900000","2736.17","2741.71","2735.3","2741.58","19.14692"
"1739836200000","2741.58","2744.36","2739.76","2744.28","25.83983"
"1739836500000","2744.28","2744.45","2742.27","2744.43","9.54745"
"1739836800000","2744.43","2745.91","2741.77","2744.55","35.23476"
"1739837100000","2744.55","2756.64","2744.47","2750.9","119.33806"
"1739837400000","2750.9","2751.79","2742.35","2743.51","36.74973"
"1739837700000","2743.51","2744.1","2736.24","2740.61","42.29191"
"1739838000000","2740.61","2740.61","2723.03","2724.4","222.81844"
"1739838300000","2724.4","2726.09","2717.39","2719.53","64.89455"
"1739838600000","2719.53","2730.03","2718.39","2729.98","69.66861"
"1739838900000","2729.98","2732.79","2723.11","2725.07","33.0877"
"1739839200000","2725.07","2727.53","2724.39","2725.64","12.76016"
"1739839500000","2725.64","2733.26","2725.12","2727.17","23.94296"
"1739839800000","2727.17","2730.07","2719.59","2721.19","34.14555"
"1739840100000","2721.19","2724.01","2718.89","2721.19","32.33285"
"1739840400000","2721.19","2723.46","2716.84","2719.13","65.65536"
"1739840700000","2719.13","2727.84","2715.61","2723.32","70.16676"
"1739841000000","2723.32","2732.27","2722.12","2725.65","57.7434"
"1739841300000","2725.65","2732.47","2723.81","2729.94","26.81163"
"1739841600000","2729.94","2732.68","2725.92","2731.04","35.51515"
"1739841900000","2731.04","2732.13","2723.82","2724.9","44.44312"
"1739842200000","2724.9","2728.39","2724.37","2727.37","27.85384"
"1739842500000","2727.37","2730.6","2727.07","2729.65","41.76079"
"1739842800000","2729.65","2732.27","2727.53","2731.82","17.5045"
"1739843100000","2731.82","2734.35","2728.37","2732.95","20.15813"
"1739843400000","2732.95","2737.69","2732.69","2737.08","109.71673"
"1739843700000","2737.08","2740.85","2735.77","2735.83","29.28037"
"1739844000000","2735.83","2738.28","2731.43","2732.01","37.91458"
"1739844300000","2732.01","2732.28","2729.21","2729.89","23.58679"
"1739844600000","2729.89","2730.06","2727.08","2729.54","21.00479"
"1739844900000","2729.54","2731.74","2725.38","2725.42","18.50144"
"1739845200000","2725.42","2728.25","2724.64","2727.17","42.71694"
"1739845500000","2727.17","2730.42","2727.07","2728.69","15.59114"
"1739845800000","2728.69","2729.94","2722.67","2725.39","24.05921"
"1739846100000","2725.39","2725.56","2717.3","2719.04","107.73496"
"1739846400000","2719.04","2720.19","2710.79","2718.54","92.92526"
"1739846700000","2718.54","2719.27","2712.51","2717.39","42.53465"
"1739847000000","2717.39","2718.71","2713.79","2713.94","30.52873"
"1739847300000","2713.94","2716.04","2708.04","2713.6","157.39592"
"1739847600000","2713.6","2717.5","2709.3","2716.33","25.19037"
"1739847900000","2716.33","2720.11","2715.1","2719.55","28.29782"
"1739848200000","2719.55","2723.9","2718.47","2719.3","30.73891"
"1739848500000","2719.3","2719.4","2711.26","2715.38","17.55821"
"1739848800000","2715.38","2716.75","2712.44","2715.32","12.59566"
"1739849100000","2715.32","2715.36","2711.11","2713.64","16.03067"
"1739849400000","2713.64","2716.94","2711.66","2715.4","23.0531"
"1739849700000","2715.4","2719.71","2715.4","2719.19","26.50637"
"1739850000000","2719.19","2719.19","2714.95","2715.73","22.12184"
"1739850300000","2715.73","2715.81","2709.48","2712.46","45.95918"
"1739850600000","2712.46","2714.27","2710.66","2711.39","30.37661"
"1739850900000","2711.39","2713.51","2709.58","2712.91","10.88714"
"1739851200000","2712.91","2713.65","2708.33","2713.65","11.17945"
"1739851500000","2713.65","2717.39","2713.65","2715.93","5.73614"
"1739851800000","2715.93","2717.48","2713.62","2714.13","6.67938"
"1739852100000","2714.13","2714.23","2704.35","2705.98","31.30004"
"1739852400000","2705.98","2708.69","2701.53","2702.72","41.29561"
"1739852700000","2702.72","2705.98","2695.29","2697.73","71.16224"
"1739853000000","2697.73","2699.46","2691.33","2693.47","43.25361"
"1739853300000","2693.47","2705.38","2693.47","2703.25","20.97727"
"1739853600000","2703.25","2706.49","2701.68","2706.42","19.58282"
"1739853900000","2706.42","2706.73","2695.99","2698.59","20.71699"
"1739854200000","2698.59","2701.31","2693.51","2697.22","29.52028"
"1739854500000","2697.22","2702.42","2696.43","2701.19","13.14992"
"1739854800000","2701.19","2704.24","2697.64","2697.93","118.75224"
"1739855100000","2697.93","2703.92","2696.61","2702.7","17.70971"
"1739855400000","2702.7","2705.57","2699.71","2699.86","19.89357"
"1739855700000","2699.86","2699.86","2690.62","2690.92","85.63205"
"1739856000000","2690.92","2694.57","2684.12","2689.19","104.88965"
"1739856300000","2689.19","2694.44","2686.9","2694.44","31.51201"
"1739856600000","2694.44","2695.76","2685.82","2685.91","30.06129"
"1739856900000","2685.91","2688.59","2682.05","2685.42","34.9804"
"1739857200000","2685.42","2689.14","2684.43","2684.54","15.92466"
"1739857500000","2684.54","2684.54","2678.3","2682.4","50.08244"
"1739857800000","2682.4","2686.59","2681.55","2682.71","55.07478"
"1739858100000","2682.71","2685.88","2674.25","2678.26","64.20572"
"1739858400000","2678.26","2679.92","2662.4","2664.04","339.24961"
"1739858700000","2664.04","2666.32","2653.87","2661.1","374.48821"
"1739859000000","2661.1","2665.11","2655.94","2656.09","156.28155"
"1739859300000","2656.09","2665.78","2656.09","2663.43","182.9632"
"1739859600000","2663.43","2665.3","2658.65","2660.99","246.51683"
"1739859900000","2660.99","2666.18","2659.65","2662","49.22353"
"1739860200000","2662","2664.8","2652.74","2664.12","2294.76355"
"1739860500000","2664.12","2664.69","2659.14","2663.51","209.43338"
"1739860800000","2663.51","2675.73","2661.33","2669.58","89.40116"
"1739861100000","2669.58","2675.23","2665.78","2671.83","68.84993"
"1739861400000","2671.83","2672.82","2664.7","2669.58","54.74479"
"1739861700000","2669.58","2669.58","2661.76","2663.8","59.55612"
"1739862000000","2663.8","2670.84","2657.5","2670.84","367.80687"
"1739862300000","2670.84","2670.84","2659.57","2660.39","119.76261"
"1739862600000","2660.39","2665.4","2658.99","2665.19","350.32917"
"1739862900000","2665.19","2672.45","2664.15","2669.9","37.19793"
"1739863200000","2669.9","2673.38","2669.48","2669.58","54.28013"
"1739863500000","2669.58","2677.19","2668.35","2673.36","41.35159"
"1739863800000","2673.36","2676.19","2669.5","2676.1","22.25278"
"1739864100000","2676.1","2678.81","2674.31","2677.72","26.81719"
"1739864400000","2677.72","2677.8","2671.74","2672.11","23.91996"
"1739864700000","2672.11","2676.53","2671.61","2672.29","24.5521"
"1739865000000","2672.29","2672.84","2669.84","2672.18","87.23933"
"1739865300000","2672.18","2673.63","2670.12","2673.14","14.43095"
"1739865600000","2673.14","2673.93","2667.9","2670.02","89.81528"
"1739865900000","2670.02","2672.02","2660.93","2671.09","98.92262"
"1739866200000","2671.09","2672.47","2667.72","2669.63","14.7908"
"1739866500000","2669.63","2672.4","2667.28","2667.28","30.32547"
