side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,intended_risk_usd,effective_risk_usd,effective_risk_pct,position_notional,portfolio_risk_budget_hit,entry_fill_type,entry_slippage_bps_applied,exit_fill_type,exit_slippage_bps_applied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
LONG,2017-08-21 14:50:00+00:00,2017-08-21 14:55:00+00:00,2017-08-21 18:50:00+00:00,335.76357301000104,327.71750052025465,327.783057131681,343.67694288831905,351.62388576663807,2.9785839810866293,-23.96590262862042,-23.96590262862042,0.0,0.0,0.0,-1.0082145831705507,STOP,False,0.0,3.9166666666666665,,0.5,0.0,0.0,0.0,1000.1,0.03,23.670636755971508,30.0,23.670636755971508,0.023670636755971506,1000.0,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 04:40:00+00:00,316.291626010001,324.21642065423373,312.273683872076,320.246316147924,324.232632285848,3.086176238982223,18.30638341873206,18.30638341873206,0.0,6.077726953809719,0.0,1.4763120098682005,TP2,True,0.0,1.6666666666666667,324.21642065423373,0.5,0.0,0.0,0.0,976.1317007811167,0.03,12.302474145932452,29.28102292114139,12.302474145932452,0.012604553651419595,976.0340973713796,0,market,1.0,maker_try,23.496195020194737,0.5,0,0
LONG,2017-08-23 06:20:00+00:00,2017-08-23 06:25:00+00:00,2017-08-23 07:25:00+00:00,318.56185301000096,318.49814063939897,314.59301857564157,322.4669814443584,326.4039628787168,3.1216541008975454,5.970620344962159,5.970620344962159,0.0,6.070064336445963,0.0,0.48191638854552493,STOP,True,0.0,1.0,322.45085809528615,0.5,0.0,0.0,0.0,994.4399148381906,0.03,12.289894239722447,29.83021442370335,12.289894239722447,0.012359845020044632,994.3404807901117,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-25 06:40:00+00:00,2017-08-25 06:50:00+00:00,2017-08-25 06:50:00+00:00,331.403137010001,329.50309998612926,329.56901378888705,333.170986231113,334.97197245222594,3.0187135259826983,-5.735667463829509,-5.735667463829509,0.0,0.0,0.0,-1.0359374997268498,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,1000.4111322451873,0.03,5.436661465782172,30.009333034052215,5.436661465782172,0.005434970640246898,1000.3111011350738,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-25 10:15:00+00:00,2017-08-25 10:20:00+00:00,2017-08-25 10:30:00+00:00,329.712968010001,329.647025416399,328.38369418901584,330.9763058309842,332.27261165196836,3.0167903228617945,1.7811830143889567,1.7811830143889567,0.0,1.8806505035104433,0.0,0.44416973893851525,STOP,True,0.0,0.16666666666666666,330.9597570156926,0.5,0.0,0.0,0.0,994.6748912146115,0.03,3.9106828562144678,29.83726301013733,3.9106828562144678,0.003932012317838064,994.5754336712444,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-25 10:35:00+00:00,2017-08-25 10:45:00+00:00,2017-08-25 10:55:00+00:00,331.773174010001,328.2889115121987,328.3545824286844,335.1254175913156,338.51083517263123,3.003426227333451,-10.464725368813847,-10.464725368813847,0.0,0.0,0.0,-1.0192099333668934,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,996.4562523473019,0.03,10.16785195419907,29.890698500569,10.16785195419907,0.01020503280042671,996.3566166856333,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-25 18:55:00+00:00,2017-08-25 19:05:00+00:00,2017-08-25 19:30:00+00:00,335.03350001000103,331.27762188371076,331.34389066184315,338.65610935815687,342.31221870631373,2.942960869514596,-11.053402356338065,-11.053402356338065,0.0,0.0,0.0,-1.0179609199454867,STOP,False,0.0,0.4166666666666667,,0.5,0.0,0.0,0.0,985.990480505951,0.03,10.759786746292157,29.57675673950458,10.759786746292157,0.01091375924790365,985.8918913168193,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-27 00:00:00+00:00,2017-08-27 00:10:00+00:00,2017-08-27 01:30:00+00:00,333.02329901000104,332.95669435019903,330.23800436087294,335.7419956591271,338.4939913082542,2.927530823541866,3.8574681467810654,3.8574681467810654,0.0,3.9549617440620177,0.0,0.47307470510634,STOP,True,0.0,1.3333333333333333,335.72520855934414,0.5,0.0,0.0,0.0,974.9359728093774,0.03,8.056552089072637,29.245154668814436,8.056552089072637,0.008264499381496251,974.8384889604813,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-27 01:45:00+00:00,2017-08-27 01:50:00+00:00,2017-08-27 02:25:00+00:00,334.483445010001,334.41654832099897,331.4681505199132,337.4318495000868,340.4136989901736,2.9262848170967244,4.1913707218786875,4.1913707218786875,0.0,4.289250104549016,0.0,0.4750176505189982,STOP,True,0.0,0.5833333333333334,337.4149779076118,0.5,0.0,0.0,0.0,978.793826702973,0.03,8.725740889708618,29.36087871321787,8.725740889708618,0.008915680938847795,978.6959571072623,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-29 08:25:00+00:00,2017-08-29 08:35:00+00:00,2017-08-29 09:05:00+00:00,355.035500010001,357.8448364714531,353.56863521103327,356.43136480896675,357.8627296079335,2.7686966980322647,5.796792163569526,5.796792163569526,0.0,1.9076918713274609,0.0,1.427322986796138,TP2,True,0.0,0.5,357.8448364714531,0.5,0.0,0.0,0.0,982.9856165619238,0.03,3.96301499257883,29.48661983487423,3.96301499257883,0.004032013518102591,982.887327829141,0,market,1.0,maker_try,0.0,0.5,0,0
LONG,2017-08-29 11:50:00+00:00,2017-08-29 11:55:00+00:00,2017-08-29 12:20:00+00:00,358.675864010001,358.604128837199,356.3025963106757,360.9774037093243,363.31480740864856,2.756759201330423,3.048638878349178,3.048638878349178,0.0,3.1475171771896395,0.0,0.4659726454298822,STOP,True,0.0,0.4166666666666667,360.9593548391388,0.5,0.0,0.0,0.0,988.7829884047098,0.03,6.44365915533599,29.660523599781314,6.44365915533599,0.006517409377813713,988.6841199927105,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-08-29 18:55:00+00:00,2017-08-29 19:00:00+00:00,2017-08-29 19:05:00+00:00,368.936890010001,372.56470027179785,367.0583352958651,370.74166472413486,372.58332943826974,2.6883512031558046,7.277431083134277,7.277431083134277,0.0,2.4010170420729864,0.0,1.441014161566487,TP2,True,0.0,0.08333333333333333,372.56470027179785,0.5,0.0,0.0,0.0,991.8319321469469,0.03,4.951041550054093,29.751982766131793,4.951041550054093,0.0049923142154647765,991.7327588710598,0,market,1.0,maker_try,0.0,0.5,0,0
LONG,2017-08-30 00:30:00+00:00,2017-08-30 00:40:00+00:00,2017-08-30 04:50:00+00:00,370.877084010001,378.58910083094423,366.95598439874703,374.72401562125293,378.6080312325059,2.6939116328531307,15.544155987900218,15.544155987900218,0.0,5.15641007455122,0.0,1.4715530559708927,TP2,True,0.0,4.166666666666667,378.58910083094423,0.5,0.0,0.0,0.0,999.1100909731896,0.03,10.46319483733748,29.970305698625822,10.46319483733748,0.010473561673897673,999.0101899541941,0,market,1.0,maker_try,0.0,0.5,0,0
LONG,2017-08-31 06:05:00+00:00,2017-08-31 06:10:00+00:00,2017-08-31 06:35:00+00:00,382.968293010001,381.4138104903299,381.49010851203235,384.3698915079677,385.80978300593534,2.6494511945149237,-4.118525568595082,-4.118525568595082,0.0,0.0,0.0,-1.0516160342685763,STOP,False,0.0,0.4166666666666667,,0.5,0.0,0.0,0.0,1014.6558013766885,0.03,3.8149222492623123,30.436630378262826,3.8149222492623123,0.003760195069412328,1014.5543459420943,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 10:40:00+00:00,289.18891601000104,289.13107822679905,281.6860359129549,296.6339641070452,304.10792820409034,3.494383110867877,12.880957660702402,12.880957660702402,0.0,12.982011347097936,0.0,0.4913032409074005,STOP,True,0.0,1.0833333333333333,296.61913240883985,0.5,0.0,0.0,0.0,1010.5368639555367,0.03,26.11689391194747,30.31307461120498,26.11689391194747,0.025847157617881734,1010.4358203734993,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-06 10:30:00+00:00,2017-09-06 10:35:00+00:00,2017-09-06 11:55:00+00:00,325.422539010001,334.5467829635221,320.80324444546045,329.97675557453954,334.5635111390791,3.14489313747427,21.48270476637594,21.48270476637594,0.0,7.1353186693411335,0.0,1.4787930807828622,TP2,True,0.0,1.3333333333333333,334.5467829635221,0.5,0.0,0.0,0.0,1023.419109712005,0.03,14.424856098192333,30.69950334102605,14.424856098192333,0.014096178629947392,1023.3167780342015,0,market,1.0,maker_try,14.125038400032139,0.5,0,0
LONG,2017-09-07 10:55:00+00:00,2017-09-07 11:00:00+00:00,2017-09-07 13:55:00+00:00,328.452842010001,336.7475266893904,324.24781756118216,332.5921824588179,336.76436490763575,3.1812906728237156,19.75167227281135,19.75167227281135,0.0,6.557770770533753,0.0,1.4764950442287244,TP2,True,0.0,2.9166666666666665,336.7475266893904,0.5,0.0,0.0,0.0,1044.9039627488576,0.03,13.27292510974308,31.343984484017327,13.27292510974308,0.012703801378389945,1044.7994828005776,0,market,1.0,maker_try,0.0,0.5,0,0
LONG,2017-09-09 13:45:00+00:00,2017-09-09 13:50:00+00:00,2017-09-09 14:15:00+00:00,302.470244010001,301.2263457294127,301.2866030500227,303.59339696997733,304.74679392995466,3.5198755291568253,-4.378367118603098,-4.378367118603098,0.0,0.0,0.0,-1.0509084449148287,STOP,False,0.0,0.4166666666666667,,0.5,0.0,0.0,0.0,1064.6576101888963,0.03,4.059813734828073,31.936534652201672,4.059813734828073,0.003813638936447534,1064.551155073389,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-12 04:40:00+00:00,2017-09-12 04:45:00+00:00,2017-09-12 04:50:00+00:00,303.030300010001,304.4904245579212,302.2471750947934,303.7528249252066,304.5056498404132,3.4989200921445436,3.791887858765298,3.791887858765298,0.0,1.2374582998895662,0.0,1.3838544654814582,TP2,True,0.0,0.08333333333333333,304.4904245579212,0.5,0.0,0.0,0.0,1060.2788052335814,0.03,2.6340742216833437,31.805183638643577,2.6340742216833437,0.002484570677167467,1060.172787954786,0,market,1.0,maker_try,10.156674608885298,0.5,0,0
LONG,2017-09-17 20:25:00+00:00,2017-09-17 20:30:00+00:00,2017-09-17 20:40:00+00:00,260.76607401000103,260.71392079519904,259.8096559378683,261.67034408213175,262.6006881542635,4.080557934236195,1.7118620765670975,1.7118620765670975,0.0,1.81826918379519,0.0,0.4386331482913255,STOP,True,0.0,0.16666666666666666,261.65726056492764,0.5,0.0,0.0,0.0,1064.0710722811325,0.03,3.796322885106748,31.918940274406534,3.796322885106748,0.00356809109494535,1063.9646758135511,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-18 09:05:00+00:00,2017-09-18 09:10:00+00:00,2017-09-18 09:40:00+00:00,288.828880010001,284.73760172694546,284.79456063907327,292.80543938092677,296.8108787518535,3.690015712788151,-15.096881149863886,-15.096881149863886,0.0,0.0,0.0,-1.014118592726761,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,1065.7831055439071,0.03,14.78013421534,31.970296136703546,14.78013421534,0.013869249898850619,1065.6765378901182,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-23 12:30:00+00:00,2017-09-23 12:35:00+00:00,2017-09-23 12:45:00+00:00,279.027900010001,278.972094429999,278.23541381715637,279.76458620284365,280.5291723956873,3.7655184828050143,1.2555977981129316,1.2555977981129316,0.0,1.3606662695835534,0.0,0.42075962303938697,STOP,True,0.0,0.16666666666666666,279.7505979735335,0.5,0.0,0.0,0.0,1050.6847147059282,0.03,2.879063440850236,31.517389702207627,2.879063440850236,0.002740452304000835,1050.5796567402542,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-09-23 19:10:00+00:00,2017-09-23 19:15:00+00:00,2017-09-23 19:50:00+00:00,280.007998010001,284.14825715481396,277.8887673759611,282.07123264403896,284.1624652780779,3.7568228248474855,11.626221219967396,11.626221219967396,0.0,3.8491111919589964,0.0,1.4602917959475998,TP2,True,0.0,0.5833333333333334,284.14825715481396,0.5,0.0,0.0,0.0,1051.9404380638211,0.03,7.856390491623386,31.555057636151016,7.856390491623386,0.00746922149426473,1051.8352545383673,0,market,1.0,maker_try,29.885713866176783,0.5,0,0
LONG,2017-09-24 12:55:00+00:00,2017-09-24 13:00:00+00:00,2017-09-24 14:30:00+00:00,283.02830001000103,282.97169434999904,280.09313636938526,285.90686365061475,288.8137272912295,3.757814401840129,5.275337547219924,5.275337547219924,0.0,5.381694329410499,0.0,0.4782804267840018,STOP,True,0.0,1.5,285.8925683074322,0.5,0.0,0.0,0.0,1063.5678219059105,0.03,10.923454052887516,31.90384427275004,10.923454052887516,0.010271602970007168,1063.4614757583347,0,market,1.0,market,2.0,0.5,0,0
LONG,2017-10-01 21:35:00+00:00,2017-10-01 21:45:00+00:00,2017-10-02 00:15:00+00:00,302.520249010001,302.45974496019903,299.5181859980444,305.46181402195566,308.4336280339113,3.533131056465414,5.062602064933734,5.062602064933734,0.0,5.1694864336323825,0.0,0.47730308458511606,STOP,True,0.0,2.5,305.44654093125456,0.5,0.0,0.0,0.0,1068.8436869868851,0.03,10.499808379679564,32.062104399166635,10.499808379679564,0.009824503328564245,1068.7368133055545,0,market,1.0,market,2.0,0.5,0,0
