side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,entry_fill_type,entry_slippage_bps_applied,exit_fill_type,exit_slippage_bps_applied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
LONG,2025-05-19 21:45:00+00:00,2025-05-19 21:50:00+00:00,2025-05-20 00:15:00+00:00,105384.71272801,106123.97895934619,104980.81728820631,105746.46271181369,106129.28542361737,0.00028472820415085463,0.1559924598282939,0.1559924598282939,0.0,0.050747486609431465,0.0,1.3564511802075165,TP2,True,0.0,2.4166666666666665,106123.97895934619,0.5,0.0,0.0,0.0,30.005999999999997,0.03,30.0,market,2.0,maker_try,34.869235629679956,0.5,0,0
LONG,2025-05-20 01:00:00+00:00,2025-05-20 01:05:00+00:00,2025-05-20 02:45:00+00:00,106086.18299401,106043.7485208124,105550.31680317121,106579.62319684878,107094.27639368757,0.0002828896267428541,0.06303866451292846,0.06303866451292846,0.0,0.06904080065487804,0.0,0.41584704922672167,STOP,True,0.0,1.6666666666666667,106574.29421568895,0.5,0.0,0.0,0.0,30.010680709749604,0.03,30.004679773794848,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-20 04:50:00+00:00,2025-05-20 04:55:00+00:00,2025-05-20 06:25:00+00:00,106146.34502400999,105468.22701063722,105510.43118311046,106739.80881690953,107354.49763380906,0.0002827471095790272,-0.19173590823462444,-0.19173590823462444,0.0,0.0,0.0,-1.0663677526086563,STOP,False,0.0,1.5,,0.5,0.0,0.0,0.0,30.01257224791698,0.03,30.006570933730234,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-20 17:00:00+00:00,2025-05-20 17:05:00+00:00,2025-05-20 17:10:00+00:00,105500.07579601,106147.2153912118,105142.20849133366,105815.75150868633,106152.52301736266,0.0002844246204929205,0.13617177414987863,0.13617177414987863,0.0,0.0441405572642727,0.0,1.3378206220440776,TP2,True,0.0,0.08333333333333333,106147.2153912118,0.5,0.0,0.0,0.0,30.006819020254497,0.03,30.000818856483196,market,2.0,maker_try,0.0,0.5,0,0
LONG,2025-05-20 19:05:00+00:00,2025-05-20 19:10:00+00:00,2025-05-20 19:50:00+00:00,105759.33763801,106896.79331651313,105156.21578829785,106320.16421172215,106902.1384234343,0.00028376600743501335,0.2402031358917316,0.2402031358917316,0.0,0.07881750763017278,0.0,1.403502662698017,TP2,True,0.0,0.6666666666666666,106896.79331651313,0.5,0.0,0.0,0.0,30.01090499050963,0.03,30.004904009707694,market,2.0,maker_try,0.0,0.5,0,0
LONG,2025-05-21 01:25:00+00:00,2025-05-21 01:30:00+00:00,2025-05-21 01:55:00+00:00,106803.90651001,106581.20786977687,106623.85741274197,106941.24258727803,107099.93517454606,0.00028105818884997254,-0.06259127648327346,-0.06259127648327346,0.0,0.0,0.0,-1.2368772940949944,STOP,False,0.0,0.4166666666666667,,0.5,0.0,0.0,0.0,30.0181125258052,0.03,30.012110103784448,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-21 19:30:00+00:00,2025-05-21 19:35:00+00:00,2025-05-21 23:20:00+00:00,107659.36756801,109843.79474302074,106532.11639632443,108743.56360369555,109849.28720738112,0.0002788074562392478,0.45490029848063007,0.45490029848063007,0.0,0.1503830064783143,0.0,1.4474085787095279,TP2,True,0.0,3.75,109843.79474302074,0.5,0.0,0.0,0.0,30.016234411963044,0.03,30.010232365489948,market,2.0,maker_try,8.749796773609214,0.5,0,0
LONG,2025-05-22 02:00:00+00:00,2025-05-22 02:05:00+00:00,2025-05-22 02:35:00+00:00,110019.99960000999,110785.0479296399,109601.70627050857,110394.29372951142,110790.58745901285,0.00027294932066439064,0.1547380739250293,0.1547380739250293,0.0,0.050328363001074454,0.0,1.3552962293186657,TP2,True,0.0,0.5,110785.0479296399,0.5,0.0,0.0,0.0,30.02988415031926,0.03,30.02387937444437,market,2.0,maker_try,4.687249777610461,0.5,0,0
LONG,2025-05-22 14:15:00+00:00,2025-05-22 14:20:00+00:00,2025-05-22 16:30:00+00:00,111158.58727201,111114.1238371012,110536.0833573987,111736.63664262129,112336.91328523259,0.00027019529447121915,0.07133143667539577,0.07133143667539577,0.0,0.07733834211958845,0.0,0.42409299883684354,STOP,True,0.0,2.1666666666666665,111731.04981078916,0.5,0.0,0.0,0.0,30.034527220965455,0.03,30.02852151666212,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-22 17:05:00+00:00,2025-05-22 17:15:00+00:00,2025-05-22 17:55:00+00:00,111429.69148201,111385.1196054172,111085.97395211337,111728.84604790663,112050.28209580325,0.00026955712784059593,0.03355935659239638,0.03355935659239638,0.0,0.039566690110807136,0.0,0.3622105731358984,STOP,True,0.0,0.6666666666666666,111723.25960560424,0.5,0.0,0.0,0.0,30.036667592054336,0.03,30.03066145976238,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-26 00:30:00+00:00,2025-05-26 00:35:00+00:00,2025-05-26 01:00:00+00:00,108976.34091001,109600.60099403159,108628.78435096676,109280.31564905324,109606.08129809648,0.0002756348242497206,0.1271738846440269,0.1271738846440269,0.0,0.041139975371323634,0.0,1.3275117146725899,TP2,True,0.0,0.4166666666666667,109600.60099403159,0.5,0.0,0.0,0.0,30.03767457410824,0.03,30.031668240460153,market,2.0,maker_try,0.0,0.5,0,0
LONG,2025-05-26 03:10:00+00:00,2025-05-26 03:20:00+00:00,2025-05-26 05:10:00+00:00,109379.27148001,109335.519771418,109148.05564373042,109566.74435628956,109776.08871256914,0.00027465433026934376,0.018984496008604253,0.018984496008604253,0.0,0.02499279411934149,0.0,0.2989475822551294,STOP,True,0.0,1.8333333333333333,109561.26601907174,0.5,0.0,0.0,0.0,30.041490553690878,0.03,30.035483456999476,market,2.0,market,4.0,0.5,0,0
LONG,2025-05-27 03:00:00+00:00,2025-05-27 03:05:00+00:00,2025-05-27 13:05:00+00:00,108632.52216001,110149.78059953672,107838.55581803754,109383.04418198246,110155.28836395493,0.0002765475716215788,0.3128183494181024,0.3128183494181024,0.0,0.1030212809313723,0.0,1.4246896812210998,TP2,True,0.0,10.0,110149.78059953672,0.5,0.0,0.0,0.0,30.042060202478115,0.03,30.03605299187974,market,2.0,maker_try,1.2344756000842747,0.5,0,0
LONG,2025-06-01 03:35:00+00:00,2025-06-01 03:40:00+00:00,2025-06-01 06:20:00+00:00,104275.57094401,104233.8607156324,103948.62299846412,104560.81700155587,104866.91400310175,0.0002881925877539108,0.0343392690986642,0.0343392690986642,0.0,0.04034955842463834,0.0,0.3644430123582821,STOP,True,0.0,2.6666666666666665,104555.58896070579,0.5,0.0,0.0,0.0,30.051446629870753,0.03,30.04543754236228,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-01 08:30:00+00:00,2025-06-01 08:40:00+00:00,2025-06-01 09:05:00+00:00,104354.20666801,104312.4649853428,104208.69867176877,104457.98132825122,104582.62265649244,0.00028798529521275137,0.008180233615036742,0.008180233615036742,0.0,0.014190729017831728,0.0,0.19521290917039377,STOP,True,0.0,0.4166666666666667,104452.7584291848,0.5,0.0,0.0,0.0,30.052477013979328,0.03,30.04646772043524,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-08 07:10:00+00:00,2025-06-08 07:15:00+00:00,2025-06-08 07:40:00+00:00,105521.10000001,105390.51590759419,105432.68898318747,105567.31101683252,105634.62203365505,0.0002848029680326146,-0.037190737097868215,-0.037190737097868215,0.0,0.0,0.0,-1.477011543458835,STOP,False,0.0,0.4166666666666667,,0.5,0.0,0.0,0.0,30.052722470069178,0.03,30.046713127443688,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-08 14:05:00+00:00,2025-06-08 14:15:00+00:00,2025-06-08 16:10:00+00:00,105761.14800001,106125.63981565704,105544.5268185274,105935.47318149259,106130.94636297518,0.0002841459939978051,0.0757988171079853,0.0757988171079853,0.0,0.02401437247743919,0.0,1.2314590378905723,TP2,True,0.0,1.9166666666666667,106125.63981565704,0.5,0.0,0.0,0.0,30.051606524811817,0.03,30.045597405330753,market,2.0,maker_try,2.9089296015890755,0.5,0,0
LONG,2025-06-08 23:10:00+00:00,2025-06-08 23:15:00+00:00,2025-06-08 23:20:00+00:00,105685.68291001,105512.87892665157,105555.10096703838,105773.99903298162,105883.44806595324,0.00028437040965812236,-0.049140339538193085,-0.049140339538193085,0.0,0.0,0.0,-1.323337510730624,STOP,False,0.0,0.08333333333333333,,0.5,0.0,0.0,0.0,30.053880944117964,0.03,30.047871369843996,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-08 23:25:00+00:00,2025-06-08 23:30:00+00:00,2025-06-09 00:45:00+00:00,105695.69491201,105653.4166340452,105518.28190506173,105830.83809495826,105987.11618990653,0.00028432952225829005,0.012449846243361332,0.012449846243361332,0.0,0.018460327531178274,0.0,0.2468064900795157,STOP,True,0.0,1.25,105825.54655305351,0.5,0.0,0.0,0.0,30.052406439089783,0.03,30.04639715965785,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-11 03:30:00+00:00,2025-06-11 03:35:00+00:00,2025-06-11 03:40:00+00:00,109820.16964201,109647.08225691128,109690.95864036743,109905.46135965257,110012.71271929514,0.0002736544671815908,-0.04736613614504678,-0.04736613614504678,0.0,0.0,0.0,-1.3395715759369038,STOP,False,0.0,0.08333333333333333,,0.5,0.0,0.0,0.0,30.05278000917616,0.03,30.04677065504515,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-11 07:00:00+00:00,2025-06-11 07:05:00+00:00,2025-06-11 09:35:00+00:00,109732.64214001,109307.04044056973,109350.78075287088,110070.61924714911,110430.53849428822,0.00027385979372074066,-0.11655519361590622,-0.11655519361590622,0.0,0.0,0.0,-1.1145449992439576,STOP,False,0.0,2.5,,0.5,0.0,0.0,0.0,30.05135874089499,0.03,30.0453496709608,market,2.0,market,4.0,0.5,0,0
LONG,2025-06-16 01:35:00+00:00,2025-06-16 01:40:00+00:00,2025-06-16 04:20:00+00:00,105427.55129401,106341.2801518851,104936.4062591354,105876.5337408846,106346.59748175919,0.00028500957308549916,0.19343848796071525,0.19343848796071525,0.0,0.06322775211127332,0.0,1.3818906653604126,TP2,True,0.0,2.6666666666666665,106341.2801518851,0.5,0.0,0.0,0.0,30.047861385755354,0.03,30.041853015152324,market,2.0,maker_try,0.0,0.5,0,0
