side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,entry_fill_type,entry_slippage_bps_applied,exit_fill_type,exit_slippage_bps_applied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:55:00+00:00,2017-08-17 05:50:00+00:00,4315.57892135766,4315.06108295766,4288.498241301337,4305.581758718663,4314.123517427326,0.006981550090278467,-0.003615314728270169,-0.003615314728270169,0.0,-0.0018076573641350846,0.0,-0.0191220604107082,TP2,True,0.0,-0.08333333333333333,4315.06108295766,0.5,0.0,0.0,0.0,30.12943040800842,0.03,30.0,limit_aggr,0.6000050000005933,limit_aggr,0.5999949999995766,0.5,1,1
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4340.0929845,4324.689169229275,4299.561974578631,4378.038025441369,4417.276050872739,0.006914329201735275,-0.10650704974451182,-0.10650704974451182,0.0,0.0,0.0,-0.380050122131398,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,30.00883166097475,0.03,29.999891540558153,maker_try,0.0,market,16.207988925217286,0.5,0,0
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4075.776201,4056.12118479995,4048.627781490806,4097.992218529194,4122.674437048388,0.0073642065860423525,-0.07087098193656022,-0.07087098193656022,0.0,0.0015008179380297092,0.0,-0.35448505931499225,STOP,True,0.0,0.08333333333333333,4076.1837990000004,0.5,0.0,0.0,0.0,30.01485794263888,0.03,29.996696329065816,maker_try,0.0,market,9.504517756368825,0.5,0,0
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4152.8823455,4132.74499341795,4131.405739894099,4184.434260125901,4210.948520241803,0.007213840141112762,-0.1452676387852115,-0.1452676387852115,0.0,0.0,0.0,-0.9376412851999409,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,29.95822936528642,0.03,29.994570199607715,maker_try,0.0,market,10.719878231186307,0.5,0,0
LONG,2017-08-20 20:40:00+00:00,2017-08-20 21:00:00+00:00,2017-08-20 22:20:00+00:00,4141.3029245,4153.315495841401,4111.7363214527295,4166.5236785672705,4193.917357124541,0.007245535214011569,0.14646650446059015,0.14646650446059015,0.0,0.10294775012811704,0.0,0.6837013143131316,STOP,True,0.0,1.3333333333333333,4169.719803884986,0.5,0.0,0.0,0.0,30.00595617135384,0.03,29.99021217044416,maker_try,0.0,market,7.805743592296848,0.5,1,0
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 14:05:00+00:00,3872.2563775,3855.5642921460003,3831.928887610115,3939.031112409885,3992.5822248097697,0.00771966556654539,0.17546123453416318,0.17546123453416318,0.0,0.23988989280471676,0.0,0.5636136512602904,STOP,True,0.0,3.0,3934.4067105000004,0.5,0.0,0.0,0.0,29.892524222222537,0.03,29.994606165577977,maker_try,0.0,market,4.4997999999996985,0.5,0,0
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:05:00+00:00,2017-08-23 06:00:00+00:00,4068.9465425000003,4043.943292725,4043.4938792513226,4152.506120768678,4207.0122415273545,0.007320612494519472,-0.18303910270645846,-0.18303910270645846,0.0,0.0,0.0,-0.9823431650634538,STOP,False,0.0,2.9166666666666665,,0.5,0.0,0.0,0.0,29.78718089855731,0.03,29.999870002614003,maker_try,0.0,market,14.954832777777797,0.5,1,0
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4168.051587,4180.209000000001,4143.944089633436,4175.815910386564,4191.751820763127,0.007210395210789904,0.045332616332468864,0.045332616332468864,0.0,0.0015027400970684581,0.0,0.2607951959675726,TP2,True,0.0,0.25,4180.209000000001,0.5,0.0,0.0,0.0,30.05329920123006,0.03,29.99437882953281,maker_try,0.0,maker_try,0.0,0.5,0,1
LONG,2017-08-25 08:50:00+00:00,2017-08-25 09:00:00+00:00,2017-08-25 10:55:00+00:00,4332.429932366086,4308.947325360825,4312.990723603461,4354.009276416538,4374.518552823077,0.006921827346937479,-0.16254255134640358,-0.16254255134640358,0.0,0.0,0.0,-1.2080022027651018,STOP,False,0.0,1.9166666666666667,,0.5,0.0,0.0,0.0,29.988331984542068,0.03,29.995738808022782,limit_aggr,0.6000050000025497,market,12.476270102600155,0.5,1,0
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4397.5701105,4390.302084419475,4380.28201769848,4450.077982321521,4484.975964633041,0.006792670407868867,-0.04936930568079845,-0.04936930568079845,0.0,0.0,0.0,-0.4204064707406872,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,29.871244356121974,0.03,29.990862531482392,maker_try,0.0,market,17.026541923385867,0.5,0,0
LONG,2017-08-26 23:05:00+00:00,2017-08-26 23:10:00+00:00,2017-08-27 03:25:00+00:00,4332.3833700000005,4322.667935796,4283.357512087994,4376.642487932006,4423.2849758540115,0.006925954146014482,0.11832992068374416,0.11832992068374416,0.0,0.15197424658650757,0.0,0.3484895497120074,STOP,True,0.0,4.25,4376.268802500001,0.5,0.0,0.0,0.0,30.0058885635757,0.03,29.989381452311967,maker_try,0.0,market,13.242917022455114,0.5,0,0
LONG,2017-08-27 15:55:00+00:00,2017-08-27 16:05:00+00:00,2017-08-27 17:10:00+00:00,4325.7837,4361.3483756773,4289.395830276265,4360.604169743735,4396.20833947747,0.006934781814997256,0.26348452181718274,0.26348452181718274,0.0,0.14016788874557398,0.0,1.0441566894988374,STOP,True,0.0,1.0833333333333333,4366.2082995,0.5,0.0,0.0,0.0,29.998366138371548,0.03,29.99293134993248,maker_try,0.0,market,21.898420292981317,0.5,0,0
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 12:15:00+00:00,4100.7849504999995,4270.213500000001,4042.8664091051864,4191.833590914814,4266.317181819628,0.0072864429512949185,1.0882488042380491,1.0882488042380491,0.0,0.4709830741118459,0.0,2.5786655214935514,TP2,True,0.0,2.6666666666666665,4270.213500000001,0.5,0.0,0.0,0.0,29.880135597347003,0.03,30.000835885586998,maker_try,0.0,maker_try,0.0,0.5,0,0
LONG,2017-09-05 13:10:00+00:00,2017-09-05 13:15:00+00:00,2017-09-05 14:15:00+00:00,4237.3881200000005,4179.39990455575,4185.4753014951,4284.3046985249,4333.7193970398,0.007091915811188299,-0.026991682449464205,-0.026991682449464205,0.0,0.1786320885363718,0.0,-0.07331482053446658,STOP,True,0.0,1.0,4287.764377500001,0.5,0.0,0.0,0.0,30.051199806369464,0.03,30.033483349714135,maker_try,0.0,market,30.770926327433457,0.5,0,0
LONG,2017-09-05 15:00:00+00:00,2017-09-05 15:05:00+00:00,2017-09-05 15:20:00+00:00,4241.847897000001,4216.211714373225,4219.365059149907,4264.614940870092,4287.239881730185,0.007079854879235891,-0.18150045265516057,-0.18150045265516057,0.0,0.0,0.0,-1.140255638443316,STOP,False,0.0,0.25,,0.5,0.0,0.0,0.0,30.031667530551957,0.03,30.032673599240653,maker_try,0.0,market,7.295743186116956,0.5,0,0
LONG,2017-09-05 20:45:00+00:00,2017-09-05 20:50:00+00:00,2017-09-05 21:00:00+00:00,4393.760300999999,4393.087364148524,4357.312564897106,4417.907435122893,4448.204870235786,0.006843641204572094,0.017782286841297228,0.017782286841297228,0.0,0.020084956023712717,0.0,0.07129019802293085,STOP,True,0.0,0.16666666666666666,4399.6299705,0.5,0.0,0.0,0.0,30.06931903893668,0.03,30.027228585660996,maker_try,0.0,market,14.371554029917084,0.5,0,0
LONG,2017-09-06 00:20:00+00:00,2017-09-06 00:25:00+00:00,2017-09-06 01:50:00+00:00,4414.8492465,4497.1548465000005,4347.3618078202935,4458.638192199706,4514.276384389413,0.006819841484033167,0.47912794641115075,0.47912794641115075,0.0,0.19847237378702856,0.0,1.0410085028330822,TP2,True,0.0,1.4166666666666667,4497.1548465000005,0.5,0.0,0.0,0.0,30.10857203703327,0.03,30.027762054266233,maker_try,0.0,maker_try,0.0,0.5,0,0
LONG,2017-09-06 11:30:00+00:00,2017-09-06 11:35:00+00:00,2017-09-06 11:55:00+00:00,4516.314173,4548.3574065,4480.027839204132,4549.892160815868,4584.824321621736,0.006653909645399302,0.2198670227963176,0.2198670227963176,0.0,0.11326063256859992,0.0,0.9106261240358042,TP2,True,0.0,0.3333333333333333,4548.3574065,0.5,0.0,0.0,0.0,30.05114643737827,0.03,30.04213589265857,maker_try,0.0,maker_try,0.0,0.5,0,0
LONG,2017-09-07 04:35:00+00:00,2017-09-07 04:40:00+00:00,2017-09-07 04:50:00+00:00,4536.993139,4534.5286342314,4477.365706971723,4532.6142930482765,4560.238586086553,0.006670099579194574,-0.006639356318503029,-0.006639356318503029,0.0,0.0015798897914776077,0.0,-0.016693505831810347,STOP,True,0.0,0.16666666666666666,4537.466862,0.5,0.0,0.0,0.0,30.26219602725257,0.03,30.04873190334246,maker_try,0.0,market,4.499799999998815,0.5,0,0
LONG,2017-09-07 15:10:00+00:00,2017-09-07 15:15:00+00:00,2017-09-07 15:50:00+00:00,4674.7562505,4759.237950000001,4638.00602481314,4714.653975206859,4752.977950403719,0.006425665580185456,0.5428511486327273,0.5428511486327273,0.0,0.27142557431636366,0.0,2.298807637804767,TP2,True,0.0,0.5833333333333334,4759.237950000001,0.5,0.0,0.0,0.0,30.038420334594665,0.03,30.048532722652908,maker_try,0.0,maker_try,0.0,0.5,0,0
LONG,2017-09-08 10:45:00+00:00,2017-09-08 10:50:00+00:00,2017-09-08 12:45:00+00:00,4659.7570005,4643.0419262955,4607.066716560883,4680.973283459118,4717.926566908235,0.0064738778594939615,0.0045699356145770045,0.0045699356145770045,0.0,0.05867561002073136,0.0,0.013397230855049036,STOP,True,0.0,1.9166666666666667,4677.8838825,0.5,0.0,0.0,0.0,30.16669767615894,0.03,30.064818257111888,maker_try,0.0,market,11.096927207305317,0.5,0,0
LONG,2017-09-10 16:25:00+00:00,2017-09-10 16:35:00+00:00,2017-09-10 17:10:00+00:00,4128.937723464345,4247.825117324041,4068.400715080299,4131.599284939701,4163.198569869402,0.007332915940269999,0.5118400202136864,0.5118400202136864,0.0,0.07594438744822775,0.0,1.1530193033712124,TP2,True,0.0,0.5833333333333334,4247.825117324041,0.5,0.0,0.0,0.0,30.277153248773818,0.03,30.064955355180324,limit_aggr,0.6000050000015843,limit_aggr,0.5999949999985392,0.5,1,1
LONG,2017-09-11 15:35:00+00:00,2017-09-11 15:45:00+00:00,2017-09-11 15:45:00+00:00,4230.253802115,4224.3272730749995,4213.717147165559,4230.00285285444,4238.14570569888,0.007124895320004806,-0.05022779619187665,-0.05022779619187665,0.0,-0.029114846681389563,0.0,-0.4263025895535695,STOP,True,0.0,0.0,4222.0810935,0.5,0.0,0.0,0.0,30.1401155171217,0.03,30.080310555786735,limit_aggr,0.6000050000007707,market,13.4107019503557,0.5,1,0
LONG,2017-09-12 00:00:00+00:00,2017-09-12 00:15:00+00:00,2017-09-12 00:20:00+00:00,4216.5391625,4214.116445141925,4199.80151174258,4219.55848827742,4229.43697654484,0.007145152059498471,-0.007148875962969134,-0.007148875962969134,0.0,0.001506465997346313,0.0,-0.05977667914916977,STOP,True,0.0,0.08333333333333333,4216.960837500001,0.5,0.0,0.0,0.0,30.127813480892836,0.03,30.07880372190098,maker_try,0.0,market,6.292861261285391,0.5,1,0
LONG,2017-09-12 00:35:00+00:00,2017-09-12 00:50:00+00:00,2017-09-12 02:10:00+00:00,4235.9981895,4208.321893384,4199.094176307533,4264.2458237124665,4296.821647414933,0.007107971381405216,-0.019765813466810264,-0.019765813466810264,0.0,0.07859534690110272,0.0,-0.07535211125947959,STOP,True,0.0,1.3333333333333333,4258.112895,0.5,0.0,0.0,0.0,30.10935390265031,0.03,30.078589255622088,maker_try,0.0,market,12.526358970952424,0.5,1,0
LONG,2017-09-12 02:20:00+00:00,2017-09-12 02:25:00+00:00,2017-09-12 02:40:00+00:00,4244.507764,4256.6628225,4210.037409133085,4263.902590886915,4290.83518176383,0.0070989401107742316,0.11266191347411425,0.11266191347411425,0.0,0.06951789730688401,0.0,0.4604026941780393,TP2,True,0.0,0.25,4256.6628225,0.5,0.0,0.0,0.0,30.131506416352245,0.03,30.077996281218088,maker_try,0.0,maker_try,0.0,0.5,0,0
