side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_usdt,pnl_R,exit_reason,took_tp1,month
LONG,2022-01-20 12:50:00+00:00,2022-01-20 12:55:00+00:00,2022-01-20 13:30:00+00:00,137.37865501000502,138.13472787683767,136.86308511913325,137.75691490086678,138.20382979173354,5.459384324432575,2.9083622525756065,1.0332782413286403,TP2,True,2022-01
SHORT,2022-01-21 00:45:00+00:00,2022-01-21 00:50:00+00:00,2022-01-21 01:05:00+00:00,127.576179990005,125.07170407934062,128.9554002451996,126.32459973480042,125.00919947960082,1.8581000097091294,3.4308830641361494,1.3387614676092952,TP2,True,2022-01
SHORT,2022-01-21 03:05:00+00:00,2022-01-21 03:10:00+00:00,2022-01-21 12:10:00+00:00,125.27732999000501,120.16177573899932,127.95913754671949,122.72086243328053,120.10172487656105,0.936102455897739,3.5621794027801927,1.4189424885202195,TP2,True,2022-01
SHORT,2022-01-21 19:25:00+00:00,2022-01-21 19:30:00+00:00,2022-01-21 20:30:00+00:00,122.508714990005,117.4884916830011,125.1401115876981,119.9998883923019,117.4297767946038,0.9572442630830722,3.574852612689933,1.4192178341833481,TP2,True,2022-01
SHORT,2022-01-21 23:30:00+00:00,2022-01-21 23:35:00+00:00,2022-01-22 00:25:00+00:00,111.95399499000501,112.00997198750002,114.25748993957842,109.7625100404216,107.5150200908432,1.0984252815107833,1.1427064827229931,0.4516238894844372,STOP,True,2022-01
SHORT,2022-01-22 08:35:00+00:00,2022-01-22 08:40:00+00:00,2022-01-22 09:45:00+00:00,101.64914999000501,96.94551123101664,104.10146863516661,99.2985313448334,96.8970626996668,1.0289815545823249,3.603806285790472,1.4281602744218413,TP2,True,2022-01
SHORT,2022-01-23 17:55:00+00:00,2022-01-23 18:00:00+00:00,2022-01-23 18:25:00+00:00,98.300824990005,96.92116888860362,99.08863372382878,97.61136625617122,96.87273252234245,3.3570972582800884,3.391187157708415,1.2822332790734101,TP2,True,2022-01
SHORT,2022-01-23 20:55:00+00:00,2022-01-23 21:00:00+00:00,2022-01-23 22:50:00+00:00,95.65214999000501,95.69997606500002,96.78773757988466,94.61226240011536,93.5245248102307,2.2862407573152144,1.0799691319477824,0.415976447838218,STOP,True,2022-01
SHORT,2022-01-24 11:30:00+00:00,2022-01-24 11:35:00+00:00,2022-01-24 14:35:00+00:00,83.83805999000501,87.58338957663076,87.53961976674739,80.22038021325261,76.56076043650522,0.6800316728156932,-2.5469427440392227,-1.0118246935139035,STOP,False,2022-01
LONG,2022-01-24 19:45:00+00:00,2022-01-24 19:55:00+00:00,2022-01-24 20:20:00+00:00,88.704330010005,91.18527665053149,87.3745539667101,89.94544605328988,91.23089209657978,1.9308915148302794,3.5500309022734307,1.3825974604241262,TP2,True,2022-01
SHORT,2022-01-26 02:40:00+00:00,2022-01-26 02:45:00+00:00,2022-01-26 03:20:00+00:00,93.06344499000501,94.1013987383053,94.05437155252905,92.16562842747096,91.22125686494192,2.636927900002633,-2.737009197805362,-1.0474577910763367,STOP,False,2022-01
LONG,2022-01-26 10:20:00+00:00,2022-01-26 10:25:00+00:00,2022-01-26 11:55:00+00:00,96.058005010005,97.97006904491415,95.00546072289687,97.01453929710313,98.01907858420626,2.471192664817992,3.4844941613538603,1.3396543437174135,TP2,True,2022-01
LONG,2022-01-26 13:05:00+00:00,2022-01-26 13:20:00+00:00,2022-01-26 13:50:00+00:00,97.14855001000498,99.79172837567486,95.72917541486248,98.4708246051375,99.841649200275,1.8165452251945555,3.5569931442752467,1.3795574339227397,TP2,True,2022-01
LONG,2022-01-26 16:05:00+00:00,2022-01-26 16:15:00+00:00,2022-01-26 18:00:00+00:00,99.529740010005,97.17038800830825,97.21899750706179,101.74100251293821,104.00200501587642,1.1049719491975056,-2.6070177801578933,-1.0210363113551688,STOP,False,2022-01
SHORT,2022-01-27 05:10:00+00:00,2022-01-27 05:15:00+00:00,2022-01-27 05:45:00+00:00,87.496229990005,88.75155564035049,88.70720203933082,86.3727979406692,85.20559589133839,2.134499424107708,-2.6794918777300682,-1.0366264448831484,STOP,False,2022-01
LONG,2022-01-28 17:30:00+00:00,2022-01-28 17:35:00+00:00,2022-01-28 17:50:00+00:00,91.335645010005,90.32776866356238,90.37295514113295,92.20704487886705,93.1240897477341,2.708636245786442,-2.729970403245279,-1.0469377304484473,STOP,False,2022-01
LONG,2022-01-28 18:00:00+00:00,2022-01-28 18:05:00+00:00,2022-01-28 19:10:00+00:00,91.045500010005,90.99997726,89.78727486523495,92.21272515476504,93.42545029953008,2.0417915265406394,1.0980714322405365,0.4274259009401012,STOP,True,2022-01
LONG,2022-01-28 20:20:00+00:00,2022-01-28 20:30:00+00:00,2022-01-28 22:25:00+00:00,91.565760010005,91.51997712999999,90.55147371035655,92.48852630964343,93.45705260928688,2.558661880665795,1.062790306229144,0.40951906614855693,STOP,True,2022-01
LONG,2022-01-28 23:00:00+00:00,2022-01-28 23:05:00+00:00,2022-01-29 00:00:00+00:00,90.90543001000499,90.859977295,90.04996740686897,91.67003261313101,92.48006521626203,3.061418788133619,1.0306493994512755,0.39353846056283864,STOP,True,2022-01
LONG,2022-01-29 09:20:00+00:00,2022-01-29 09:25:00+00:00,2022-01-29 11:10:00+00:00,96.28812001000499,96.23997594999999,94.99960625627939,97.48039376372058,98.72078751744118,2.0004215488973993,1.0956203769460355,0.42505929551063454,STOP,True,2022-01
LONG,2022-01-29 22:30:00+00:00,2022-01-29 22:35:00+00:00,2022-01-29 23:00:00+00:00,95.81788501000499,95.11441211242051,95.161993108975,96.37800691102498,96.98601381204998,4.084290461596692,-2.8731876455960608,-1.0725439611005525,STOP,False,2022-01
SHORT,2022-01-30 15:50:00+00:00,2022-01-30 16:00:00+00:00,2022-01-30 16:05:00+00:00,94.812569990005,95.50648158601507,95.45875220991012,94.2612477700899,93.66249555017978,4.132818366467105,-2.8678105886949106,-1.0738636481083654,STOP,False,2022-01
LONG,2022-02-01 07:00:00+00:00,2022-02-01 07:05:00+00:00,2022-02-01 08:40:00+00:00,105.352650010005,106.72898625052981,104.55881129537526,106.04118872462472,106.78237743924944,3.326806639305749,3.3465252223832858,1.2671682066555732,TP2,True,2022-02
LONG,2022-02-01 10:20:00+00:00,2022-02-01 10:25:00+00:00,2022-02-01 14:00:00+00:00,105.43269001000499,108.58075620883079,103.75246314214816,107.00753687785182,108.63507374570365,1.5193199331202973,3.547163311351862,1.389517507296394,TP2,True,2022-02
LONG,2022-02-01 15:20:00+00:00,2022-02-01 15:25:00+00:00,2022-02-01 16:30:00+00:00,107.953950010005,111.70956303918689,105.96727713396604,109.83272288603396,111.76544576206793,1.2836652921023746,3.581085700838516,1.404224523086103,TP2,True,2022-02
LONG,2022-02-01 17:50:00+00:00,2022-02-01 17:55:00+00:00,2022-02-01 18:50:00+00:00,111.37566001000499,111.31997218,110.11876460117553,112.52123541882445,113.7224708276489,2.0723336175869087,1.0710099497710879,0.4111825669200471,STOP,True,2022-02
LONG,2022-02-02 09:00:00+00:00,2022-02-02 09:05:00+00:00,2022-02-02 12:45:00+00:00,109.65480001000499,111.60047328175321,108.57184929876526,110.62815072123472,111.65630143246945,2.4229061419486797,3.4692501619626626,1.322179245045713,TP2,True,2022-02
SHORT,2022-02-02 17:15:00+00:00,2022-02-02 17:30:00+00:00,2022-02-02 18:35:00+00:00,105.39727499000502,106.6850112541159,106.6316954064127,104.26830457358732,103.08660915717462,2.1145179139610972,-2.7229413989198163,-1.0431909963530568,STOP,False,2022-02
SHORT,2022-02-02 22:50:00+00:00,2022-02-02 22:55:00+00:00,2022-02-03 09:55:00+00:00,101.269339990005,95.92679447739216,104.04057246006639,98.59942751993361,95.87885504986723,0.9156204795769625,3.6456153965698364,1.436753927170144,TP2,True,2022-02
LONG,2022-02-04 00:40:00+00:00,2022-02-04 00:45:00+00:00,2022-02-04 02:40:00+00:00,101.00047501000499,102.7273650384856,100.03562280715327,101.86437721284672,102.77875441569344,2.7338414546854444,3.471787336937956,1.3161912442180816,TP2,True,2022-02
LONG,2022-02-04 04:35:00+00:00,2022-02-04 04:40:00+00:00,2022-02-04 05:10:00+00:00,102.29112001000499,103.47221100800711,101.5980135177478,102.88198650225218,103.52397299450436,3.9055811613592737,3.3598084092419835,1.2411631662799127,TP2,True,2022-02
SHORT,2022-02-05 12:30:00+00:00,2022-02-05 12:35:00+00:00,2022-02-05 13:35:00+00:00,114.80256999000501,114.85997127500002,115.46349605347689,114.25650392652312,113.65300786304624,4.1659345908968195,0.8988764715400959,0.3264635413655297,STOP,True,2022-02
SHORT,2022-02-05 18:15:00+00:00,2022-02-05 18:20:00+00:00,2022-02-05 19:50:00+00:00,113.513214990005,113.5699715975,115.00073812064734,112.13926185935266,110.70852372870532,1.757457232311788,1.1081882888041994,0.42390160739318494,STOP,True,2022-02
LONG,2022-02-06 11:35:00+00:00,2022-02-06 11:40:00+00:00,2022-02-06 11:45:00+00:00,114.857400010005,114.10369533739481,114.16077572525744,115.43922429474254,116.0784485794851,3.9367024124872048,-2.967111002967388,-1.0819385558505346,STOP,False,2022-02
LONG,2022-02-06 23:05:00+00:00,2022-02-06 23:10:00+00:00,2022-02-07 00:10:00+00:00,113.83689001000499,113.779971565,112.2196139657292,115.3403860542708,116.9007720985416,1.6067916732348329,1.1158424276152255,0.4293971369790527,STOP,True,2022-02
LONG,2022-02-07 06:40:00+00:00,2022-02-07 06:45:00+00:00,2022-02-07 07:45:00+00:00,118.239090010005,117.54447801003955,117.60327964986449,118.75672037013551,119.33344073027102,4.350931928418212,-3.022209528512087,-1.0924829847250999,STOP,False,2022-02
LONG,2022-02-07 17:20:00+00:00,2022-02-07 17:25:00+00:00,2022-02-07 18:25:00+00:00,120.20007001000499,120.13996997499999,119.08552261275797,121.19447740724202,122.24895480448404,2.3705237825774352,1.0355753134513672,0.3919573656923414,STOP,True,2022-02
LONG,2022-02-08 06:50:00+00:00,2022-02-08 06:55:00+00:00,2022-02-08 08:05:00+00:00,118.179060010005,116.51715579471713,116.57544351647536,119.66455650352464,121.20911299704927,1.6193068220376967,-2.691132833388863,-1.0363476691549482,STOP,False,2022-02
LONG,2022-02-09 00:35:00+00:00,2022-02-09 00:40:00+00:00,2022-02-09 02:05:00+00:00,113.676810010005,112.06754292488594,112.12360472724957,115.11639529275043,116.61279057550085,1.6664199448380463,-2.6817147672137835,-1.036094264541886,STOP,False,2022-02
SHORT,2022-02-10 13:20:00+00:00,2022-02-10 13:25:00+00:00,2022-02-10 13:30:00+00:00,113.28332999000502,111.88276905315227,114.09657217233021,112.5834278076698,111.8268556253396,3.2860926503764025,3.358668315506871,1.256803600275311,TP2,True,2022-02
SHORT,2022-02-11 01:20:00+00:00,2022-02-11 01:25:00+00:00,2022-02-11 07:05:00+00:00,105.05744499000501,105.10997371250001,106.79505889171801,103.424941088282,101.73988218656399,1.4795213599629788,1.1305486605663315,0.43975900146092595,STOP,True,2022-02
LONG,2022-02-11 15:35:00+00:00,2022-02-11 15:40:00+00:00,2022-02-11 16:05:00+00:00,107.12353501000499,106.2904007787531,106.34357256503561,107.79642745496436,108.52285489992873,3.435012744904107,-2.8618267025661273,-1.068172239093649,STOP,False,2022-02
SHORT,2022-02-12 21:00:00+00:00,2022-02-12 21:05:00+00:00,2022-02-12 21:30:00+00:00,97.431259990005,95.87589909641399,98.30600743306898,96.65399254693104,95.82798510386206,3.0104653736854243,3.4384050441559397,1.3056919219965313,TP2,True,2022-02
SHORT,2022-02-13 11:00:00+00:00,2022-02-13 11:05:00+00:00,2022-02-13 11:25:00+00:00,96.021964990005,96.77333353277942,96.72497104725579,95.4150289327442,94.76005787548841,3.8079490899915527,-2.8611731587061127,-1.0687938390072405,STOP,False,2022-02
SHORT,2022-02-14 00:00:00+00:00,2022-02-14 00:05:00+00:00,2022-02-14 03:20:00+00:00,92.34380499000501,92.38997689250002,93.58848569022531,91.1915142897747,89.9930285895494,2.0738463535450267,1.0996809202894688,0.42602212776446186,STOP,True,2022-02
LONG,2022-02-15 01:15:00+00:00,2022-02-15 01:20:00+00:00,2022-02-15 01:30:00+00:00,97.188570010005,98.801820245017,96.2843770810245,97.99562293897549,98.85124586795098,2.907192513384497,3.446920583887197,1.3112828449049752,TP2,True,2022-02
LONG,2022-02-15 09:30:00+00:00,2022-02-15 09:35:00+00:00,2022-02-15 11:10:00+00:00,102.321135010005,102.26997444249999,101.52725005274559,103.0127499672544,103.7554999245088,3.3590588233843306,0.9891555127484079,0.37092780847862616,STOP,True,2022-02
LONG,2022-02-16 06:10:00+00:00,2022-02-16 06:15:00+00:00,2022-02-16 10:20:00+00:00,103.281615010005,101.88928286369716,101.94025299019226,104.51974702980773,105.80949404961547,1.9352918508632633,-2.694569056444513,-1.0379987846250618,STOP,False,2022-02
SHORT,2022-02-17 16:50:00+00:00,2022-02-17 16:55:00+00:00,2022-02-17 17:45:00+00:00,97.20137499000501,96.09390822440452,97.8520573441182,96.64794263588182,96.04588528176363,4.1333376734172225,3.3326588060609046,1.2391416012837122,TP2,True,2022-02
SHORT,2022-02-17 22:10:00+00:00,2022-02-17 22:15:00+00:00,2022-02-18 01:00:00+00:00,93.483234990005,94.59529093338114,94.54801692491867,92.51198305508134,91.49396612016268,2.4510767018292383,-2.7257344139399775,-1.044397831060403,STOP,False,2022-02
SHORT,2022-02-18 01:25:00+00:00,2022-02-18 01:30:00+00:00,2022-02-18 01:35:00+00:00,93.843054990005,94.8922497888229,94.84482737513532,92.93517260486469,91.98034521972937,2.6051842502122615,-2.733345765284999,-1.0473385116134952,STOP,False,2022-02
SHORT,2022-02-18 04:10:00+00:00,2022-02-18 04:15:00+00:00,2022-02-18 05:15:00+00:00,94.252849990005,94.299976415,94.74101611551443,93.85898386448558,93.41796773897116,5.622661796398733,0.8428657030107849,0.30707805491349077,STOP,True,2022-02
LONG,2022-02-18 10:35:00+00:00,2022-02-18 10:40:00+00:00,2022-02-18 11:05:00+00:00,95.527740010005,94.91598670141835,94.96346843563616,95.99653158436384,96.51306315872768,4.800623400366719,-2.9367972484528675,-1.0841469540104354,STOP,False,2022-02
SHORT,2022-02-18 19:05:00+00:00,2022-02-18 19:10:00+00:00,2022-02-18 19:30:00+00:00,90.37478999000501,91.02672832064962,90.98123770179872,89.8587622782013,89.29752456640259,4.401883588076522,-2.8697566381025212,-1.0750116093543447,STOP,False,2022-02
SHORT,2022-02-18 23:15:00+00:00,2022-02-18 23:30:00+00:00,2022-02-18 23:50:00+00:00,90.10492499000502,90.14997745250002,90.51735530320141,89.78264467679861,89.41528936359721,6.701227873350156,0.7784700099652685,0.2816676186727823,STOP,True,2022-02
LONG,2022-02-19 07:15:00+00:00,2022-02-19 07:20:00+00:00,2022-02-19 08:25:00+00:00,92.106030010005,91.6150417353708,91.66087217145652,92.45912784854347,92.85825568708695,6.166606044458725,-3.0277312621176486,-1.1029532271860272,STOP,False,2022-02
SHORT,2022-02-19 12:55:00+00:00,2022-02-19 13:00:00+00:00,2022-02-19 13:10:00+00:00,89.29532999000502,89.33997765500001,89.88603365037379,88.79396632962623,88.24793266925245,4.489519823553612,0.9255571894925606,0.3490066507811745,STOP,True,2022-02
SHORT,2022-02-20 08:10:00+00:00,2022-02-20 08:15:00+00:00,2022-02-20 08:45:00+00:00,86.71661999000501,86.75997830000001,87.5650752690398,85.95492471096023,85.14984943192044,3.0458531989354465,1.028522956948159,0.39799357926242657,STOP,True,2022-02
LONG,2022-02-21 00:05:00+00:00,2022-02-21 00:10:00+00:00,2022-02-21 07:25:00+00:00,92.06601001000499,95.7049997098274,90.1535619410493,93.88643807895068,95.75287614790136,1.3146206214532032,3.557675328081948,1.415064450007309,TP2,True,2022-02
SHORT,2022-02-22 00:50:00+00:00,2022-02-22 01:05:00+00:00,2022-02-22 01:35:00+00:00,83.68813499000501,83.72997905750002,84.69157778359276,82.76842219640726,81.8068444028145,2.560438620756015,1.0708836289409975,0.4168072760848382,STOP,True,2022-02
SHORT,2022-02-22 01:45:00+00:00,2022-02-22 01:50:00+00:00,2022-02-22 03:15:00+00:00,83.228364990005,81.0512127509602,84.39964628636922,82.14035369363079,81.01070739726157,2.181110286470446,3.516051594461442,1.3763104424958148,TP2,True,2022-02
LONG,2022-02-22 20:55:00+00:00,2022-02-22 21:00:00+00:00,2022-02-22 22:15:00+00:00,85.64280001000499,84.91961525212744,84.96209630027758,86.2379037197224,86.8758074294448,3.875121212693934,-2.80242859594821,-1.0624075461071725,STOP,False,2022-02
LONG,2022-02-23 01:45:00+00:00,2022-02-23 01:50:00+00:00,2022-02-23 02:05:00+00:00,86.903430010005,87.92362437172372,86.30619592709418,87.4138040929058,87.96760817581162,4.448551936847388,3.307190397518687,1.2447895934927,TP2,True,2022-02
LONG,2022-02-23 10:15:00+00:00,2022-02-23 10:20:00+00:00,2022-02-23 10:40:00+00:00,90.20508001000499,91.30745904802009,89.56343220708598,90.756567812914,91.35313561582801,4.1409227878263,3.330313459856117,1.2534045544146255,TP2,True,2022-02
SHORT,2022-02-23 21:00:00+00:00,2022-02-23 21:10:00+00:00,2022-02-23 21:15:00+00:00,87.316319990005,88.00477772869996,87.96079733003495,86.75920264996506,86.15840530993012,4.123131110006523,-2.8386015203379493,-1.0682419628019342,STOP,False,2022-02
SHORT,2022-02-23 21:25:00+00:00,2022-02-23 21:30:00+00:00,2022-02-23 22:10:00+00:00,87.406274990005,85.6438298494459,88.37448531761076,86.52551466238926,85.6010293347785,2.6702683993285663,3.471272430415241,1.34265388248488,TP2,True,2022-02
SHORT,2022-02-24 00:30:00+00:00,2022-02-24 00:35:00+00:00,2022-02-24 02:55:00+00:00,84.76759499000501,82.68008668914729,85.89561633225274,83.72438364774727,82.63876730549454,2.2810779373384453,3.5229622918623518,1.369148497286684,TP2,True,2022-02
SHORT,2022-02-24 05:00:00+00:00,2022-02-24 05:05:00+00:00,2022-02-24 05:20:00+00:00,78.710624990005,81.29473690500443,81.25410985007939,76.24589012992062,73.74178026984124,0.992135581599174,-2.5637893777053105,-1.0159729886986042,STOP,False,2022-02
SHORT,2022-02-24 05:25:00+00:00,2022-02-24 05:30:00+00:00,2022-02-24 06:00:00+00:00,78.960499990005,82.36751243364583,82.32634925901633,75.67365072098369,72.34730145196737,0.7448675182810754,-2.5377729036474825,-1.0122296547883127,STOP,False,2022-02
LONG,2022-02-24 16:50:00+00:00,2022-02-24 16:55:00+00:00,2022-02-24 17:15:00+00:00,84.772365010005,83.52511863338188,83.56690208442409,85.89309793557591,87.05619586115182,2.124588740430497,-2.649885608316225,-1.034661747081165,STOP,False,2022-02
LONG,2022-02-25 03:40:00+00:00,2022-02-25 03:45:00+00:00,2022-02-25 04:40:00+00:00,89.53474501000498,88.17910132108804,88.22321292755181,90.75678709244816,92.02357417489634,1.944892674494942,-2.6365814797998604,-1.0336336465222136,STOP,False,2022-02
