side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,entry_fill_type,entry_slippage_bps_applied,exit_fill_type,exit_slippage_bps_applied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4313.907811251454,4288.498241301337,4305.581758718663,4314.123517427326,0.006981550090278467,0.0819476018216815,0.0819476018216815,0.0,0.02606586727389319,0.0,1.2485405051130254,TP2,True,0.0,0.0,4313.907811251454,0.5,0.0,0.0,0.0,30.006,0.03,30.0,market,2.0,maker_try,3.2725006454800676,0.5,0,0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4297.842149788799,4299.561974578631,4378.038025441369,4417.276050872739,0.006914920814046627,-0.28922078267879536,-0.28922078267879536,0.0,0.0,0.0,-1.0428822119136483,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,30.008458919740264,0.03,30.002458428054652,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4072.495012145198,4048.627781490806,4097.992218529194,4122.674437048388,0.007363491068566021,0.08111992528909408,0.08111992528909408,0.0,0.08711988140128084,0.0,0.4320726025066919,STOP,True,0.0,0.08333333333333333,4097.787318918268,0.5,0.0,0.0,0.0,29.999780560935207,0.03,29.99378180457429,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4129.753177598141,4131.405739894099,4184.434260125901,4210.948520241803,0.007214235820376731,-0.2092013422702946,-0.2092013422702946,0.0,0.0,0.0,-1.0604319357981307,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,30.002214645413428,0.03,29.99621540233296,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4138.301842879598,4111.7363214527295,4166.5236785672705,4193.917357124541,0.007245469304417208,0.08948713666921744,0.08948713666921744,0.0,0.09548632413920456,0.0,0.4376368948155891,STOP,True,0.0,1.4166666666666667,4166.3153523833425,0.5,0.0,0.0,0.0,29.99593734993726,0.03,29.989939362064852,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.257096010002,3884.702593171598,3831.928887610115,3939.031112409885,3992.5822248097697,0.0077191554135107475,0.19692554285935393,0.19692554285935393,0.0,0.20292526735954597,0.0,0.4695770715491172,STOP,True,0.0,2.4166666666666665,3938.834160854264,0.5,0.0,0.0,0.0,29.998622500960163,0.03,29.99262397616493,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4041.876481699622,4043.4938792513226,4152.506120768678,4207.0122415273545,0.007320285930301978,-0.4168399077949906,-0.4168399077949906,0.0,0.0,0.0,-1.0292340981648513,STOP,False,0.0,3.0,,0.5,0.0,0.0,0.0,30.004531448799195,0.03,29.99853174245071,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4160.711976010002,4191.542233172089,4143.944089633436,4175.815910386564,4191.751820763127,0.007208387392219193,0.16480320111047161,0.16480320111047161,0.0,0.05368498259743979,0.0,1.3634813510852855,TP2,True,0.0,0.25,4191.542233172089,0.5,0.0,0.0,0.0,29.992023750525906,0.03,29.98602654521686,market,2.0,maker_try,20.137540066454154,0.5,0,0
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.366700010002,4311.26552731402,4312.990723603461,4354.009276416538,4374.518552823077,0.0069207270430785665,-0.159876910603913,-0.159876910603913,0.0,0.0,0.0,-1.0807072508235773,STOP,False,0.0,2.0,,0.5,0.0,0.0,0.0,29.99696883537843,0.03,29.990970641250176,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.063036010002,4378.5299048914,4380.28201769848,4450.077982321521,4484.975964633041,0.006791608571760187,-0.2549103350300956,-0.2549103350300956,0.0,0.0,0.0,-1.0489676618989663,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,29.992171568798845,0.03,29.98617433393206,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-26 23:05:00+00:00,2017-08-26 23:10:00+00:00,2017-08-27 03:25:00+00:00,4330.866000010002,4329.133653609998,4283.357512087994,4376.642487932006,4423.2849758540115,0.006923447349610144,0.1517111110973417,0.1517111110973417,0.0,0.15770801564319797,0.0,0.46123662649029734,STOP,True,0.0,4.25,4376.423655807609,0.5,0.0,0.0,0.0,29.98452272928593,0.03,29.978527023881156,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-27 15:55:00+00:00,2017-08-27 16:05:00+00:00,2017-08-27 17:10:00+00:00,4325.8650000100015,4324.134654009998,4289.395830276265,4360.604169743735,4396.20833947747,0.00693250366639185,0.11366114816882056,0.11366114816882056,0.0,0.11965896316339739,0.0,0.4495686872589882,STOP,True,0.0,1.0833333333333333,4360.386139535248,0.5,0.0,0.0,0.0,29.989074972885515,0.03,29.983078357214076,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 12:15:00+00:00,4118.173470010002,4266.1038659605365,4042.8664091051864,4191.833590914814,4266.317181819628,0.007282958259945429,0.8061540188017244,0.8061540188017244,0.0,0.26746856925925416,0.0,1.469855034281666,TP2,True,0.0,2.6666666666666665,4266.1038659605365,0.5,0.0,0.0,0.0,29.992485489297476,0.03,29.98648819165914,market,2.0,maker_try,9.124435689610081,0.5,0,0
