trade_id,entry_ts,exit_ts,side,qty,entry,exit,pnl_gross,pnl_net,R
1,1770268499999,1770269099999,long,12.97738227660362,91.43,90.21,-15.832406377456586,-15.832406377456586,-1.266592510196527
