ts,equity_usdt,note
2020-08-11 10:10:00+00:00,1000.0,
2020-08-11 14:20:00+00:00,1000.0,
2020-08-11 18:30:00+00:00,1000.0,
2020-08-11 22:40:00+00:00,1000.0,
2020-08-12 02:50:00+00:00,1000.0,
2020-08-12 03:55:00+00:00,1012.0320961353386,TP1
2020-08-12 04:00:00+00:00,1011.8320561353387,STOP
2020-08-12 07:00:00+00:00,1011.8320561353387,
2020-08-12 11:10:00+00:00,1011.8320561353387,
2020-08-12 13:20:00+00:00,1022.5201101790393,TP1
2020-08-12 14:20:00+00:00,1044.0732888762643,TP2
2020-08-12 15:20:00+00:00,1044.0732888762643,
2020-08-12 16:05:00+00:00,1026.241865497104,STOP
2020-08-12 19:30:00+00:00,1026.241865497104,
2020-08-12 23:40:00+00:00,1026.241865497104,
2020-08-13 03:50:00+00:00,1026.241865497104,
2020-08-13 06:45:00+00:00,1041.469892895474,TP1
2020-08-13 07:35:00+00:00,1072.0892392321032,TP2
2020-08-13 08:00:00+00:00,1072.0892392321032,
2020-08-13 12:10:00+00:00,1072.0892392321032,
2020-08-13 14:50:00+00:00,1053.2144268452541,STOP
2020-08-13 16:20:00+00:00,1053.2144268452541,
2020-08-13 20:30:00+00:00,1053.2144268452541,
2020-08-14 00:40:00+00:00,1053.2144268452541,
2020-08-14 04:50:00+00:00,1053.2144268452541,
2020-08-14 09:00:00+00:00,1053.2144268452541,
2020-08-14 13:10:00+00:00,1053.2144268452541,
2020-08-14 17:20:00+00:00,1053.2144268452541,
2020-08-14 21:30:00+00:00,1053.2144268452541,
2020-08-15 01:40:00+00:00,1053.2144268452541,
2020-08-15 05:50:00+00:00,1053.2144268452541,
2020-08-15 10:00:00+00:00,1053.2144268452541,
2020-08-15 14:10:00+00:00,1053.2144268452541,
2020-08-15 18:20:00+00:00,1053.2144268452541,
2020-08-15 22:30:00+00:00,1053.2144268452541,
2020-08-16 02:40:00+00:00,1053.2144268452541,
2020-08-16 06:50:00+00:00,1053.2144268452541,
2020-08-16 11:00:00+00:00,1053.2144268452541,
2020-08-16 15:10:00+00:00,1053.2144268452541,
2020-08-16 19:20:00+00:00,1053.2144268452541,
2020-08-16 23:30:00+00:00,1053.2144268452541,
2020-08-17 03:40:00+00:00,1053.2144268452541,
2020-08-17 07:50:00+00:00,1053.2144268452541,
2020-08-17 12:00:00+00:00,1053.2144268452541,
2020-08-17 16:10:00+00:00,1053.2144268452541,
2020-08-17 20:20:00+00:00,1053.2144268452541,
2020-08-18 00:30:00+00:00,1053.2144268452541,
2020-08-18 04:40:00+00:00,1053.2144268452541,
2020-08-18 08:50:00+00:00,1053.2144268452541,
2020-08-18 13:00:00+00:00,1053.2144268452541,
2020-08-18 17:00:00+00:00,1068.8380840983305,TP1
2020-08-18 17:10:00+00:00,1068.8380840983305,
2020-08-18 19:55:00+00:00,1100.2575880216252,TP2
2020-08-18 21:20:00+00:00,1100.2575880216252,
