side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps
SHORT,2022-02-10 13:20:00+00:00,2022-02-10 13:25:00+00:00,2022-02-10 13:30:00+00:00,113.317331990002,111.83803831090214,114.09657217233021,112.5834278076698,111.8268556253396,245.5624842070226,270.3568691368145,268.9655448594557,0.0,88.72735378105965,0.0,1.4128760095971689,TP2,True,1.3913242773588403,0.08333333333333333,111.83803831090214,1.0
SHORT,2022-02-11 01:20:00+00:00,2022-02-11 01:25:00+00:00,2022-02-11 07:05:00+00:00,105.08897799000201,105.131013581198,106.79505889171801,103.424941088282,101.73988218656399,115.04328467276211,92.70526200610958,92.10077294556591,0.0,95.12321824828406,0.0,0.47232778199268016,STOP,True,0.6044890605436717,5.666666666666667,103.43528358239082,1.0
LONG,2022-02-11 15:35:00+00:00,2022-02-11 15:40:00+00:00,2022-02-11 16:05:00+00:00,107.09141401000198,106.3010351360096,106.34357256503561,107.79642745496436,108.52285489992873,270.6639671615476,-213.9270815954548,-216.8256602919435,0.0,0.0,0.0,-1.0568802776475237,STOP,False,2.8985786964886873,0.4166666666666667,,1.0
SHORT,2022-02-12 21:00:00+00:00,2022-02-12 21:05:00+00:00,2022-02-12 21:30:00+00:00,97.46050399000201,95.83756790237244,98.30600743306898,96.65399254693104,95.82798510386206,230.15889977210583,278.46719653088974,277.34562641241104,0.0,91.70060436625603,0.0,1.4309711872185602,TP2,True,1.1215701184786897,0.4166666666666667,95.83756790237244,1.0
SHORT,2022-02-13 11:00:00+00:00,2022-02-13 11:05:00+00:00,2022-02-13 11:25:00+00:00,96.050785990002,96.7636610356747,96.72497104725579,95.4150289327442,94.76005787548841,302.96504081279045,-215.97621730665043,-218.88622033640658,0.0,0.0,0.0,-1.057387786932727,STOP,False,2.910003029756156,0.3333333333333333,,1.0
SHORT,2022-02-14 00:00:00+00:00,2022-02-14 00:05:00+00:00,2022-02-14 03:20:00+00:00,92.37152199000201,92.408470598798,93.58848569022531,91.1915142897747,89.9930285895494,160.0909768439759,90.76677633868664,90.02738397928943,0.0,93.72434577627507,0.0,0.4658889742538197,STOP,True,0.7393923593972112,3.25,91.20063344120368,1.0
SHORT,2022-02-17 16:50:00+00:00,2022-02-17 16:55:00+00:00,2022-02-17 17:45:00+00:00,97.230549990002,96.05548987029181,97.8520573441182,96.64794263588182,96.04588528176363,323.1711508398741,282.45201881339244,280.8809133765393,0.0,92.57925321700037,0.0,1.406260656442698,TP2,True,1.571105436853143,0.8333333333333334,96.05548987029181,1.0
SHORT,2022-02-17 22:10:00+00:00,2022-02-17 22:15:00+00:00,2022-02-18 01:00:00+00:00,93.511293990002,94.58583613168864,94.54801692491867,92.51198305508134,91.49396612016268,199.4013934743622,-214.26520039924057,-216.1298286319603,0.0,0.0,0.0,-1.036479569898786,STOP,False,1.864628232719715,2.75,,1.0
LONG,2022-02-21 00:05:00+00:00,2022-02-21 00:10:00+00:00,2022-02-21 07:25:00+00:00,92.03840401000198,95.74330086028657,90.1535619410493,93.88643807895068,95.75287614790136,105.28616181451973,291.8291445180338,291.3446260031464,0.0,96.79195987545017,0.0,1.4705588247257435,TP2,True,0.4845185148873606,7.25,95.74330086028657,1.0
SHORT,2022-02-22 00:50:00+00:00,2022-02-22 01:05:00+00:00,2022-02-22 01:35:00+00:00,83.71325399000202,83.74673929159802,84.69157778359276,82.76842219640726,81.8068444028145,213.45172558273921,96.38088753337577,95.48745060746016,0.0,99.95463523703833,0.0,0.4615392448263839,STOP,True,0.8934369259156031,0.5,82.7766990386269,1.0
SHORT,2022-02-22 01:45:00+00:00,2022-02-22 01:50:00+00:00,2022-02-22 03:15:00+00:00,83.253345990002,81.0188084680013,84.39964628636922,82.14035369363079,81.01070739726157,184.2302882871746,307.6015546922371,306.83466529560656,0.0,101.76680875888754,0.0,1.456562383166661,TP2,True,0.766889396630498,1.4166666666666667,81.0188084680013,1.0
LONG,2022-02-22 20:55:00+00:00,2022-02-22 21:00:00+00:00,2022-02-22 22:15:00+00:00,85.61712001000198,84.92811146175747,84.96209630027758,86.2379037197224,86.8758074294448,340.6785373549207,-234.730424440979,-237.6472159627338,0.0,0.0,0.0,-1.051883371572017,STOP,False,2.9167915217548193,1.25,,1.0
LONG,2022-02-23 01:45:00+00:00,2022-02-23 01:50:00+00:00,2022-02-23 02:05:00+00:00,86.87737201000199,87.95881141499405,86.30619592709418,87.4138040929058,87.96760817581162,379.5397917974065,305.36445298519715,303.71578200096803,0.0,100.13980967909951,0.0,1.408611245847888,TP2,True,1.6486709842290996,0.25,87.95881141499405,1.0
LONG,2022-02-23 10:15:00+00:00,2022-02-23 10:20:00+00:00,2022-02-23 10:40:00+00:00,90.17803201000198,91.34400030226642,89.56343220708598,90.756567812914,91.35313561582801,367.60642916269785,318.977325652921,317.3198244361152,0.0,104.66860543479159,0.0,1.4118361494433622,TP2,True,1.6575012168058147,0.3333333333333333,91.34400030226642,1.0
SHORT,2022-02-23 21:00:00+00:00,2022-02-23 21:10:00+00:00,2022-02-23 21:15:00+00:00,87.34252799000201,87.99598164896696,87.96079733003495,86.75920264996506,86.15840530993012,380.86346138355,-248.87662240713632,-252.2031801607625,0.0,0.0,0.0,-1.0569077530678397,STOP,False,3.326557753626177,0.08333333333333333,,1.0
SHORT,2022-02-23 21:25:00+00:00,2022-02-23 21:30:00+00:00,2022-02-23 22:10:00+00:00,87.432509990002,85.60958943771197,88.37448531761076,86.52551466238926,85.6010293347785,239.32847012589198,325.63789460220437,324.59164015944566,0.0,107.49950113189503,0.0,1.4444451190375485,TP2,True,1.0462544427586975,0.6666666666666666,85.60958943771197,1.0
SHORT,2022-02-24 00:30:00+00:00,2022-02-24 00:35:00+00:00,2022-02-24 02:55:00+00:00,84.793037990002,82.64703118222509,85.89561633225274,83.72438364774727,82.63876730549454,212.77628138534703,341.1110945581461,340.2089971926021,0.0,112.80142036494061,0.0,1.4539958698634268,TP2,True,0.9020973655439545,2.3333333333333335,82.64703118222509,1.0
SHORT,2022-02-24 05:00:00+00:00,2022-02-24 05:05:00+00:00,2022-02-24 05:20:00+00:00,78.73424999000201,81.28661149401943,81.25410985007939,76.24589012992062,73.74178026984124,96.32152409792076,-245.84735011581844,-246.60573041159282,0.0,0.0,0.0,-1.0128981950365443,STOP,False,0.7583802957743697,0.25,,1.0
SHORT,2022-02-24 05:25:00+00:00,2022-02-24 05:30:00+00:00,2022-02-24 06:00:00+00:00,78.98419999000201,82.35927979871992,82.32634925901633,75.67365072098369,72.34730145196737,70.28772008306574,-237.22666485317174,-237.78182678715996,0.0,0.0,0.0,-1.0098531026154052,STOP,False,0.5551619339882146,0.5,,1.0
LONG,2022-02-24 16:50:00+00:00,2022-02-24 16:55:00+00:00,2022-02-24 17:15:00+00:00,84.74694601000199,83.53347532359032,83.56690208442409,85.89309793557591,87.05619586115182,194.88303308879102,-236.48484793224304,-238.13642212058716,0.0,0.0,0.0,-1.0283267089548318,STOP,False,1.6515741883441206,0.3333333333333333,,1.0
LONG,2022-02-25 03:40:00+00:00,2022-02-25 03:45:00+00:00,2022-02-25 04:40:00+00:00,89.507898010002,88.1879236423808,88.22321292755181,90.75678709244816,92.02357417489634,173.29191455571836,-228.74088532955128,-230.2919848309524,0.0,0.0,0.0,-1.0274692106673438,STOP,False,1.551099501401122,0.9166666666666666,,1.0
SHORT,2022-03-01 07:20:00+00:00,2022-03-01 07:35:00+00:00,2022-03-01 08:05:00+00:00,96.34072799000201,97.2866748953632,97.24777578504919,95.47222419495083,94.58444839990165,239.4919984219554,-226.54671476601735,-228.8539981135925,0.0,0.0,0.0,-1.0428854030916823,STOP,False,2.3072833475751597,0.5,,1.0
LONG,2022-03-02 05:15:00+00:00,2022-03-02 05:20:00+00:00,2022-03-02 06:20:00+00:00,103.72074001000199,102.67933627556931,102.72042444534745,104.67957557465255,105.6591511393051,210.03951791767997,-218.73593833791114,-220.91448376088772,0.0,0.0,0.0,-1.0410752078943455,STOP,False,2.1785454229765837,1.0,,1.0
SHORT,2022-03-03 14:30:00+00:00,2022-03-03 14:35:00+00:00,2022-03-03 15:05:00+00:00,99.60007599000201,98.09229305805371,100.38875758021364,98.85124239978639,98.08248480957276,259.01811882650986,290.9720700993584,289.682158883463,0.0,95.70052078337447,0.0,1.4243589718641048,TP2,True,1.2899112158953876,0.5,98.09229305805371,1.0
SHORT,2022-03-04 09:10:00+00:00,2022-03-04 09:15:00+00:00,2022-03-04 10:20:00+00:00,91.90161599000201,92.90299416726046,92.8658478281292,90.97415215187081,90.02830431374161,219.71040292091038,-220.0132028016598,-222.0323769094844,0.0,0.0,0.0,-1.0385242818816303,STOP,False,2.0191741078246124,1.0833333333333333,,1.0
LONG,2022-03-05 18:40:00+00:00,2022-03-05 18:45:00+00:00,2022-03-05 19:30:00+00:00,89.847966010002,89.81202682359799,89.2313708484798,90.42862917152019,91.02725833304038,336.02044678067006,89.99990332620534,88.49036564215457,0.0,96.03805406240957,0.0,0.43438640588306,STOP,True,1.5095376840507666,0.75,90.41958630860303,1.0
SHORT,2022-03-06 01:10:00+00:00,2022-03-06 01:25:00+00:00,2022-03-06 02:00:00+00:00,89.582079990002,88.83284591118623,89.98801822758263,89.21198175241737,88.82396351483474,525.2494072158597,291.6213908068322,289.2687440862366,0.0,94.85401292487903,0.0,1.3677094388091577,TP2,True,2.352646720595614,0.5833333333333334,88.83284591118623,1.0
SHORT,2022-03-06 05:25:00+00:00,2022-03-06 05:30:00+00:00,2022-03-06 06:20:00+00:00,88.07238199000201,88.66587087255625,88.63041870507422,87.5495812749258,87.00916255985159,393.1847763129866,-233.3507935313333,-236.81366551254237,0.0,0.0,0.0,-1.0635301701922022,STOP,False,3.4628719812090853,0.8333333333333334,,1.0
SHORT,2022-03-06 07:35:00+00:00,2022-03-06 07:40:00+00:00,2022-03-06 08:25:00+00:00,88.21235399000201,88.24763893159802,88.66750836575478,87.79249161424524,87.35498323849046,469.43101667965635,88.2056620253082,86.13518127444658,0.0,96.48758502875536,0.0,0.41282497216228004,STOP,True,2.0704807508616194,0.75,87.80127086340666,1.0
