side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4313.907811251454,4288.498241301337,4305.581758718663,4314.123517427326,0.034907750451392335,0.4097380091084074,0.4097380091084074,0.0,0.13032933636946595,0.0,1.2485405051130252,TP2,True,0.0,0.0,4313.907811251454,0.5,0.0,0.0,0.0,150.03,0.03,150.0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4297.842149788799,4299.561974578631,4378.038025441369,4417.276050872739,0.034574604070233134,-1.4461039133939768,-1.4461039133939768,0.0,0.0,0.0,-1.042882211913648,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,150.04229459870132,0.03,150.01229214027327
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4072.495012145198,4048.627781490806,4097.992218529194,4122.674437048388,0.0368174553428301,0.4055996264454703,0.4055996264454703,0.0,0.4355994070064041,0.0,0.4320726025066919,STOP,True,0.0,0.08333333333333333,4097.787318918268,0.5,0.0,0.0,0.0,149.998902804676,0.03,149.96890902287143
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4129.753177598141,4131.405739894099,4184.434260125901,4210.948520241803,0.03607117910188366,-1.0460067113514733,-1.0460067113514733,0.0,0.0,0.0,-1.0604319357981307,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,150.0110732270672,0.03,149.98107701166484
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4138.301842879598,4111.7363214527295,4166.5236785672705,4193.917357124541,0.03622734652208604,0.4474356833460873,0.4474356833460873,0.0,0.4774316206960229,0.0,0.43763689481558915,STOP,True,0.0,1.4166666666666667,4166.3153523833425,0.5,0.0,0.0,0.0,149.97968674968632,0.03,149.94969681032427
LONG,2017-08-22 11:00:00+00:00,2017-08-22 11:05:00+00:00,2017-08-22 13:30:00+00:00,3886.257096010002,3884.702593171598,3831.928887610115,3939.031112409885,3992.5822248097697,0.03859577706755374,0.9846277142967694,0.9846277142967694,0.0,1.0146263367977297,0.0,0.46957707154911715,STOP,True,0.0,2.4166666666666665,3938.834160854264,0.5,0.0,0.0,0.0,149.99311250480082,0.03,149.96311988082465
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4041.876481699622,4043.4938792513226,4152.506120768678,4207.0122415273545,0.03660142965150989,-2.084199538974953,-2.084199538974953,0.0,0.0,0.0,-1.0292340981648513,STOP,False,0.0,3.0,,0.5,0.0,0.0,0.0,150.02265724399598,0.03,149.99265871225356
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4160.711976010002,4191.542233172089,4143.944089633436,4175.815910386564,4191.751820763127,0.03604193696109597,0.8240160055523582,0.8240160055523582,0.0,0.268424912987199,0.0,1.3634813510852855,TP2,True,0.0,0.25,4191.542233172089,0.5,0.0,0.0,0.0,149.96011875262954,0.03,149.93013272608434
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.366700010002,4311.26552731402,4312.990723603461,4354.009276416538,4374.518552823077,0.034603635215392836,-0.799384553019565,-0.799384553019565,0.0,0.0,0.0,-1.0807072508235773,STOP,False,0.0,2.0,,0.5,0.0,0.0,0.0,149.98484417689215,0.03,149.95485320625087
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.063036010002,4378.5299048914,4380.28201769848,4450.077982321521,4484.975964633041,0.033958042858800934,-1.274551675150478,-1.274551675150478,0.0,0.0,0.0,-1.0489676618989663,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,149.96085784399423,0.03,149.9308716696603
