side,signal_ts,entry_ts,exit_ts,entry,exit,stop,tp1,tp2,qty,pnl_gross_usdt,pnl_net_usdt,fees_usdt,tp1_pnl_gross_usdt,tp1_fee_usdt,pnl_R,exit_reason,took_tp1,funding_cost_usdt,holding_hours,tp_fill_price,tp_bidask_half_spread_bps,fee_taker_rate_applied,fee_maker_rate_applied,fee_paid_usd,notional_usd,risk_per_trade,risk_usd,intended_risk_usd,effective_risk_usd,effective_risk_pct,position_notional,portfolio_risk_budget_hit,entry_fill_type,entry_slippage_bps_applied,exit_fill_type,exit_slippage_bps_applied,spread_half_bps_used,time_to_fill_steps_entry,time_to_fill_steps_exit
LONG,2017-08-17 05:45:00+00:00,2017-08-17 05:50:00+00:00,2017-08-17 05:50:00+00:00,4297.899408010002,4313.907811251454,4288.498241301337,4305.581758718663,4314.123517427326,0.23271833634261557,2.731586727389383,2.731586727389383,0.0,0.8688622424631063,0.0,1.2485405051130254,TP2,True,0.0,0.0,4313.907811251454,0.5,0.0,0.0,0.0,1000.1999999999999,0.03,1.9878238761201272,30.0,1.9878238761201272,0.001987823876120127,1000.0,0,market,2.0,maker_try,3.2725006454800676,0.5,0,0
LONG,2017-08-18 12:10:00+00:00,2017-08-18 12:15:00+00:00,2017-08-18 12:45:00+00:00,4339.667760010002,4297.842149788799,4299.561974578631,4378.038025441369,4417.276050872739,0.23110804524870432,-9.666235019556366,-9.666235019556366,0.0,0.0,0.0,-1.042882211913648,STOP,False,0.0,0.5,,0.5,0.0,0.0,0.0,1002.9321330447349,0.03,9.068223356862719,30.081947601821682,9.068223356862719,0.009043520197123378,1002.7315867273894,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-19 20:40:00+00:00,2017-08-19 20:45:00+00:00,2017-08-19 20:50:00+00:00,4074.124662010002,4072.495012145198,4048.627781490806,4097.992218529194,4122.674437048388,0.24379812774019044,2.6858029328412902,2.6858029328412902,0.0,2.884455725796916,0.0,0.43207260250669194,STOP,True,0.0,0.08333333333333333,4097.787318918268,0.5,0.0,0.0,0.0,993.2639647781747,0.03,6.017478663453769,29.791960551234993,6.017478663453769,0.006059499158947753,993.0653517078331,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-20 20:10:00+00:00,2017-08-20 20:15:00+00:00,2017-08-20 20:25:00+00:00,4158.751584010002,4129.753177598141,4131.405739894099,4184.434260125901,4210.948520241803,0.2394829998264227,-6.944625357698399,-6.944625357698399,0.0,0.0,0.0,-1.0604319357981307,STOP,False,0.0,0.16666666666666666,,0.5,0.0,0.0,0.0,995.9503048716025,0.03,6.349714550734137,29.87253463922023,6.349714550734137,0.006376808624465505,995.7511546406744,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-20 20:40:00+00:00,2017-08-20 20:55:00+00:00,2017-08-20 22:20:00+00:00,4139.957826010002,4138.301842879598,4111.7363214527295,4166.5236785672705,4193.917357124541,0.23889235884849885,2.950504966251718,2.950504966251718,0.0,3.148305824369474,0.0,0.4376368948155891,STOP,True,0.0,1.4166666666666667,4166.3153523833425,0.5,0.0,0.0,0.0,989.0042905888324,0.03,6.544140488083894,29.664195878489277,6.544140488083894,0.006618221355020095,988.8065292829759,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-23 02:55:00+00:00,2017-08-23 03:00:00+00:00,2017-08-23 06:00:00+00:00,4098.8196000100015,4041.876481699622,4043.4938792513226,4152.506120768678,4207.0122415273545,0.24201001323738594,-13.78080481607293,-13.78080481607293,0.0,0.0,0.0,-1.0292340981648516,STOP,False,0.0,3.0,,0.5,0.0,0.0,0.0,991.9553856560774,0.03,13.191027006326049,29.752711027476828,13.191027006326049,0.013300663923510076,991.7570342492277,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-24 13:55:00+00:00,2017-08-24 14:00:00+00:00,2017-08-24 14:15:00+00:00,4160.711976010002,4191.542233172089,4143.944089633436,4175.815910386564,4191.751820763127,0.23509722141763795,5.374957331458846,5.374957331458846,0.0,1.750903434259899,0.0,1.3634813510852857,TP2,True,0.0,0.25,4191.542233172089,0.5,0.0,0.0,0.0,978.1718246790414,0.03,3.74648825029063,29.33928688299464,3.74648825029063,0.003830858192189532,977.9762294331547,0,market,2.0,maker_try,20.137540066454154,0.5,0,0
LONG,2017-08-25 08:50:00+00:00,2017-08-25 08:55:00+00:00,2017-08-25 10:55:00+00:00,4334.366700010002,4311.26552731402,4312.990723603461,4354.009276416538,4374.518552823077,0.22691846931172133,-5.242082747478038,-5.242082747478038,0.0,0.0,0.0,-1.0807072508235773,STOP,False,0.0,2.0,,0.5,0.0,0.0,0.0,983.5478570019666,0.03,4.653933608862705,29.500535602938406,4.653933608862705,0.004732727911962875,983.3511867646135,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-25 17:25:00+00:00,2017-08-25 17:35:00+00:00,2017-08-25 17:35:00+00:00,4416.063036010002,4378.5299048914,4380.28201769848,4450.077982321521,4484.975964633041,0.2215332339825149,-8.314835918193642,-8.314835918193642,0.0,0.0,0.0,-1.0489676618989663,STOP,False,0.0,0.0,,0.5,0.0,0.0,0.0,978.3047258379389,0.03,7.731062880935745,29.343273120514063,7.731062880935745,0.007904090503997912,978.1091040171355,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-26 23:05:00+00:00,2017-08-26 23:10:00+00:00,2017-08-27 03:25:00+00:00,4330.866000010002,4329.133653609998,4283.357512087994,4376.642487932006,4423.2849758540115,0.22397096260893812,4.907798366207913,4.907798366207913,0.0,5.101796011598396,0.0,0.46123662649029734,STOP,True,0.0,4.25,4376.423655807609,0.5,0.0,0.0,0.0,969.9882269525615,0.03,10.446562918367405,29.09382804296825,10.446562918367405,0.010771937164410638,969.7942680989418,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-08-27 15:55:00+00:00,2017-08-27 16:05:00+00:00,2017-08-27 17:10:00+00:00,4325.8650000100015,4324.134654009998,4289.395830276265,4360.604169743735,4396.20833947747,0.22536463964460024,3.6949426832383727,3.6949426832383727,0.0,3.889922084614052,0.0,0.4495686872589882,STOP,True,0.0,1.0833333333333333,4360.386139535248,0.5,0.0,0.0,0.0,974.8970068784427,0.03,8.023920881888378,29.24106199395449,8.023920881888378,0.008232177973098893,974.7020664651496,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-05 09:30:00+00:00,2017-09-05 09:35:00+00:00,2017-09-05 12:15:00+00:00,4118.173470010002,4266.1038659605365,4042.8664091051864,4191.833590914814,4266.317181819628,0.23762784537287615,26.303136128089555,26.303136128089555,0.0,8.72694550064862,0.0,1.4698550342816659,TP2,True,0.0,2.6666666666666665,4266.1038659605365,0.5,0.0,0.0,0.0,978.5926885502176,0.03,17.69937522234566,29.351910274451637,17.69937522234566,0.018090177153905523,978.397009148388,0,market,2.0,maker_try,9.124435689610081,0.5,0,0
LONG,2017-09-05 13:10:00+00:00,2017-09-05 13:15:00+00:00,2017-09-05 14:15:00+00:00,4235.7369780100025,4234.042683218799,4185.4753014951,4284.3046985249,4333.7193970398,0.23724350461856272,5.534797309545226,5.534797309545226,0.0,5.735777526606321,0.0,0.46416289431703994,STOP,True,0.0,1.0,4284.090483289974,0.5,0.0,0.0,0.0,1004.901085305533,0.03,11.723316255344566,30.141004358294325,11.723316255344566,0.011668472738319845,1004.7001452764775,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-05 15:00:00+00:00,2017-09-05 15:05:00+00:00,2017-09-05 15:20:00+00:00,4242.838398010002,4217.677313126247,4219.365059149907,4264.614940870092,4287.239881730185,0.23815118436951555,-5.992142165088045,-5.992142165088045,0.0,0.0,0.0,-1.0719005520995288,STOP,False,0.0,0.25,,0.5,0.0,0.0,0.0,1010.4369895745399,0.03,5.388156462121266,30.30704827758068,5.388156462121266,0.005333567702903385,1010.2349425860227,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-05 20:45:00+00:00,2017-09-05 20:50:00+00:00,2017-09-05 21:15:00+00:00,4388.487522010001,4386.732127001197,4357.312564897106,4417.907435122893,4448.204870235786,0.22888150961882345,3.1406689001927215,3.1406689001927215,0.0,3.3415576299889302,0.0,0.44015493963550345,STOP,True,0.0,0.4166666666666667,4417.6865397511365,0.5,0.0,0.0,0.0,1004.4436489810188,0.03,6.934522686217357,30.12728401262804,6.934522686217357,0.0069052251938582065,1004.2428004209347,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-06 00:20:00+00:00,2017-09-06 00:25:00+00:00,2017-09-06 01:50:00+00:00,4403.880600010002,4514.050670570193,4347.3618078202935,4458.638192199706,4514.276384389413,0.2287947920324414,18.841792319681154,18.841792319681154,0.0,6.238623128672045,0.0,1.4570793576713763,TP2,True,0.0,1.4166666666666667,4514.050670570193,0.5,0.0,0.0,0.0,1007.5849460149917,0.03,12.729728611104878,30.22150407963382,12.729728611104878,0.012636427933131961,1007.3834693211274,0,market,2.0,maker_try,0.0,0.5,0,0
LONG,2017-09-06 11:30:00+00:00,2017-09-06 11:35:00+00:00,2017-09-06 11:55:00+00:00,4515.862992010002,4584.595080405655,4480.027839204132,4549.892160815868,4584.824321621736,0.22729443043538275,11.652676584540675,11.652676584540675,0.0,3.8414661422785463,0.0,1.4306310224060492,TP2,True,0.0,0.3333333333333333,4584.595080405655,0.5,0.0,0.0,0.0,1026.4305066931367,0.03,7.939885594246986,30.78675784922426,7.939885594246986,0.0077369812369967195,1026.2252616408086,0,market,2.0,maker_try,0.0,0.5,0,0
LONG,2017-09-07 04:35:00+00:00,2017-09-07 04:40:00+00:00,2017-09-07 05:30:00+00:00,4505.890998010002,4560.010574157249,4477.365706971723,4532.6142930482765,4560.238586086553,0.23038407149029086,9.28634885395962,9.28634885395962,0.0,3.0522047038937963,0.0,1.4130660465950824,TP2,True,0.0,0.8333333333333334,4560.010574157249,0.5,0.0,0.0,0.0,1038.0855138129941,0.03,6.3641971021991175,31.136338146760476,6.3641971021991175,0.006131932154836199,1037.8779382253492,0,market,2.0,maker_try,0.0,0.5,0,0
LONG,2017-09-07 15:10:00+00:00,2017-09-07 15:15:00+00:00,2017-09-07 15:50:00+00:00,4677.265266010002,4752.740301506198,4638.00602481314,4714.653975206859,4752.977950403719,0.22392865496598174,12.610319618687251,12.610319618687251,0.0,4.159808027600786,0.0,1.434414020249789,TP2,True,0.0,0.5833333333333334,4752.740301506198,0.5,0.0,0.0,0.0,1047.3737199367245,0.03,8.581836218782385,31.41492861237926,8.581836218782385,0.008195310253292114,1047.1642870793087,0,market,2.0,maker_try,13.153390405130924,0.5,0,0
LONG,2017-09-08 10:45:00+00:00,2017-09-08 10:50:00+00:00,2017-09-08 13:00:00+00:00,4644.948804010002,4643.0908244883985,4607.066716560883,4680.973283459118,4717.926566908235,0.2282019902359839,3.871726455939675,3.871726455939675,0.0,4.083723768263512,0.0,0.44786934337916523,STOP,True,0.0,2.1666666666666665,4680.739234794944,0.5,0.0,0.0,0.0,1059.9865616193356,0.03,8.432812828843035,31.79323820093988,8.432812828843035,0.007957175776382925,1059.774606697996,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-10 16:25:00+00:00,2017-09-10 16:30:00+00:00,2017-09-10 17:10:00+00:00,4100.820000010002,4162.990409940908,4068.400715080299,4131.599284939701,4163.198569869402,0.25942593491496135,12.029984644456537,12.029984644456537,0.0,3.965676284270771,0.0,1.4303695330951545,TP2,True,0.0,0.6666666666666666,4162.990409940908,0.5,0.0,0.0,0.0,1063.8590624205667,0.03,8.19767403553189,31.90938999461807,8.19767403553189,0.007707142665761895,1063.6463331539358,0,market,2.0,maker_try,88.11807156926729,0.5,0,0
LONG,2017-09-11 15:35:00+00:00,2017-09-11 15:40:00+00:00,2017-09-11 15:45:00+00:00,4222.704372010002,4237.9337984135955,4213.717147165559,4230.00285285444,4238.14570569888,0.25478730175700864,2.842968575646482,2.842968575646482,0.0,0.9028363453072022,0.0,1.241562745544781,TP2,True,0.0,0.08333333333333333,4237.9337984135955,0.5,0.0,0.0,0.0,1075.891453061952,0.03,2.07469550483933,32.27028953395177,2.07469550483933,0.0019287358757564261,1075.6763177983923,0,market,2.0,maker_try,0.0,0.5,0,0
LONG,2017-09-12 00:00:00+00:00,2017-09-12 00:10:00+00:00,2017-09-12 00:20:00+00:00,4210.521936010002,4208.837727235597,4199.80151174258,4219.55848827742,4229.43697654484,0.2561998266783881,0.9148083104611799,0.9148083104611799,0.0,1.1305553085074933,0.0,0.33307289853733313,STOP,True,0.0,0.16666666666666666,4219.347510353006,0.5,0.0,0.0,0.0,1078.7349902313135,0.03,2.530866981957475,32.35557859122116,2.530866981957475,0.002346612632645821,1078.5192863740388,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-12 00:35:00+00:00,2017-09-12 00:45:00+00:00,2017-09-12 02:10:00+00:00,4232.516334010002,4230.823327476398,4199.094176307533,4264.2458237124665,4296.821647414933,0.25508465799127744,3.8037294260065897,3.8037294260065897,0.0,4.019659422307238,0.0,0.44616016630598115,STOP,True,0.0,1.4166666666666667,4264.032611421281,0.5,0.0,0.0,0.0,1079.6499815034367,0.03,8.30959284792783,32.38302284053499,8.30959284792783,0.007698101152119511,1079.4340946844998,0,market,2.0,market,4.0,0.5,0,0
LONG,2017-09-12 02:20:00+00:00,2017-09-12 02:25:00+00:00,2017-09-12 02:40:00+00:00,4237.817394010002,4290.620640004742,4210.037409133085,4263.902590886915,4290.83518176383,0.2556633216916687,10.057187586331233,10.057187586331233,0.0,3.307260952772484,0.0,1.4160419469393024,TP2,True,0.0,0.25,4290.620640004742,0.5,0.0,0.0,0.0,1083.4544716753285,0.03,6.885675645354855,32.49713472331519,6.885675645354855,0.006356568698114823,1083.2378241105064,0,market,2.0,maker_try,0.0,0.5,0,0
LONG,2017-09-12 10:30:00+00:00,2017-09-12 10:35:00+00:00,2017-09-12 11:05:00+00:00,4314.752778010003,4351.079061724184,4295.186686737245,4332.593313282756,4351.2966265555115,0.2534359966745335,6.836460000707923,6.836460000707923,0.0,2.23326604141525,0.0,1.3786654822668922,TP2,True,0.0,0.5,4351.079061724184,0.5,0.0,0.0,0.0,1093.513670699177,0.03,4.740092840396851,32.79885035090513,4.740092840396851,0.004335602732733626,1093.2950116968377,0,market,2.0,maker_try,25.01367099836561,0.5,0,0
